start1	end1	start2	end2	col
5179054871	5179054871	4870976587	4870976587	28
5086077735	5086077735	4994437629	4994437629	28
2759489466	2759489466	2759568978	2759568978	28
4936760259	4936760259	5157000907	5157000907	28
4939183500	4939183500	5154259166	5154259166	28
4940562853	4940562853	5152819425	5152819425	28
4953262098	4953262098	5139913739	5139913739	28
4985773265	4985773265	5103767452	5103767452	28
4986840367	4986840367	5102567260	5102567260	28
5023385504	5023385504	5059490275	5059490275	28
4971534900	4971534900	5119302653	5119302653	28
5092213790	5092213790	4988333333	4988333333	28
5150004168	5150004168	4911391515	4911391515	28
5118777650	5118777650	4956438699	4956438699	28
5167504304	5167504304	4888565952	4888565952	28
5163781823	5163781823	4892570502	4892570502	28
5173805121	5173805121	4876594651	4876594651	28
5149058024	5149058024	4912638854	4912638854	28
5122535719	5122535719	4951338738	4951338738	28
2553782493	2553782493	2080013160	2080013160	27
3973325522	3973325522	4623538453	4623538453	27
3974198467	3974198467	4624413292	4624413292	27
3974227054	3974227054	4624492692	4624492692	27
3974283059	3974283059	4624548127	4624548127	27
3972021156	3972021156	4622491156	4622491156	27
2551353376	2551353376	2083079156	2083079156	27
2551416096	2551416096	2083001158	2083001158	27
2553766907	2553766907	2080039777	2080039777	27
3979416054	3979416054	4604938426	4604938426	27
2556338170	2556338170	2077360420	2077360420	27
2560661870	2560661870	2072987082	2072987082	27
2562043368	2562043368	2071590754	2071590754	27
2563176373	2563176373	2070485430	2070485430	27
2564428061	2564428061	2068989547	2068989547	27
2564888342	2564888342	2068400893	2068400893	27
2568423965	2568423965	2064441536	2064441536	27
2574660648	2574660648	2058150869	2058150869	27
2557987761	2557987761	2075551028	2075551028	27
3371413525	3371413525	257014314	257014314	26
3339006566	3339006566	224964159	224964159	26
3354460421	3354460421	239420020	239420020	26
3360475882	3360475882	245649863	245649863	26
3368141107	3368141107	253406333	253406333	26
3369749849	3369749849	255260300	255260300	26
1836439968	1836439968	434882871	434882871	26
3377032401	3377032401	262856865	262856865	26
3381304013	3381304013	267213885	267213885	26
3384844576	3384844576	270698618	270698618	26
3389511800	3389511800	275612509	275612509	26
3380846763	3380846763	266772913	266772913	26
974023521	974023521	4429132784	4429132784	25
928917873	928917873	4378732175	4378732175	25
929924997	929924997	4379831893	4379831893	25
931628978	931628978	4381653707	4381653707	25
931858470	931858470	4381897838	4381897838	25
933012109	933012109	4383060895	4383060895	25
935490018	935490018	4385419827	4385419827	25
949989154	949989154	4400576549	4400576549	25
964437299	964437299	4417233218	4417233218	25
957168734	957168734	4408576971	4408576971	25
946973135	946973135	4397550403	4397550403	25
945228958	945228958	4395663195	4395663195	25
945194478	945194478	4395628295	4395628295	25
942076649	942076649	4392630364	4392630364	25
927526529	927526529	4377195052	4377195052	25
927774424	927774424	4377476036	4377476036	25
906480927	906480927	4355291061	4355291061	25
925877039	925877039	4375336804	4375336804	25
899992164	899992164	4348613459	4348613459	25
917101668	917101668	4365958824	4365958824	25
882605778	882605778	4331723171	4331723171	25
882792058	882792058	4331908638	4331908638	25
891193737	891193737	4340039905	4340039905	25
893446279	893446279	4342291512	4342291512	25
894876645	894876645	4343693538	4343693538	25
882099047	882099047	4331199444	4331199444	25
2592733239	2592733239	1833338371	1833338371	25
914191626	914191626	4363015209	4363015209	25
915757826	915757826	4364518674	4364518674	25
906590710	906590710	4355415603	4355415603	25
916047085	916047085	4364854054	4364854054	25
543777005	543777005	3715438939	3715438939	24
547489545	547489545	3719173550	3719173550	24
546433501	546433501	3718176103	3718176103	24
544549187	544549187	3716216746	3716216746	24
524261172	524261172	3738734673	3738734673	24
3966521673	3966521673	3761881685	3761881685	23
3939941673	3939941673	3792659476	3792659476	23
3968702713	3968702713	3758889889	3758889889	23
3941561466	3941561466	3790953217	3790953217	23
3966476286	3966476286	3761943463	3761943463	23
3946657590	3946657590	3785415567	3785415567	23
3941668000	3941668000	3790834906	3790834906	23
3934627002	3934627002	3800490176	3800490176	23
3939616243	3939616243	3792795949	3792795949	23
3863111774	3863111774	3875242842	3875242842	23
4425020064	4425020064	3136017174	3136017174	23
1965832472	1965832472	3868979151	3868979151	23
3863980828	3863980828	3874597038	3874597038	23
3861099966	3861099966	3877333586	3877333586	23
3842487204	3842487204	3893787332	3893787332	23
3837458049	3837458049	3898726559	3898726559	23
3832436389	3832436389	3902225132	3902225132	23
3889355222	3889355222	3848837460	3848837460	23
4258854777	4258854777	4053170425	4053170425	22
4261415135	4261415135	4056383211	4056383211	22
4261351650	4261351650	4056309628	4056309628	22
4257633754	4257633754	4051713641	4051713641	22
4258669327	4258669327	4052939295	4052939295	22
4260322139	4260322139	4055051850	4055051850	22
4258976725	4258976725	4053338747	4053338747	22
4259850229	4259850229	4054420166	4054420166	22
4259955435	4259955435	4054504551	4054504551	22
4245379968	4245379968	4073832087	4073832087	22
4277806611	4277806611	4104440914	4104440914	22
4277162302	4277162302	4103818459	4103818459	22
4326274438	4326274438	4153592039	4153592039	22
4277897362	4277897362	4104568890	4104568890	22
4309409509	4309409509	4135688791	4135688791	22
4365140797	4365140797	4193234453	4193234453	22
4336063074	4336063074	4163039934	4163039934	22
4334278672	4334278672	4161313794	4161313794	22
4335411801	4335411801	4162357803	4162357803	22
4309893677	4309893677	4136268379	4136268379	22
4327325265	4327325265	4154665683	4154665683	22
4321279704	4321279704	4148431475	4148431475	22
4322292364	4322292364	4149570439	4149570439	22
4406973565	4406973565	3153566522	3153566522	21
4438509700	4438509700	3122498557	3122498557	21
4431667711	4431667711	3128928031	3128928031	21
4431209140	4431209140	3129366262	3129366262	21
4428238074	4428238074	3132739237	3132739237	21
4426486021	4426486021	3134459280	3134459280	21
4424979253	4424979253	3136048580	3136048580	21
4423996563	4423996563	3137108470	3137108470	21
4422776358	4422776358	3138150603	3138150603	21
4424957420	4424957420	3136085477	3136085477	21
4404900551	4404900551	3155772884	3155772884	21
4396313348	4396313348	3164292961	3164292961	21
4392999766	4392999766	3167355758	3167355758	21
4387289882	4387289882	3173346676	3173346676	21
4387090712	4387090712	3173769729	3173769729	21
4375024178	4375024178	3187256388	3187256388	21
