start1	end1	start2	end2	col
2370162691	2370162691	3538087993	3538087993	28
2304322248	2304322248	3565771628	3565771628	28
4441925435	4441925435	2845883787	2845883787	28
613813219	613813219	931630682	931630682	28
610437687	610437687	928441279	928441279	28
608514953	608514953	926745638	926745638	28
594179063	594179063	912487451	912487451	28
566094468	566094468	885042944	885042944	28
565203158	565203158	884178386	884178386	28
2372234766	2372234766	3540196838	3540196838	28
577259075	577259075	895992096	895992096	28
2348308293	2348308293	3586150935	3586150935	28
2315346785	2315346785	3623711225	3623711225	28
2310347009	2310347009	3628269135	3628269135	28
2299951865	2299951865	3574820973	3574820973	28
2300456215	2300456215	3572415920	3572415920	28
2370453068	2370453068	3538438017	3538438017	28
2314606877	2314606877	3624394343	3624394343	28
2349783563	2349783563	3587576946	3587576946	28
257738174	257738174	1627209367	1627209367	27
3613463538	3613463538	3879901409	3879901409	27
3617423019	3617423019	3876094611	3876094611	27
3617448199	3617448199	3876049548	3876049548	27
3617487414	3617487414	3875992007	3875992007	27
3614215238	3614215238	3879257310	3879257310	27
261447381	261447381	1623893269	1623893269	27
261386491	261386491	1623940884	1623940884	27
257759345	257759345	1627192691	1627192691	27
3592620513	3592620513	3839024507	3839024507	27
254883626	254883626	1629796389	1629796389	27
248660501	248660501	1635507665	1635507665	27
246752024	246752024	1637287508	1637287508	27
204446059	204446059	1544134174	1544134174	27
201884092	201884092	1541413698	1541413698	27
201088567	201088567	1540656722	1540656722	27
76163488	76163488	1353248493	1353248493	27
97815891	97815891	1375753059	1375753059	27
251928166	251928166	1632470315	1632470315	27
527561233	527561233	849189345	849189345	26
497120813	497120813	819554330	819554330	26
510321047	510321047	833048116	833048116	26
517198844	517198844	839600859	839600859	26
522700051	522700051	844680412	844680412	26
524815094	524815094	846602617	846602617	26
2072849004	2072849004	2541305942	2541305942	26
533886805	533886805	855086664	855086664	26
538662805	538662805	859505205	859505205	26
542985397	542985397	863601311	863601311	26
550504600	550504600	870605620	870605620	26
538314759	538314759	859149147	859149147	26
1964784577	1964784577	3775476453	3775476453	25
3847018271	3847018271	4194315320	4194315320	25
3826577671	3826577671	4196182889	4196182889	25
3829938867	3829938867	4198608276	4198608276	25
3830603116	3830603116	4161399900	4161399900	25
3837353024	3837353024	4154596235	4154596235	25
3822282681	3822282681	4157111950	4157111950	25
1912329328	1912329328	2762233321	2762233321	25
1934718567	1934718567	2783210548	2783210548	25
1941323164	1941323164	2789159470	2789159470	25
4453328879	4453328879	2832231413	2832231413	25
2836045127	2836045127	3337067802	3337067802	25
4455455473	4455455473	2830284530	2830284530	25
3890602058	3890602058	4210595438	4210595438	25
3893619848	3893619848	4213592092	4213592092	25
