start1	end1	start2	end2	col
3538087993	3538087993	4740579756	4740579756	28
3565771628	3565771628	4757234337	4757234337	28
2845883787	2845883787	1932677483	1932677483	28
931630682	931630682	481928447	481928447	28
928441279	928441279	485213909	485213909	28
926745638	926745638	487036499	487036499	28
912487451	912487451	501170531	501170531	28
885042944	885042944	528879729	528879729	28
884178386	884178386	529697105	529697105	28
3540196838	3540196838	4743843714	4743843714	28
895992096	895992096	517803813	517803813	28
3586150935	3586150935	4706499575	4706499575	28
3623711225	3623711225	4696565431	4696565431	28
3628269135	3628269135	4702987703	4702987703	28
3574820973	3574820973	4731566642	4731566642	28
3572415920	3572415920	4733855222	4733855222	28
3538438017	3538438017	4742233598	4742233598	28
3624394343	3624394343	4697222451	4697222451	28
3587576946	3587576946	4707957374	4707957374	28
1627209367	1627209367	4553395623	4553395623	27
3879901409	3879901409	3756733716	3756733716	27
3876094611	3876094611	3760645990	3760645990	27
3876049548	3876049548	3760671888	3760671888	27
3875992007	3875992007	3760701473	3760701473	27
3879257310	3879257310	3757455600	3757455600	27
1623893269	1623893269	4556908359	4556908359	27
1623940884	1623940884	4556859998	4556859998	27
1627192691	1627192691	4553414908	4553414908	27
3839024507	3839024507	3776087608	3776087608	27
1629796389	1629796389	4550682989	4550682989	27
1635507665	1635507665	4544569498	4544569498	27
1637287508	1637287508	4542674290	4542674290	27
1544134174	1544134174	4619858864	4619858864	27
1541413698	1541413698	4617411249	4617411249	27
1540656722	1540656722	4616747942	4616747942	27
1353248493	1353248493	4379326166	4379326166	27
1375753059	1375753059	4401619345	4401619345	27
1632470315	1632470315	4547869101	4547869101	27
849189345	849189345	566603563	566603563	26
819554330	819554330	37472981	37472981	26
833048116	833048116	25631913	25631913	26
839600859	839600859	85971714	85971714	26
844680412	844680412	97144594	97144594	26
846602617	846602617	569249275	569249275	26
2541305942	2541305942	1554563155	1554563155	26
855086664	855086664	560408571	560408571	26
859505205	859505205	555661273	555661273	26
863601311	863601311	550871946	550871946	26
870605620	870605620	543551559	543551559	26
859149147	859149147	555976191	555976191	26
3775476453	3775476453	1786541391	1786541391	25
4194315320	4194315320	3985525221	3985525221	25
4196182889	4196182889	3962334932	3962334932	25
4198608276	4198608276	3958677397	3958677397	25
4161399900	4161399900	3957903817	3957903817	25
4154596235	4154596235	3972477011	3972477011	25
4157111950	4157111950	3969587728	3969587728	25
2762233321	2762233321	1896682449	1896682449	25
2783210548	2783210548	1876184737	1876184737	25
2789159470	2789159470	1780862918	1780862918	25
2832231413	2832231413	1918684644	1918684644	25
3337067802	3337067802	3097533532	3097533532	25
2830284530	2830284530	1916533466	1916533466	25
4210595438	4210595438	3996596090	3996596090	25
4213592092	4213592092	3992940654	3992940654	25
4213846084	4213846084	3992584114	3992584114	25
4184380697	4184380697	4032928852	4032928852	25
4143104864	4143104864	3979061176	3979061176	25
4177338502	4177338502	4022605304	4022605304	25
4142027862	4142027862	3977970614	3977970614	25
4209584699	4209584699	3997763016	3997763016	25
4210041529	4210041529	3997173054	3997173054	25
4168201068	4168201068	4015516661	4015516661	25
4171573361	4171573361	4018559019	4018559019	25
4173325873	4173325873	4020283294	4020283294	25
4208426667	4208426667	3998975270	3998975270	25
4348355312	4348355312	4061979907	4061979907	25
4193177479	4193177479	3986129827	3986129827	25
4191392868	4191392868	3988069444	3988069444	25
4184638874	4184638874	4032977776	4032977776	25
4191080106	4191080106	3988428872	3988428872	25
4481397220	4481397220	4273775952	4273775952	24
4465053331	4465053331	4260555683	4260555683	24
4466428276	4466428276	4262591306	4262591306	24
4480757522	4480757522	4274461441	4274461441	24
4484785717	4484785717	4267653416	4267653416	24
248234117	248234117	1071601265	1071601265	23
222545453	222545453	1098851445	1098851445	23
250387423	250387423	1069403082	1069403082	23
224072998	224072998	1097234555	1097234555	23
248174920	248174920	1071689210	1071689210	23
228542113	228542113	1092607895	1092607895	23
224176033	224176033	1097142352	1097142352	23
218103087	218103087	1103986741	1103986741	23
222184687	222184687	1099031920	1099031920	23
384065708	384065708	879014521	879014521	23
4812581686	4812581686	3372663071	3372663071	23
5177710352	5177710352	4772668995	4772668995	23
383194059	383194059	878062018	878062018	23
386475171	386475171	881620444	881620444	23
271818153	271818153	1046998274	1046998274	23
278414858	278414858	1039734188	1039734188	23
439454320	439454320	938207389	938207389	23
5165599336	5165599336	4765272766	4765272766	23
2071216159	2071216159	3674208458	3674208458	22
2068481640	2068481640	3671448471	3671448471	22
2068458507	2068458507	3671484765	3671484765	22
2072391404	2072391404	3675458839	3675458839	22
2071403565	2071403565	3674410778	3674410778	22
2069822701	2069822701	3672692580	3672692580	22
2071141492	2071141492	3674136162	3674136162	22
2070094920	2070094920	3673001652	3673001652	22
