start1	end1	start2	end2	col
3893683500	3893683500	2370162691	2370162691	28
3919635986	3919635986	2304322248	2304322248	28
2528449711	2528449711	4441925435	4441925435	28
322868056	322868056	613813219	613813219	28
325529313	325529313	610437687	610437687	28
327018583	327018583	608514953	608514953	28
338518886	338518886	594179063	594179063	28
362667684	362667684	566094468	566094468	28
363438757	363438757	565203158	565203158	28
3959964850	3959964850	2372234766	2372234766	28
352928958	352928958	577259075	577259075	28
3982183989	3982183989	2348308293	2348308293	28
4000915229	4000915229	2315346785	2315346785	28
4005278427	4005278427	2310347009	2310347009	28
3991400320	3991400320	2299951865	2299951865	28
3993110654	3993110654	2300456215	2300456215	28
3893153448	3893153448	2370453068	2370453068	28
4001574877	4001574877	2314606877	2314606877	28
3980731981	3980731981	2349783563	2349783563	28
42944727	42944727	257738174	257738174	27
4561031453	4561031453	3613463538	3613463538	27
4557562834	4557562834	3617423019	3617423019	27
4557480806	4557480806	3617448199	3617448199	27
4557405621	4557405621	3617487414	3617487414	27
4560232484	4560232484	3614215238	3614215238	27
637598031	637598031	261447381	261447381	27
637642570	637642570	261386491	261386491	27
640438971	640438971	257759345	257759345	27
4521074688	4521074688	3592620513	3592620513	27
643000733	643000733	254883626	254883626	27
648409795	648409795	248660501	248660501	27
651156672	651156672	246752024	246752024	27
567502876	567502876	204446059	204446059	27
565561327	565561327	201884092	201884092	27
564798741	564798741	201088567	201088567	27
799206975	799206975	76163488	76163488	27
778900263	778900263	97815891	97815891	27
645391647	645391647	251928166	251928166	27
394361668	394361668	527561233	527561233	26
422168403	422168403	497120813	497120813	26
408393536	408393536	510321047	510321047	26
402876169	402876169	517198844	517198844	26
398384531	398384531	522700051	522700051	26
396448616	396448616	524815094	524815094	26
1807554247	1807554247	2072849004	2072849004	26
388867446	388867446	533886805	533886805	26
385109604	385109604	538662805	538662805	26
381898519	381898519	542985397	542985397	26
375216767	375216767	550504600	550504600	26
385548532	385548532	538314759	538314759	26
2107405040	2107405040	1964784577	1964784577	25
4647501189	4647501189	3847018271	3847018271	25
4659990160	4659990160	3826577671	3826577671	25
4673505489	4673505489	3829938867	3829938867	25
4675640241	4675640241	3830603116	3830603116	25
4669230173	4669230173	3837353024	3837353024	25
4665317918	4665317918	3822282681	3822282681	25
2104841438	2104841438	1912329328	1912329328	25
2094231251	2094231251	1934718567	1934718567	25
2099266518	2099266518	1941323164	1941323164	25
2514965296	2514965296	4453328879	4453328879	25
2486669710	2486669710	2836045127	2836045127	25
2512387790	2512387790	4455455473	4455455473	25
4605690051	4605690051	3890602058	3890602058	25
4600881817	4600881817	3893619848	3893619848	25
4600478297	4600478297	3893796278	3893796278	25
4637050472	4637050472	3850984005	3850984005	25
4652442531	4652442531	3848701892	3848701892	25
4631593929	4631593929	3863557513	3863557513	25
4657529638	4657529638	3849763349	3849763349	25
4607146004	4607146004	3889643891	3889643891	25
4606484080	4606484080	3890062157	3890062157	25
4624341491	4624341491	3872225101	3872225101	25
4626944744	4626944744	3869062892	3869062892	25
4628162201	4628162201	3867192081	3867192081	25
4608739398	4608739398	3888145345	3888145345	25
4898225688	4898225688	3908200487	3908200487	25
4646917082	4646917082	3847605830	3847605830	25
