start1	end1	start2	end2	col
5082328671	5082328671	5179054871	5179054871	28
4990676166	4990676166	5086077735	5086077735	28
4842433103	4842433103	2759489466	2759489466	28
4843702548	4843702548	4936760259	4936760259	28
4845896510	4845896510	4939183500	4939183500	28
4847021365	4847021365	4940562853	4940562853	28
4857376974	4857376974	4953262098	4953262098	28
4884119937	4884119937	4985773265	4985773265	28
4884884873	4884884873	4986840367	4986840367	28
4928562848	4928562848	5023385504	5023385504	28
4872625958	4872625958	4971534900	4971534900	28
4995597849	4995597849	5092213790	5092213790	28
5047114452	5047114452	5150004168	5150004168	28
5019435553	5019435553	5118777650	5118777650	28
5065447822	5065447822	5167504304	5167504304	28
5061744159	5061744159	5163781823	5163781823	28
5077225839	5077225839	5173805121	5173805121	28
5046256675	5046256675	5149058024	5149058024	28
5022751158	5022751158	5122535719	5122535719	28
4799354442	4799354442	2553782493	2553782493	27
4767637083	4767637083	3973325522	3973325522	27
4768297240	4768297240	3974198467	3974198467	27
4768327616	4768327616	3974227054	3974227054	27
4768376745	4768376745	3974283059	3974283059	27
4770689350	4770689350	3972021156	3972021156	27
4796862680	4796862680	2551353376	2551353376	27
4796899912	4796899912	2551416096	2551416096	27
4799338322	4799338322	2553766907	2553766907	27
4780121224	4780121224	3979416054	3979416054	27
4801966136	4801966136	2556338170	2556338170	27
4805796246	4805796246	2560661870	2560661870	27
4806999374	4806999374	2562043368	2562043368	27
4808039240	4808039240	2563176373	2563176373	27
4809201221	4809201221	2564428061	2564428061	27
4809800406	4809800406	2564888342	2564888342	27
4813409702	4813409702	2568423965	2568423965	27
4819877782	4819877782	2574660648	2574660648	27
4803457709	4803457709	2557987761	2557987761	27
4715020482	4715020482	3371413525	3371413525	26
4687223346	4687223346	3339006566	3339006566	26
4700540054	4700540054	3354460421	3354460421	26
4705807748	4705807748	3360475882	3360475882	26
4712024193	4712024193	3368141107	3368141107	26
4713541083	4713541083	3369749849	3369749849	26
4710127432	4710127432	1836439968	1836439968	26
4719807978	4719807978	3377032401	3377032401	26
4723421308	4723421308	3381304013	3381304013	26
4726502376	4726502376	3384844576	3384844576	26
4731188628	4731188628	3389511800	3389511800	26
4723077899	4723077899	3380846763	3380846763	26
4579456459	4579456459	974023521	974023521	25
4611667772	4611667772	928917873	928917873	25
4610706262	4610706262	929924997	929924997	25
4609136184	4609136184	931628978	931628978	25
4608922346	4608922346	931858470	931858470	25
4607893988	4607893988	933012109	933012109	25
4605794420	4605794420	935490018	935490018	25
4559281815	4559281815	949989154	949989154	25
4571558051	4571558051	964437299	964437299	25
4565278739	4565278739	957168734	957168734	25
4556324737	4556324737	946973135	946973135	25
4554705739	4554705739	945228958	945228958	25
4554674048	4554674048	945194478	945194478	25
4551739180	4551739180	942076649	942076649	25
4613016120	4613016120	927526529	927526529	25
4612581335	4612581335	927774424	927774424	25
4633059354	4633059354	906480927	906480927	25
4614597361	4614597361	925877039	925877039	25
4639155234	4639155234	899992164	899992164	25
4622424055	4622424055	917101668	917101668	25
4656153119	4656153119	882605778	882605778	25
4655954426	4655954426	882792058	882792058	25
4647674038	4647674038	891193737	891193737	25
4645497549	4645497549	893446279	893446279	25
4644012971	4644012971	894876645	894876645	25
4656610335	4656610335	882099047	882099047	25
4629577179	4629577179	2592733239	2592733239	25
4625391073	4625391073	914191626	914191626	25
4623909805	4623909805	915757826	915757826	25
4632880386	4632880386	906590710	906590710	25
4623610512	4623610512	916047085	916047085	25
4478789201	4478789201	543777005	543777005	24
4482723075	4482723075	547489545	547489545	24
4481730023	4481730023	546433501	546433501	24
4479621241	4479621241	544549187	544549187	24
4458842022	4458842022	524261172	524261172	24
4337559009	4337559009	3966521673	3966521673	23
4352564211	4352564211	3939941673	3939941673	23
4339174432	4339174432	3968702713	3968702713	23
4316524003	4316524003	3941561466	3941561466	23
4337509134	4337509134	3966476286	3966476286	23
4320515394	4320515394	3946657590	3946657590	23
4316615842	4316615842	3941668000	3941668000	23
4357217729	4357217729	3934627002	3934627002	23
4352715115	4352715115	3939616243	3939616243	23
4420573844	4420573844	3863111774	3863111774	23
4360829345	4360829345	4425020064	4425020064	23
4414322732	4414322732	1965832472	1965832472	23
4419913375	4419913375	3863980828	3863980828	23
4422455352	4422455352	3861099966	3861099966	23
4440593809	4440593809	3842487204	3842487204	23
4445339809	4445339809	3837458049	3837458049	23
4449868662	4449868662	3832436389	3832436389	23
4396795423	4396795423	3889355222	3889355222	23
4206979002	4206979002	4258854777	4258854777	22
4212194487	4212194487	4261415135	4261415135	22
4212149360	4212149360	4261351650	4261351650	22
4209083935	4209083935	4257633754	4257633754	22
4207140348	4207140348	4258669327	4258669327	22
4205568901	4205568901	4260322139	4260322139	22
4206862503	4206862503	4258976725	4258976725	22
4206002689	4206002689	4259850229	4259850229	22
4205973119	4205973119	4259955435	4259955435	22
4194558784	4194558784	4245379968	4245379968	22
4230783240	4230783240	4277806611	4277806611	22
4228268475	4228268475	4277162302	4277162302	22
4252117118	4252117118	4326274438	4326274438	22
4230863518	4230863518	4277897362	4277897362	22
4261697259	4261697259	4309409509	4309409509	22
4315541377	4315541377	4365140797	4365140797	22
4289568252	4289568252	4336063074	4336063074	22
4284767417	4284767417	4334278672	4334278672	22
4290200598	4290200598	4335411801	4335411801	22
4261270611	4261270611	4309893677	4309893677	22
4255331057	4255331057	4327325265	4327325265	22
4247018420	4247018420	4321279704	4321279704	22
4248026614	4248026614	4322292364	4322292364	22
4137772803	4137772803	4406973565	4406973565	21
4109118041	4109118041	4438509700	4438509700	21
4115047265	4115047265	4431667711	4431667711	21
4115391730	4115391730	4431209140	4431209140	21
4118195376	4118195376	4428238074	4428238074	21
4119881075	4119881075	4426486021	4426486021	21
4121495447	4121495447	4424979253	4424979253	21
4122424382	4122424382	4423996563	4423996563	21
4123540993	4123540993	4422776358	4422776358	21
4121520967	4121520967	4424957420	4424957420	21
4139695515	4139695515	4404900551	4404900551	21
4145173542	4145173542	4396313348	4396313348	21
4150297612	4150297612	4392999766	4392999766	21
4155646933	4155646933	4387289882	4387289882	21
4155996697	4155996697	4387090712	4387090712	21
4167110679	4167110679	4375024178	4375024178	21
4171597947	4171597947	4370774516	4370774516	21
4143348208	4143348208	4394097291	4394097291	21
3922715882	3922715882	2089984686	2089984686	20
3946891300	3946891300	2061565535	2061565535	20
3941233910	3941233910	2068449760	2068449760	20
3940803967	3940803967	2068981178	2068981178	20
3937344593	3937344593	2072938079	2072938079	20
