chr1	po1	gene1	chr2	po2	gene2
chr1	1082893	EOG090B0LIR	aRhiBiv1_chr15	76086930	aRhiBiv1_EOG090B0LIR
chr1	1217512	EOG090B08Y2	aRhiBiv1_chr15	75785755	aRhiBiv1_EOG090B08Y2
chr1	1308644	EOG090B0AXY	aRhiBiv1_chr15	75457826	aRhiBiv1_EOG090B0AXY
chr1	1311859	EOG090B03H1	aRhiBiv1_chr15	75424497	aRhiBiv1_EOG090B03H1
chr1	2019424	EOG090B07C7	aRhiBiv1_chr15	74051644	aRhiBiv1_EOG090B07C7
chr1	2392702	EOG090B0DFX	aRhiBiv1_chr15	73332567	aRhiBiv1_EOG090B0DFX
chr1	2405766	EOG090B0D29	aRhiBiv1_chr15	73322833	aRhiBiv1_EOG090B0D29
chr1	3625073	EOG090B0DVR	aRhiBiv1_chr16	1393176	aRhiBiv1_EOG090B0DVR
chr1	3630975	EOG090B05QE	aRhiBiv1_chr15	71055398	aRhiBiv1_EOG090B05QE
chr1	3781088	EOG090B060G	aRhiBiv1_chr15	70831468	aRhiBiv1_EOG090B060G
chr1	3815402	EOG090B027C	aRhiBiv1_chr15	70747836	aRhiBiv1_EOG090B027C
chr1	3857604	EOG090B099H	aRhiBiv1_chr15	70740711	aRhiBiv1_EOG090B099H
chr1	6225080	EOG090B0BYH	aRhiBiv1_chr15	68929514	aRhiBiv1_EOG090B0BYH
chr1	6525854	EOG090B066X	aRhiBiv1_chr15	68110902	aRhiBiv1_EOG090B066X
chr1	8324330	EOG090B03E1	aRhiBiv1_chr15	65652894	aRhiBiv1_EOG090B03E1
chr1	9588931	EOG090B06F2	aRhiBiv1_chr15	77503789	aRhiBiv1_EOG090B06F2
chr1	9930399	EOG090B0ILM	aRhiBiv1_chr15	77751628	aRhiBiv1_EOG090B0ILM
chr1	10461490	EOG090B098N	aRhiBiv1_chr15	78148724	aRhiBiv1_EOG090B098N
chr1	11066718	EOG090B01UK	aRhiBiv1_chr15	79759144	aRhiBiv1_EOG090B01UK
chr1	11273532	EOG090B09M4	aRhiBiv1_chr15	80202715	aRhiBiv1_EOG090B09M4
chr1	11674775	EOG090B0DNB	aRhiBiv1_chr15	80256252	aRhiBiv1_EOG090B0DNB
chr1	12021727	EOG090B0932	aRhiBiv1_chr11	55769881	aRhiBiv1_EOG090B0932
chr1	15701941	EOG090B01DA	aRhiBiv1_chr15	57896712	aRhiBiv1_EOG090B01DA
chr1	19339530	EOG090B08IR	aRhiBiv1_chr15	62789086	aRhiBiv1_EOG090B08IR
chr1	19683040	EOG090B04MJ	aRhiBiv1_chr15	63021159	aRhiBiv1_EOG090B04MJ
chr1	19882514	EOG090B09XF	aRhiBiv1_chr15	63111701	aRhiBiv1_EOG090B09XF
chr1	20652379	EOG090B0651	aRhiBiv1_chr15	58036294	aRhiBiv1_EOG090B0651
chr1	20744797	EOG090B076T	aRhiBiv1_chr15	58169226	aRhiBiv1_EOG090B076T
chr1	21679417	EOG090B014N	aRhiBiv1_chr15	59563202	aRhiBiv1_EOG090B014N
chr1	23030397	EOG090B02B1	aRhiBiv1_chr11	82521064	aRhiBiv1_EOG090B02B1
chr1	25821900	EOG090B0C5W	aRhiBiv1_chr11	90165214	aRhiBiv1_EOG090B0C5W
chr1	26169984	EOG090B0GZR	aRhiBiv1_chr11	89683458	aRhiBiv1_EOG090B0GZR
chr1	26282299	EOG090B07YS	aRhiBiv1_chr11	89126908	aRhiBiv1_EOG090B07YS
chr1	26432946	EOG090B08EA	aRhiBiv1_chr11	88863910	aRhiBiv1_EOG090B08EA
chr1	26790816	EOG090B05U9	aRhiBiv1_chr11	88543743	aRhiBiv1_EOG090B05U9
chr1	26891010	EOG090B066W	aRhiBiv1_chr11	88410957	aRhiBiv1_EOG090B066W
chr1	26921849	EOG090B0CH3	aRhiBiv1_chr11	88373104	aRhiBiv1_EOG090B0CH3
chr1	27264025	EOG090B02Y1	aRhiBiv1_chr11	88006324	aRhiBiv1_EOG090B02Y1
chr1	27935184	EOG090B065U	aRhiBiv1_chr11	81256853	aRhiBiv1_EOG090B065U
chr1	28330663	EOG090B0DRP	aRhiBiv1_chr11	87215467	aRhiBiv1_EOG090B0DRP
chr1	28529867	EOG090B07B6	aRhiBiv1_chr11	87078146	aRhiBiv1_EOG090B07B6
chr1	32222442	EOG090B08H1	aRhiBiv1_chr11	100474574	aRhiBiv1_EOG090B08H1
chr1	35559125	EOG090B04N6	aRhiBiv1_chr11	96086985	aRhiBiv1_EOG090B04N6
chr1	35736496	EOG090B01JZ	aRhiBiv1_chr11	95763735	aRhiBiv1_EOG090B01JZ
chr1	36084922	EOG090B0769	aRhiBiv1_chr11	95529548	aRhiBiv1_EOG090B0769
chr1	36088905	EOG090B0AA8	aRhiBiv1_chr11	95515602	aRhiBiv1_EOG090B0AA8
chr1	36341755	EOG090B06G7	aRhiBiv1_chr11	94777180	aRhiBiv1_EOG090B06G7
chr1	37501254	EOG090B0K2H	aRhiBiv1_chr11	93271324	aRhiBiv1_EOG090B0K2H
chr1	37537748	EOG090B0C4X	aRhiBiv1_chr11	93259642	aRhiBiv1_EOG090B0C4X
chr1	37803925	EOG090B0G4S	aRhiBiv1_chr11	92474068	aRhiBiv1_EOG090B0G4S
chr1	39841744	EOG090B065A	aRhiBiv1_chr11	102214591	aRhiBiv1_EOG090B065A
chr1	40391348	EOG090B09F3	aRhiBiv1_chr11	98753086	aRhiBiv1_EOG090B09F3
chr1	42430736	EOG090B07R4	aRhiBiv1_chr15	59726083	aRhiBiv1_EOG090B07R4
chr1	43164443	EOG090B0BON	aRhiBiv1_chr10	127798378	aRhiBiv1_EOG090B0BON
