chr1	po1	gene1	chr2	po2	gene2
chr11	289817	EOG090B02MX	aRhiBiv1_chr17	51873640	aRhiBiv1_EOG090B02MX
chr11	568722	EOG090B00QA	aRhiBiv1_chr17	49490801	aRhiBiv1_EOG090B00QA
chr11	770989	EOG090B0D80	aRhiBiv1_chr17	47220270	aRhiBiv1_EOG090B0D80
chr11	1277039	EOG090B0DBB	aRhiBiv1_chr17	39390489	aRhiBiv1_EOG090B0DBB
chr11	2405989	EOG090B0108	aRhiBiv1_chr17	30491549	aRhiBiv1_EOG090B0108
chr11	8110698	EOG090B0AP0	aRhiBiv1_chr17	23131379	aRhiBiv1_EOG090B0AP0
chr11	10514916	EOG090B0C80	aRhiBiv1_chr17	20718438	aRhiBiv1_EOG090B0C80
chr11	10576332	EOG090B0328	aRhiBiv1_chr17	20624911	aRhiBiv1_EOG090B0328
chr11	10751413	EOG090B01NR	aRhiBiv1_chr17	20505190	aRhiBiv1_EOG090B01NR
chr11	11872060	EOG090B00QN	aRhiBiv1_chr17	19519130	aRhiBiv1_EOG090B00QN
chr11	14457824	EOG090B01K3	aRhiBiv1_chr17	23557247	aRhiBiv1_EOG090B01K3
chr11	18080399	EOG090B0IDD	aRhiBiv1_chr17	28151487	aRhiBiv1_EOG090B0IDD
chr11	18279882	EOG090B0126	aRhiBiv1_chr17	28267995	aRhiBiv1_EOG090B0126
chr11	18329081	EOG090B04Z5	aRhiBiv1_chr17	28301956	aRhiBiv1_EOG090B04Z5
chr11	18609861	EOG090B0AJ4	aRhiBiv1_chr17	28470470	aRhiBiv1_EOG090B0AJ4
chr11	20363812	EOG090B0C5X	aRhiBiv1_chr17	10784327	aRhiBiv1_EOG090B0C5X
chr11	20388040	EOG090B05NP	aRhiBiv1_chr17	10820054	aRhiBiv1_EOG090B05NP
chr11	27364159	EOG090B01PI	aRhiBiv1_chr17	13190680	aRhiBiv1_EOG090B01PI
chr11	28274425	EOG090B09G3	aRhiBiv1_chr17	13802441	aRhiBiv1_EOG090B09G3
