link_ID	color
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	9
45	9
46	9
47	9
48	9
49	9
50	9
51	9
52	9
53	9
54	9
55	9
56	9
57	9
58	9
59	9
60	9
61	9
62	9
63	9
64	9
65	9
66	9
67	9
68	9
69	9
70	9
71	9
72	9
73	9
74	9
75	9
76	9
77	9
78	9
79	9
80	9
81	9
82	9
83	9
84	9
85	9
86	9
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	2
95	2
96	2
97	2
98	2
99	2
100	2
101	2
102	2
103	2
104	2
105	2
106	2
107	2
108	2
109	2
110	2
111	2
112	2
113	2
114	2
115	2
116	2
117	2
118	2
119	2
120	2
121	2
122	2
123	2
124	2
125	2
126	2
127	2
128	2
129	2
130	10
131	10
132	10
133	10
134	10
135	10
136	10
137	10
138	10
139	10
140	10
141	10
142	10
143	10
144	10
145	10
146	10
147	10
148	10
149	10
150	10
151	10
152	10
153	10
154	10
155	10
156	10
157	10
158	10
159	10
160	10
161	10
162	10
163	10
164	10
165	10
166	10
167	10
168	10
169	10
170	10
171	10
172	10
173	3
174	3
175	3
176	3
177	3
178	3
179	3
180	3
181	3
182	3
183	3
184	3
185	3
186	3
187	3
188	3
189	3
190	3
191	3
192	3
193	3
194	3
195	3
196	3
197	3
198	3
199	3
200	3
201	3
202	3
203	3
204	3
205	3
206	3
207	3
208	3
209	3
210	3
211	3
212	3
213	3
214	3
215	3
216	11
217	11
218	11
219	11
220	11
221	11
222	11
223	11
224	11
225	11
226	11
227	11
228	11
229	11
230	11
231	11
232	11
233	11
234	11
235	11
236	11
237	11
238	11
239	11
240	11
241	11
242	11
243	11
244	11
245	11
246	11
247	11
248	11
249	11
250	11
251	11
252	11
253	11
254	11
255	11
256	11
257	11
258	11
259	4
260	4
261	4
262	4
263	4
264	4
265	4
266	4
267	4
268	4
269	4
270	4
271	4
272	4
273	4
274	4
275	4
276	4
277	4
278	4
279	4
280	4
281	4
282	4
283	4
284	4
285	4
286	4
287	4
288	4
289	4
290	4
291	4
292	4
293	4
294	4
295	4
296	4
297	4
298	4
299	4
300	4
301	4
302	12
303	12
304	12
305	12
306	12
307	12
308	12
309	12
310	12
311	12
312	12
313	12
314	12
315	12
316	12
317	12
318	12
319	12
320	12
321	12
322	12
323	12
324	12
325	12
326	12
327	12
328	12
329	12
330	12
331	12
332	12
333	12
334	12
335	12
336	12
337	12
338	12
339	12
340	12
341	12
342	12
343	12
344	12
345	5
346	5
347	5
348	5
349	5
350	5
351	5
352	5
353	5
354	5
355	5
356	5
357	5
358	5
359	5
360	5
361	5
362	5
363	5
364	5
365	5
366	5
367	5
368	5
369	5
370	5
371	5
372	5
373	5
374	5
375	5
376	5
377	5
378	5
379	5
380	5
381	5
382	5
383	5
384	5
385	5
386	5
387	5
388	13
389	13
390	13
391	13
392	13
393	13
394	13
395	13
396	13
397	13
398	13
399	13
400	13
401	13
402	13
403	13
404	13
405	13
406	13
407	13
408	13
409	13
410	13
411	13
412	13
413	13
414	13
415	13
416	13
417	13
418	13
419	13
420	13
421	13
422	13
423	13
424	13
425	13
426	13
427	13
428	13
429	13
430	13
431	6
432	6
433	6
434	6
435	6
436	6
437	6
438	6
439	6
440	6
441	6
442	6
443	6
444	6
445	6
446	6
447	6
448	6
449	6
450	6
451	6
452	6
453	6
454	6
455	6
456	6
457	6
458	6
459	6
460	6
461	6
462	6
463	6
464	6
465	6
466	6
467	6
468	6
469	6
470	6
471	6
472	6
473	6
474	14
475	14
476	14
477	14
478	14
479	14
480	14
481	14
482	14
483	14
484	14
485	14
486	14
487	14
488	14
489	14
490	14
491	14
492	14
493	14
494	14
495	14
496	14
497	14
498	14
499	14
500	14
501	14
502	14
503	14
504	14
505	14
506	14
507	14
508	14
509	14
510	14
511	14
512	14
513	14
514	14
515	14
516	14
517	7
518	7
519	7
520	7
521	7
522	7
523	7
524	7
525	7
526	7
527	7
528	7
529	7
530	7
531	7
532	7
533	7
534	7
535	7
536	7
537	7
538	7
539	7
540	7
541	7
542	7
543	7
544	7
545	7
546	7
547	7
548	7
549	7
550	7
551	7
552	7
553	7
554	7
555	7
556	7
557	7
558	7
559	7
560	15
561	15
562	15
563	15
564	15
565	15
566	15
567	15
568	15
569	15
570	15
571	15
572	15
573	15
574	15
575	15
576	15
577	15
578	15
579	15
580	15
581	15
582	15
583	15
584	15
585	15
586	15
587	15
588	15
589	15
590	15
591	15
592	15
593	15
594	15
595	15
596	15
597	15
598	15
599	15
600	15
601	15
602	15
603	8
604	8
605	8
606	8
607	8
608	8
609	8
610	8
611	8
612	8
613	8
614	8
615	8
616	8
617	8
618	8
619	8
620	8
621	8
622	8
623	8
624	8
625	8
626	8
627	8
628	8
629	8
630	8
631	8
632	8
633	8
634	8
635	8
636	8
637	8
638	8
639	8
640	8
641	8
642	8
643	8
644	8
645	8
646	16
647	16
648	16
649	16
650	16
651	16
652	16
653	16
654	16
655	16
656	16
657	16
658	16
659	16
660	16
661	16
662	16
663	16
664	16
665	16
666	16
667	16
668	16
669	16
670	16
671	16
672	16
673	16
674	16
675	16
676	16
677	16
678	16
679	16
680	16
681	16
682	16
683	16
684	16
685	16
686	16
687	16
688	16
