sID	color
1	1
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	10
11	10
12	10
13	10
14	10
15	10
16	10
17	10
18	10
19	3
20	3
21	3
22	3
23	3
24	3
25	3
26	11
27	11
28	11
29	11
30	11
31	11
32	11
33	11
34	4
35	4
36	4
37	4
38	4
39	4
40	4
41	4
42	4
43	4
44	12
45	12
46	12
47	12
48	12
49	12
50	12
51	12
52	12
53	12
54	12
55	5
56	5
57	5
58	5
59	5
60	5
61	5
62	5
63	5
64	5
65	5
66	13
67	13
68	13
69	13
70	13
71	13
72	13
73	13
74	13
75	13
76	13
77	13
78	6
79	6
80	6
81	6
82	6
83	6
84	6
85	6
86	6
87	6
88	14
89	14
90	14
91	14
92	14
93	14
94	14
95	14
96	14
97	14
98	14
99	14
100	7
101	7
102	7
103	7
104	7
105	7
106	7
107	15
108	15
109	15
110	15
111	15
112	15
113	15
114	8
115	8
116	8
117	8
118	8
119	16
120	16
121	16
122	16
123	16
124	16
125	9
126	9
127	9
128	9
129	9
130	9
131	17
132	17
133	17
134	17
135	17
136	17
137	17
138	17
139	17
