chrom	chromStart	chromEnd	name	gieStain
chr5	1	181538259	hg38	hg38
aRhiBiv1_chr1	1	839681426	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr2	1	825560060	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr3	1	595904407	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr16	1	74781573	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr18	1	61353747	aRhiBiv1	aRhiBiv1
bCalAnn1_chr2	1	151342139	bCalAnn1	bCalAnn1
bCalAnn1_chr3	1	114810999	bCalAnn1	bCalAnn1
bCalAnn1_chr13	1	17696115	bCalAnn1	bCalAnn1
bCalAnn1_chrZ	1	74081004	bCalAnn1	bCalAnn1
bStrHab1_chr1	1	155644563	bStrHab1	bStrHab1
bStrHab1_chr10	1	43764472	bStrHab1	bStrHab1
bStrHab1_chr12	1	27433492	bStrHab1	bStrHab1
bStrHab1_chrZ	1	101869369	bStrHab1	bStrHab1
bTaeGut1_chr2	1	150688799	bTaeGut1	bTaeGut1
bTaeGut1_chr3	1	113228359	bTaeGut1	bTaeGut1
bTaeGut1_chr13	1	18281482	bTaeGut1	bTaeGut1
bTaeGut1_chrZ	1	75459706	bTaeGut1	bTaeGut1
fAnaTes1_chr2	1	34285027	fAnaTes1	fAnaTes1
fAnaTes1_chr9	1	28519589	fAnaTes1	fAnaTes1
fAnaTes1_chr10	1	23456640	fAnaTes1	fAnaTes1
fAnaTes1_chr11	1	22362968	fAnaTes1	fAnaTes1
fAnaTes1_chr12	1	19394341	fAnaTes1	fAnaTes1
fAnaTes1_chr14	1	19875000	fAnaTes1	fAnaTes1
fAnaTes1_chr16	1	24434175	fAnaTes1	fAnaTes1
fAnaTes1_chr17	1	23416631	fAnaTes1	fAnaTes1
fAnaTes1_chr19	1	18693732	fAnaTes1	fAnaTes1
fAnaTes1_chr22	1	20982477	fAnaTes1	fAnaTes1
fAnaTes1_chr23	1	15359112	fAnaTes1	fAnaTes1
fArcCen1_chr9	1	28334081	fArcCen1	fArcCen1
fArcCen1_chr10	1	39882982	fArcCen1	fArcCen1
fArcCen1_chr11	1	36498288	fArcCen1	fArcCen1
fArcCen1_chr12	1	26466047	fArcCen1	fArcCen1
fArcCen1_chr14	1	38701125	fArcCen1	fArcCen1
fArcCen1_chr16	1	38360014	fArcCen1	fArcCen1
fArcCen1_chr17	1	35571081	fArcCen1	fArcCen1
fArcCen1_chr19	1	31014359	fArcCen1	fArcCen1
fArcCen1_chr20	1	33110875	fArcCen1	fArcCen1
fArcCen1_chr23	1	24620982	fArcCen1	fArcCen1
fArcCen1_scaffold_26_ctg1	1	7662993	fArcCen1	fArcCen1
fArcCen1_scaffold_30_ctg1	1	4397597	fArcCen1	fArcCen1
fArcCen1_scaffold_68_ctg1	1	943370	fArcCen1	fArcCen1
fAstCal1_chr2	1	38215696	fAstCal1	fAstCal1
fAstCal1_chr7	1	68397778	fAstCal1	fAstCal1
fAstCal1_chr8	1	25827708	fAstCal1	fAstCal1
fAstCal1_chr9	1	35913139	fAstCal1	fAstCal1
fAstCal1_chr10	1	34074121	fAstCal1	fAstCal1
fAstCal1_chr11	1	36676067	fAstCal1	fAstCal1
fAstCal1_chr12	1	38669361	fAstCal1	fAstCal1
fAstCal1_chr13	1	33145951	fAstCal1	fAstCal1
fAstCal1_chr17	1	39448915	fAstCal1	fAstCal1
fAstCal1_chr18	1	35852588	fAstCal1	fAstCal1
fAstCal1_chr22	1	35011464	fAstCal1	fAstCal1
fCotGob3_chr9	1	30072547	fCotGob3	fCotGob3
fCotGob3_chr10	1	27438269	fCotGob3	fCotGob3
fCotGob3_chr11	1	22193419	fCotGob3	fCotGob3
fCotGob3_chr12	1	22902521	fCotGob3	fCotGob3
fCotGob3_chr14	1	25704503	fCotGob3	fCotGob3
fCotGob3_chr15	1	24963210	fCotGob3	fCotGob3
fCotGob3_chr16	1	26581398	fCotGob3	fCotGob3
fCotGob3_chr17	1	25156145	fCotGob3	fCotGob3
fCotGob3_chr19	1	21060126	fCotGob3	fCotGob3
fCotGob3_chr20	1	17599799	fCotGob3	fCotGob3
fCotGob3_chr23	1	15932363	fCotGob3	fCotGob3
fCotGob3_fCotGob3_339arrow_ctg1	1	128540	fCotGob3	fCotGob3
fCotGob3_fCotGob3_402arrow_ctg1	1	129905	fCotGob3	fCotGob3
fGouWil2_chr6	1	72451976	fGouWil2	fGouWil2
fGouWil2_chr9	1	43149712	fGouWil2	fGouWil2
fGouWil2_chr10	1	42970088	fGouWil2	fGouWil2
fGouWil2_chr11	1	32583565	fGouWil2	fGouWil2
fGouWil2_chr12	1	33478699	fGouWil2	fGouWil2
fGouWil2_chr14	1	36801689	fGouWil2	fGouWil2
fGouWil2_chr16	1	40234402	fGouWil2	fGouWil2
fGouWil2_chr17	1	37169619	fGouWil2	fGouWil2
fGouWil2_chr19	1	26982661	fGouWil2	fGouWil2
fGouWil2_chr20	1	28787763	fGouWil2	fGouWil2
fMasArm1_chr9	1	25822229	fMasArm1	fMasArm1
fMasArm1_chr10	1	29124071	fMasArm1	fMasArm1
fMasArm1_chr11	1	22941789	fMasArm1	fMasArm1
fMasArm1_chr12	1	21043631	fMasArm1	fMasArm1
fMasArm1_chr14	1	24807201	fMasArm1	fMasArm1
fMasArm1_chr16	1	25861585	fMasArm1	fMasArm1
fMasArm1_chr17	1	24949636	fMasArm1	fMasArm1
fMasArm1_chr19	1	19920769	fMasArm1	fMasArm1
fMasArm1_chr20	1	20063462	fMasArm1	fMasArm1
fMasArm1_chr23	1	16453789	fMasArm1	fMasArm1
fMasArm1_Contig124arrow_ctg1	1	364241	fMasArm1	fMasArm1
fMasArm1_Super_Scaffold_29_ctg1	1	1679357	fMasArm1	fMasArm1
mLynCan4_chrA1	1	240012660	mLynCan4	mLynCan4
mLynCan4_chrA3	1	139831168	mLynCan4	mLynCan4
mOrnAna1_chr1	1	186506016	mOrnAna1	mOrnAna1
mOrnAna1_chr3	1	141987082	mOrnAna1	mOrnAna1
mOrnAna1_chr9	1	61861223	mOrnAna1	mOrnAna1
mOrnAna1_chr10	1	59444696	mOrnAna1	mOrnAna1
mOrnAna1_chrX1	1	125040914	mOrnAna1	mOrnAna1
mOrnAna1_chrX2	1	29662106	mOrnAna1	mOrnAna1
mOrnAna1_chrX3	1	33863336	mOrnAna1	mOrnAna1
mOrnAna1_chrX5	1	70139320	mOrnAna1	mOrnAna1
mOrnAna1_scaffold_581_arrow_ctg1	1	43386	mOrnAna1	mOrnAna1
mPhyDis1_chr3	1	214898898	mPhyDis1	mPhyDis1
mPhyDis1_chr6	1	171742863	mPhyDis1	mPhyDis1
mPhyDis1_chr13	1	77039987	mPhyDis1	mPhyDis1
mRhiFer1_chr7	1	100276429	mRhiFer1	mRhiFer1
mRhiFer1_chr11	1	89119429	mRhiFer1	mRhiFer1
mRhiFer1_chr13	1	71409564	mRhiFer1	mRhiFer1
mRhiFer1_chr24	1	44817474	mRhiFer1	mRhiFer1
rGopEvg1_chr2	1	299447175	rGopEvg1	rGopEvg1
rGopEvg1_chr3	1	225143049	rGopEvg1	rGopEvg1
rGopEvg1_chr6	1	137797752	rGopEvg1	rGopEvg1
rGopEvg1_chr8	1	113972862	rGopEvg1	rGopEvg1
sAmbRad1_chr1	1	193168304	sAmbRad1	sAmbRad1
sAmbRad1_chr2	1	151573699	sAmbRad1	sAmbRad1
sAmbRad1_chr3	1	131315132	sAmbRad1	sAmbRad1
sAmbRad1_chr8	1	83634287	sAmbRad1	sAmbRad1
sAmbRad1_chr11	1	66065264	sAmbRad1	sAmbRad1
sAmbRad1_scaffold_518_ctg1	1	108200	sAmbRad1	sAmbRad1
