sID	color
1	1
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	2
10	10
11	10
12	10
13	10
14	10
15	10
16	3
17	3
18	3
19	3
20	3
21	3
22	11
23	11
24	11
25	11
26	11
27	11
28	4
29	4
30	4
31	4
32	4
33	4
34	4
35	4
36	4
37	4
38	4
39	4
40	4
41	4
42	4
43	4
44	12
45	12
46	12
47	12
48	12
49	12
50	12
51	12
52	12
53	12
54	12
55	12
56	12
57	12
58	12
59	12
60	12
61	5
62	5
63	5
64	5
65	5
66	5
67	5
68	5
69	5
70	5
71	5
72	5
73	5
74	5
75	5
76	13
77	13
78	13
79	13
80	13
81	13
82	13
83	13
84	13
85	13
86	13
87	13
88	13
89	13
90	13
91	13
92	13
93	13
94	6
95	6
96	6
97	6
98	6
99	6
100	6
101	6
102	6
103	6
104	6
105	6
106	6
107	14
108	14
109	14
110	14
111	14
112	14
113	14
114	14
115	14
116	14
117	14
118	14
119	14
120	14
121	14
122	14
123	7
124	7
125	7
126	7
127	7
128	15
129	15
130	15
131	15
132	15
133	15
134	15
135	15
136	15
137	15
138	8
139	8
140	8
141	8
142	8
143	16
144	16
145	16
146	16
147	16
148	16
149	16
150	16
151	16
152	9
153	9
154	9
155	9
156	9
157	9
158	17
159	17
160	17
161	17
162	17
163	17
164	17
165	17
166	17
167	17
