chr1	po1	gene1	chr2	po2	gene2
chr12	913391	EOG090B07RH	aRhiBiv1_chr4	234492185	aRhiBiv1_EOG090B07RH
chr12	2858244	EOG090B03OX	aRhiBiv1_chr4	240478074	aRhiBiv1_EOG090B03OX
chr12	4370343	EOG090B0D3B	aRhiBiv1_chr4	476129662	aRhiBiv1_EOG090B0D3B
chr12	4489807	EOG090B048A	aRhiBiv1_chr4	475873281	aRhiBiv1_EOG090B048A
chr12	4649127	EOG090B07WN	aRhiBiv1_chr4	475264681	aRhiBiv1_EOG090B07WN
chr12	6905634	EOG090B0BG8	aRhiBiv1_chr16	1249469	aRhiBiv1_EOG090B0BG8
chr12	6970924	EOG090B0G0O	aRhiBiv1_chr16	1573815	aRhiBiv1_EOG090B0G0O
chr12	8604284	EOG090B0D4P	aRhiBiv1_chr16	2029601	aRhiBiv1_EOG090B0D4P
chr12	8941818	EOG090B0CBH	aRhiBiv1_chr16	2470868	aRhiBiv1_EOG090B0CBH
chr12	9637235	EOG090B0675	aRhiBiv1_chr7	138651028	aRhiBiv1_EOG090B0675
chr12	12330027	EOG090B0FLA	aRhiBiv1_chr4	227372437	aRhiBiv1_EOG090B0FLA
chr12	12619798	EOG090B0K7T	aRhiBiv1_chr4	227839260	aRhiBiv1_EOG090B0K7T
chr12	12661201	EOG090B077K	aRhiBiv1_chr4	227946382	aRhiBiv1_EOG090B077K
chr12	13044404	EOG090B03W1	aRhiBiv1_chr2	427944889	aRhiBiv1_EOG090B03W1
chr12	14423916	EOG090B059G	aRhiBiv1_chr2	447586651	aRhiBiv1_EOG090B059G
chr12	15109110	EOG090B0EK0	aRhiBiv1_chr4	482958839	aRhiBiv1_EOG090B0EK0
chr12	15882708	EOG090B0978	aRhiBiv1_chr4	482843361	aRhiBiv1_EOG090B0978
chr12	16189668	EOG090B06BI	aRhiBiv1_chr4	478152993	aRhiBiv1_EOG090B06BI
chr12	19412912	EOG090B0IDV	aRhiBiv1_chr7	55176147	aRhiBiv1_EOG090B0IDV
chr12	21437731	EOG090B057Q	aRhiBiv1_chr6	313713377	aRhiBiv1_EOG090B057Q
chr12	21470194	EOG090B03BY	aRhiBiv1_chr4	290781237	aRhiBiv1_EOG090B03BY
chr12	26195673	EOG090B0ERX	aRhiBiv1_chr4	286096328	aRhiBiv1_EOG090B0ERX
chr12	27710844	EOG090B08L2	aRhiBiv1_chr4	243882696	aRhiBiv1_EOG090B08L2
chr12	27780331	EOG090B061K	aRhiBiv1_chr13	3140016	aRhiBiv1_EOG090B061K
chr12	31661954	EOG090B0AXV	aRhiBiv1_chr4	250016534	aRhiBiv1_EOG090B0AXV
chr12	38316894	EOG090B06B8	aRhiBiv1_chr9	62619713	aRhiBiv1_EOG090B06B8
chr12	45016286	EOG090B0BN2	aRhiBiv1_chr9	111339323	aRhiBiv1_EOG090B0BN2
chr12	46358135	EOG090B06QJ	aRhiBiv1_chr4	56440311	aRhiBiv1_EOG090B06QJ
chr12	53307489	EOG090B043L	aRhiBiv1_chr3	303257668	aRhiBiv1_EOG090B043L
chr12	56316832	EOG090B00WA	aRhiBiv1_chr3	278688448	aRhiBiv1_EOG090B00WA
chr12	57941702	EOG090B0DMO	aRhiBiv1_chr9	115078144	aRhiBiv1_EOG090B0DMO
chr12	62467208	EOG090B00ER	aRhiBiv1_chr9	120262193	aRhiBiv1_EOG090B00ER
chr12	63779961	EOG090B05QS	aRhiBiv1_chr12	31323235	aRhiBiv1_EOG090B05QS
chr12	64193842	EOG090B06GL	aRhiBiv1_chr9	122123701	aRhiBiv1_EOG090B06GL
chr12	64674360	EOG090B0AYF	aRhiBiv1_chr9	126084544	aRhiBiv1_EOG090B0AYF
chr12	64824880	EOG090B02JO	aRhiBiv1_chr9	124291344	aRhiBiv1_EOG090B02JO
chr12	65434617	EOG090B0EPW	aRhiBiv1_chr9	122675788	aRhiBiv1_EOG090B0EPW
chr12	68295254	EOG090B07SK	aRhiBiv1_chr4	470087655	aRhiBiv1_EOG090B07SK
chr12	68746378	EOG090B09G6	aRhiBiv1_chr4	469630713	aRhiBiv1_EOG090B09G6
chr12	69359973	EOG090B0GHW	aRhiBiv1_chr4	468952572	aRhiBiv1_EOG090B0GHW
chr12	69585522	EOG090B02DG	aRhiBiv1_chr4	468769655	aRhiBiv1_EOG090B02DG
chr12	71674348	EOG090B0BW1	aRhiBiv1_chr4	466805286	aRhiBiv1_EOG090B0BW1
chr12	75499809	EOG090B0AL3	aRhiBiv1_chr4	463074836	aRhiBiv1_EOG090B0AL3
chr12	76345813	EOG090B0C8S	aRhiBiv1_chr4	462495166	aRhiBiv1_EOG090B0C8S
chr12	81104337	EOG090B03A1	aRhiBiv1_chr4	456887655	aRhiBiv1_EOG090B03A1
chr12	82353151	EOG090B0GEE	aRhiBiv1_chr4	455754493	aRhiBiv1_EOG090B0GEE
chr12	85280262	EOG090B099M	aRhiBiv1_chr17	3046019	aRhiBiv1_EOG090B099M
chr12	85874404	EOG090B0FYJ	aRhiBiv1_chr4	452193018	aRhiBiv1_EOG090B0FYJ
chr12	88148316	EOG090B01QL	aRhiBiv1_chr4	449257099	aRhiBiv1_EOG090B01QL
chr12	91104165	EOG090B08F6	aRhiBiv1_chr4	446195664	aRhiBiv1_EOG090B08F6
chr12	95248041	EOG090B068V	aRhiBiv1_chr4	442360365	aRhiBiv1_EOG090B068V
chr12	95943399	EOG090B06ZX	aRhiBiv1_chr4	441519373	aRhiBiv1_EOG090B06ZX
chr12	95974232	EOG090B034V	aRhiBiv1_chr4	441452976	aRhiBiv1_EOG090B034V
chr12	96000989	EOG090B03QZ	aRhiBiv1_chr4	441331369	aRhiBiv1_EOG090B03QZ
chr12	98648360	EOG090B00MK	aRhiBiv1_chr4	221841547	aRhiBiv1_EOG090B00MK
chr12	100037636	EOG090B00GU	aRhiBiv1_chr12	14664337	aRhiBiv1_EOG090B00GU
chr12	100512981	EOG090B05FJ	aRhiBiv1_chr19	24819745	aRhiBiv1_EOG090B05FJ
chr12	100586981	EOG090B02X2	aRhiBiv1_chr4	220068293	aRhiBiv1_EOG090B02X2
chr12	101747164	EOG090B00PE	aRhiBiv1_chr4	217960335	aRhiBiv1_EOG090B00PE
chr12	101877790	EOG090B0D9P	aRhiBiv1_chr4	217837286	aRhiBiv1_EOG090B0D9P
chr12	102013108	EOG090B0FNB	aRhiBiv1_chr4	217747199	aRhiBiv1_EOG090B0FNB
chr12	102056908	EOG090B08KE	aRhiBiv1_chr4	217655506	aRhiBiv1_EOG090B08KE
chr12	102839175	EOG090B05EY	aRhiBiv1_chr4	216930041	aRhiBiv1_EOG090B05EY
chr12	104116210	EOG090B0DIA	aRhiBiv1_chr4	434465195	aRhiBiv1_EOG090B0DIA
chr12	104743646	EOG090B08QD	aRhiBiv1_chr4	435047248	aRhiBiv1_EOG090B08QD
chr12	105107801	EOG090B014C	aRhiBiv1_chr4	435422123	aRhiBiv1_EOG090B014C
chr12	106239024	EOG090B0602	aRhiBiv1_scaffold_265_arrow_ctg1	163386	aRhiBiv1_EOG090B0602
chr12	108516973	EOG090B06TU	aRhiBiv1_chr11	28297710	aRhiBiv1_EOG090B06TU
