chr1	po1	gene1	chr2	po2	gene2
chr9	977002	EOG090B07QF	aRhiBiv1_chr1	524494749	aRhiBiv1_EOG090B07QF
chr9	1051614	EOG090B04K0	aRhiBiv1_chr1	524604009	aRhiBiv1_EOG090B04K0
chr9	2804331	EOG090B04OF	aRhiBiv1_chr1	527007616	aRhiBiv1_EOG090B04OF
chr9	4544476	EOG090B05JP	aRhiBiv1_chr17	7160264	aRhiBiv1_EOG090B05JP
chr9	4679768	EOG090B09DN	aRhiBiv1_chr1	531082303	aRhiBiv1_EOG090B09DN
chr9	4804663	EOG090B08UR	aRhiBiv1_chr1	531862636	aRhiBiv1_EOG090B08UR
chr9	5697682	EOG090B00KE	aRhiBiv1_chr1	533406896	aRhiBiv1_EOG090B00KE
chr9	5787144	EOG090B025H	aRhiBiv1_chr1	533629176	aRhiBiv1_EOG090B025H
chr9	15425419	EOG090B08ZE	aRhiBiv1_chr1	461529690	aRhiBiv1_EOG090B08ZE
chr9	19266865	EOG090B008K	aRhiBiv1_chr13	79101282	aRhiBiv1_EOG090B008K
chr9	21007037	EOG090B0AEW	aRhiBiv1_chr1	479427051	aRhiBiv1_EOG090B0AEW
chr9	26905511	EOG090B023D	aRhiBiv1_chr1	468549299	aRhiBiv1_EOG090B023D
chr9	27948851	EOG090B04DB	aRhiBiv1_chr1	471416121	aRhiBiv1_EOG090B04DB
chr9	32973498	EOG090B08Q5	aRhiBiv1_chr1	427269880	aRhiBiv1_EOG090B08Q5
chr9	33255219	EOG090B0CXN	aRhiBiv1_chr2	349153911	aRhiBiv1_EOG090B0CXN
chr9	34339040	EOG090B0FXK	aRhiBiv1_chr1	809003389	aRhiBiv1_EOG090B0FXK
chr9	34635632	EOG090B0DPT	aRhiBiv1_chr1	811631506	aRhiBiv1_EOG090B0DPT
chr9	35661987	EOG090B0AKV	aRhiBiv1_chr1	838494530	aRhiBiv1_EOG090B0AKV
chr9	35737169	EOG090B020F	aRhiBiv1_chr1	831963071	aRhiBiv1_EOG090B020F
chr9	35748766	EOG090B072B	aRhiBiv1_chr1	831862045	aRhiBiv1_EOG090B072B
chr9	37753814	EOG090B0DZR	aRhiBiv1_chr1	422048973	aRhiBiv1_EOG090B0DZR
chr9	37780679	EOG090B0FWQ	aRhiBiv1_chr1	430581097	aRhiBiv1_EOG090B0FWQ
chr9	69718342	EOG090B05R7	aRhiBiv1_chr1	521178720	aRhiBiv1_EOG090B05R7
chr9	71927229	EOG090B0HIV	aRhiBiv1_chr1	517728282	aRhiBiv1_EOG090B0HIV
chr9	72187643	EOG090B0530	aRhiBiv1_chr1	517595284	aRhiBiv1_EOG090B0530
chr9	74983767	EOG090B07OV	aRhiBiv1_chr1	546029324	aRhiBiv1_EOG090B07OV
chr9	75116472	EOG090B0DJI	aRhiBiv1_chr1	546388027	aRhiBiv1_EOG090B0DJI
chr9	83939511	EOG090B08RA	aRhiBiv1_chr6	180911673	aRhiBiv1_EOG090B08RA
chr9	84000987	EOG090B044S	aRhiBiv1_chr1	567602010	aRhiBiv1_EOG090B044S
chr9	87618556	EOG090B021W	aRhiBiv1_chr1	561710128	aRhiBiv1_EOG090B021W
chr9	92615832	EOG090B05D7	aRhiBiv1_chr4	187121168	aRhiBiv1_EOG090B05D7
chr9	92976257	EOG090B02BC	aRhiBiv1_chr4	373605662	aRhiBiv1_EOG090B02BC
chr9	93058743	EOG090B0GYS	aRhiBiv1_chr4	373318111	aRhiBiv1_EOG090B0GYS
chr9	97602469	EOG090B05C3	aRhiBiv1_chr1	424701458	aRhiBiv1_EOG090B05C3
chr9	97675439	EOG090B0LG2	aRhiBiv1_chr1	425297951	aRhiBiv1_EOG090B0LG2
chr9	99217934	EOG090B09JN	aRhiBiv1_chr2	351377699	aRhiBiv1_EOG090B09JN
chr9	101269865	EOG090B09F9	aRhiBiv1_chr1	444362843	aRhiBiv1_EOG090B09F9
chr9	101475881	EOG090B0711	aRhiBiv1_chr13	2551866	aRhiBiv1_EOG090B0711
chr9	108934487	EOG090B0GO1	aRhiBiv1_chr2	376791555	aRhiBiv1_EOG090B0GO1
chr9	109137455	EOG090B0BO9	aRhiBiv1_chr2	349239489	aRhiBiv1_EOG090B0BO9
chr9	110121551	EOG090B01BC	aRhiBiv1_chr1	536031617	aRhiBiv1_EOG090B01BC
chr9	110921969	EOG090B08YV	aRhiBiv1_chr19	27228231	aRhiBiv1_EOG090B08YV
chr9	111362030	EOG090B00A3	aRhiBiv1_chr1	539126788	aRhiBiv1_EOG090B00A3
chr9	111631468	EOG090B090G	aRhiBiv1_chr1	539026532	aRhiBiv1_EOG090B090G
chr9	113256149	EOG090B0G16	aRhiBiv1_chr8	141500668	aRhiBiv1_EOG090B0G16
chr9	113388300	EOG090B08GS	aRhiBiv1_chr8	149869464	aRhiBiv1_EOG090B08GS
chr9	113988238	EOG090B01I6	aRhiBiv1_chr8	158970803	aRhiBiv1_EOG090B01I6
chr9	114624307	EOG090B09OA	aRhiBiv1_chr8	129086253	aRhiBiv1_EOG090B09OA
chr9	116184866	EOG090B0092	aRhiBiv1_chr10	69654522	aRhiBiv1_EOG090B0092
