chr1	po1	gene1	chr2	po2	gene2
chr20	1440419	EOG090B08F2	aRhiBiv1_chr8	5429552	aRhiBiv1_EOG090B08F2
chr20	3190653	EOG090B0G4N	aRhiBiv1_chr5	108737633	aRhiBiv1_EOG090B0G4N
chr20	3209552	EOG090B0F68	aRhiBiv1_chr10	26792497	aRhiBiv1_EOG090B0F68
chr20	4175056	EOG090B04HK	aRhiBiv1_chr1	252038242	aRhiBiv1_EOG090B04HK
chr20	5938535	EOG090B07HR	aRhiBiv1_chr3	92955006	aRhiBiv1_EOG090B07HR
chr20	7883593	EOG090B08A7	aRhiBiv1_chr3	95507442	aRhiBiv1_EOG090B08A7
chr20	9514853	EOG090B0BSH	aRhiBiv1_chr3	98569093	aRhiBiv1_EOG090B0BSH
chr20	13259575	EOG090B05NZ	aRhiBiv1_chr3	103838587	aRhiBiv1_EOG090B05NZ
chr20	13785069	EOG090B09SB	aRhiBiv1_chr3	104508380	aRhiBiv1_EOG090B09SB
chr20	17969860	EOG090B0877	aRhiBiv1_chr3	252498056	aRhiBiv1_EOG090B0877
chr20	18467507	EOG090B09U5	aRhiBiv1_chr3	251755942	aRhiBiv1_EOG090B09U5
chr20	25407821	EOG090B0DYR	aRhiBiv1_chr3	255335250	aRhiBiv1_EOG090B0DYR
chr20	32207942	EOG090B06RG	aRhiBiv1_chr8	561268	aRhiBiv1_EOG090B06RG
chr20	33676732	EOG090B09GI	aRhiBiv1_chr8	65342819	aRhiBiv1_EOG090B09GI
chr20	34928828	EOG090B062Z	aRhiBiv1_chr8	75452479	aRhiBiv1_EOG090B062Z
chr20	35433909	EOG090B06DQ	aRhiBiv1_chr8	71218149	aRhiBiv1_EOG090B06DQ
chr20	35542098	EOG090B088Z	aRhiBiv1_chr8	72115121	aRhiBiv1_EOG090B088Z
chr20	35669622	EOG090B071M	aRhiBiv1_chr8	73398024	aRhiBiv1_EOG090B071M
chr20	36605952	EOG090B0GBD	aRhiBiv1_chr8	60313348	aRhiBiv1_EOG090B0GBD
chr20	37179357	EOG090B0463	aRhiBiv1_chr8	47816485	aRhiBiv1_EOG090B0463
chr20	37724168	EOG090B04GU	aRhiBiv1_chr8	46932863	aRhiBiv1_EOG090B04GU
chr20	37983456	EOG090B016Q	aRhiBiv1_chr8	46644467	aRhiBiv1_EOG090B016Q
chr20	38926443	EOG090B07UI	aRhiBiv1_chr8	55333500	aRhiBiv1_EOG090B07UI
chr20	38962368	EOG090B02U3	aRhiBiv1_chr8	55431469	aRhiBiv1_EOG090B02U3
chr20	43593960	EOG090B06KP	aRhiBiv1_chr8	50502662	aRhiBiv1_EOG090B06KP
chr20	44301514	EOG090B0C65	aRhiBiv1_chr6	333102712	aRhiBiv1_EOG090B0C65
chr20	44480000	EOG090B086K	aRhiBiv1_chr8	37038201	aRhiBiv1_EOG090B086K
chr20	45363367	EOG090B0FJ9	aRhiBiv1_chr3	119437967	aRhiBiv1_EOG090B0FJ9
chr20	46677742	EOG090B0D3X	aRhiBiv1_chr8	35414245	aRhiBiv1_EOG090B0D3X
chr20	47859788	EOG090B0DMX	aRhiBiv1_chr15	79713616	aRhiBiv1_EOG090B0DMX
chr20	49219356	EOG090B057Y	aRhiBiv1_chr8	42455703	aRhiBiv1_EOG090B057Y
chr20	49829684	EOG090B041P	aRhiBiv1_chr8	30096910	aRhiBiv1_EOG090B041P
chr20	49936413	EOG090B0C6H	aRhiBiv1_chr8	29936206	aRhiBiv1_EOG090B0C6H
chr20	53571744	EOG090B019E	aRhiBiv1_chr8	25423671	aRhiBiv1_EOG090B019E
chr20	56468698	EOG090B0C0I	aRhiBiv1_chr8	22589365	aRhiBiv1_EOG090B0C0I
chr20	57354039	EOG090B07MC	aRhiBiv1_chr8	21637158	aRhiBiv1_EOG090B07MC
chr20	58652007	EOG090B0AWI	aRhiBiv1_chr8	19500162	aRhiBiv1_EOG090B0AWI
chr20	63590089	EOG090B071X	aRhiBiv1_chr8	5890563	aRhiBiv1_EOG090B071X
chr20	63708581	EOG090B0ABF	aRhiBiv1_chr8	6604489	aRhiBiv1_EOG090B0ABF
chr20	63981246	EOG090B01Q4	aRhiBiv1_chr8	7858268	aRhiBiv1_EOG090B01Q4
chr20	1440419	EOG090B08F2	bCalAnn1_chr20	14006072	bCalAnn1_EOG090B08F2
chr20	3190653	EOG090B0G4N	bCalAnn1_chr4B	21070598	bCalAnn1_EOG090B0G4N
chr20	3209552	EOG090B0F68	bCalAnn1_chr8	1598836	bCalAnn1_EOG090B0F68
chr20	4175056	EOG090B04HK	bCalAnn1_chr4B	20639372	bCalAnn1_EOG090B04HK
chr20	5938535	EOG090B07HR	bCalAnn1_chr3	38884897	bCalAnn1_EOG090B07HR
chr20	7883593	EOG090B08A7	bCalAnn1_chr3	45502383	bCalAnn1_EOG090B08A7
chr20	9514853	EOG090B0BSH	bCalAnn1_chr3	44764205	bCalAnn1_EOG090B0BSH
chr20	13259575	EOG090B05NZ	bCalAnn1_chr3	43424939	bCalAnn1_EOG090B05NZ
chr20	13785069	EOG090B09SB	bCalAnn1_chr3	43256977	bCalAnn1_EOG090B09SB
chr20	17969860	EOG090B0877	bCalAnn1_chr3	49521660	bCalAnn1_EOG090B0877
chr20	18467507	EOG090B09U5	bCalAnn1_chr3	49610357	bCalAnn1_EOG090B09U5
chr20	25407821	EOG090B0DYR	bCalAnn1_chr3	38278917	bCalAnn1_EOG090B0DYR
chr20	32207942	EOG090B06RG	bCalAnn1_chr20	14316187	bCalAnn1_EOG090B06RG
chr20	33676732	EOG090B09GI	bCalAnn1_chr20	152415	bCalAnn1_EOG090B09GI
chr20	34928828	EOG090B062Z	bCalAnn1_chr20	3208347	bCalAnn1_EOG090B062Z
chr20	35433909	EOG090B06DQ	bCalAnn1_chr20	1907875	bCalAnn1_EOG090B06DQ
chr20	35542098	EOG090B088Z	bCalAnn1_chr20	1839615	bCalAnn1_EOG090B088Z
chr20	35669622	EOG090B071M	bCalAnn1_chr20	1704920	bCalAnn1_EOG090B071M
chr20	36605952	EOG090B0GBD	bCalAnn1_chr20	1023344	bCalAnn1_EOG090B0GBD
chr20	37179357	EOG090B0463	bCalAnn1_chr20	5168245	bCalAnn1_EOG090B0463
chr20	37724168	EOG090B04GU	bCalAnn1_chr20	14653789	bCalAnn1_EOG090B04GU
chr20	37983456	EOG090B016Q	bCalAnn1_chr20	14618013	bCalAnn1_EOG090B016Q
chr20	38926443	EOG090B07UI	bCalAnn1_chr20	5509646	bCalAnn1_EOG090B07UI
chr20	38962368	EOG090B02U3	bCalAnn1_chr20	5474887	bCalAnn1_EOG090B02U3
chr20	43593960	EOG090B06KP	bCalAnn1_chr20	5724886	bCalAnn1_EOG090B06KP
chr20	44301514	EOG090B0C65	bCalAnn1_chr20	7257078	bCalAnn1_EOG090B0C65
chr20	44480000	EOG090B086K	bCalAnn1_chr20	7321682	bCalAnn1_EOG090B086K
chr20	45363367	EOG090B0FJ9	bCalAnn1_chr20	5287389	bCalAnn1_EOG090B0FJ9
chr20	46677742	EOG090B0D3X	bCalAnn1_chr20	7120015	bCalAnn1_EOG090B0D3X
chr20	47859788	EOG090B0DMX	bCalAnn1_chr21	2457769	bCalAnn1_EOG090B0DMX
chr20	49219356	EOG090B057Y	bCalAnn1_chr20	14995939	bCalAnn1_EOG090B057Y
chr20	49829684	EOG090B041P	bCalAnn1_chr20	6019350	bCalAnn1_EOG090B041P
chr20	49936413	EOG090B0C6H	bCalAnn1_chr20	5972408	bCalAnn1_EOG090B0C6H
chr20	53571744	EOG090B019E	bCalAnn1_chr20	8522037	bCalAnn1_EOG090B019E
chr20	56468698	EOG090B0C0I	bCalAnn1_chr20	9259047	bCalAnn1_EOG090B0C0I
chr20	57354039	EOG090B07MC	bCalAnn1_chr20	9638406	bCalAnn1_EOG090B07MC
chr20	58652007	EOG090B0AWI	bCalAnn1_chr20	10279632	bCalAnn1_EOG090B0AWI
chr20	63590089	EOG090B071X	bCalAnn1_chr20	13896592	bCalAnn1_EOG090B071X
chr20	63708581	EOG090B0ABF	bCalAnn1_chr20	13811777	bCalAnn1_EOG090B0ABF
chr20	63981246	EOG090B01Q4	bCalAnn1_chr20	13507905	bCalAnn1_EOG090B01Q4
chr20	1440419	EOG090B08F2	bStrHab1_chr13	15239560	bStrHab1_EOG090B08F2
chr20	3190653	EOG090B0G4N	bStrHab1_chr7	2883106	bStrHab1_EOG090B0G4N
chr20	3209552	EOG090B0F68	bStrHab1_chr8	43188552	bStrHab1_EOG090B0F68
chr20	4175056	EOG090B04HK	bStrHab1_chr7	3307365	bStrHab1_EOG090B04HK
chr20	5938535	EOG090B07HR	bStrHab1_chr6	64485496	bStrHab1_EOG090B07HR
chr20	7883593	EOG090B08A7	bStrHab1_chr6	71083747	bStrHab1_EOG090B08A7
chr20	9514853	EOG090B0BSH	bStrHab1_chr6	70353161	bStrHab1_EOG090B0BSH
chr20	13259575	EOG090B05NZ	bStrHab1_chr6	69056790	bStrHab1_EOG090B05NZ
chr20	13785069	EOG090B09SB	bStrHab1_chr6	68890734	bStrHab1_EOG090B09SB
chr20	17969860	EOG090B0877	bStrHab1_chr10	30804819	bStrHab1_EOG090B0877
chr20	18467507	EOG090B09U5	bStrHab1_chr10	30883481	bStrHab1_EOG090B09U5
chr20	25407821	EOG090B0DYR	bStrHab1_chr6	63916167	bStrHab1_EOG090B0DYR
chr20	32207942	EOG090B06RG	bStrHab1_chr13	15599703	bStrHab1_EOG090B06RG
chr20	33676732	EOG090B09GI	bStrHab1_chr13	3584600	bStrHab1_EOG090B09GI
chr20	34928828	EOG090B062Z	bStrHab1_chr13	3036383	bStrHab1_EOG090B062Z
chr20	35433909	EOG090B06DQ	bStrHab1_chr13	4492187	bStrHab1_EOG090B06DQ
chr20	35542098	EOG090B088Z	bStrHab1_chr13	4519017	bStrHab1_EOG090B088Z
