chr1	po1	gene1	chr2	po2	gene2
chr7	726721	EOG090B046Z	aRhiBiv1_chr14	14451029	aRhiBiv1_EOG090B046Z
chr7	876646	EOG090B0B2X	aRhiBiv1_chr14	14311919	aRhiBiv1_EOG090B0B2X
chr7	1091768	EOG090B080Z	aRhiBiv1_chr14	14055903	aRhiBiv1_EOG090B080Z
chr7	1460196	EOG090B006Y	aRhiBiv1_chr14	12618609	aRhiBiv1_EOG090B006Y
chr7	2235122	EOG090B0BR5	aRhiBiv1_chr14	11469358	aRhiBiv1_EOG090B0BR5
chr7	2244575	EOG090B0IFH	aRhiBiv1_chr14	11466180	aRhiBiv1_EOG090B0IFH
chr7	2255056	EOG090B0617	aRhiBiv1_chr14	11435833	aRhiBiv1_EOG090B0617
chr7	2354922	EOG090B035S	aRhiBiv1_chr14	11403146	aRhiBiv1_EOG090B035S
chr7	2432640	EOG090B07G3	aRhiBiv1_chr14	11295967	aRhiBiv1_EOG090B07G3
chr7	2538069	EOG090B0316	aRhiBiv1_chr14	10917915	aRhiBiv1_EOG090B0316
chr7	2571591	EOG090B03R1	aRhiBiv1_chr14	10940315	aRhiBiv1_EOG090B03R1
chr7	4775716	EOG090B024C	aRhiBiv1_chr14	9582836	aRhiBiv1_EOG090B024C
chr7	5898800	EOG090B09SD	aRhiBiv1_chr14	16707844	aRhiBiv1_EOG090B09SD
chr7	6009433	EOG090B09QL	aRhiBiv1_chr14	16856209	aRhiBiv1_EOG090B09QL
chr7	6024673	EOG090B03WC	aRhiBiv1_chr14	16868707	aRhiBiv1_EOG090B03WC
chr7	6409837	EOG090B03FD	aRhiBiv1_chr14	17222849	aRhiBiv1_EOG090B03FD
chr7	6590284	EOG090B073H	aRhiBiv1_chr14	47785473	aRhiBiv1_EOG090B073H
chr7	7572476	EOG090B01J3	aRhiBiv1_chr2	181793312	aRhiBiv1_EOG090B01J3
chr7	16462548	EOG090B0D23	aRhiBiv1_chr2	197437145	aRhiBiv1_EOG090B0D23
chr7	19144862	EOG090B0J1D	aRhiBiv1_chr2	203231290	aRhiBiv1_EOG090B0J1D
chr7	19698316	EOG090B0B05	aRhiBiv1_chr2	203858427	aRhiBiv1_EOG090B0B05
chr7	19722075	EOG090B0H67	aRhiBiv1_chr2	204062506	aRhiBiv1_EOG090B0H67
chr7	23165815	EOG090B0IF5	aRhiBiv1_chr2	210147616	aRhiBiv1_EOG090B0IF5
chr7	23611316	EOG090B0GZG	aRhiBiv1_chr2	211179257	aRhiBiv1_EOG090B0GZG
chr7	27458163	EOG090B0FUV	aRhiBiv1_chr8	187111502	aRhiBiv1_EOG090B0FUV
chr7	35633690	EOG090B08SM	aRhiBiv1_chr7	94390002	aRhiBiv1_EOG090B08SM
chr7	37930430	EOG090B0GJS	aRhiBiv1_chr2	269929882	aRhiBiv1_EOG090B0GJS
chr7	38726246	EOG090B01XL	aRhiBiv1_chr2	271107646	aRhiBiv1_EOG090B01XL
chr7	39566419	EOG090B0CNH	aRhiBiv1_chr1	513068384	aRhiBiv1_EOG090B0CNH
chr7	41946831	EOG090B00IJ	aRhiBiv1_chr6	28510214	aRhiBiv1_EOG090B00IJ
chr7	42909635	EOG090B06I8	aRhiBiv1_chr2	278058460	aRhiBiv1_EOG090B06I8
chr7	42932387	EOG090B0H6C	aRhiBiv1_chr2	278147825	aRhiBiv1_EOG090B0H6C
chr7	43771675	EOG090B0APH	aRhiBiv1_chr2	279298259	aRhiBiv1_EOG090B0APH
chr7	45027705	EOG090B07EN	aRhiBiv1_chr2	58141584	aRhiBiv1_EOG090B07EN
chr7	54542731	EOG090B0F0C	aRhiBiv1_chr2	321856332	aRhiBiv1_EOG090B0F0C
chr7	56011762	EOG090B0BUA	aRhiBiv1_chr8	193321458	aRhiBiv1_EOG090B0BUA
chr7	65939571	EOG090B0HV3	aRhiBiv1_chr8	193520281	aRhiBiv1_EOG090B0HV3
chr7	65960748	EOG090B040R	aRhiBiv1_chr8	193566804	aRhiBiv1_EOG090B040R
chr7	66927213	EOG090B08ZU	aRhiBiv1_chr8	194166729	aRhiBiv1_EOG090B08ZU
chr7	66975501	EOG090B0D0S	aRhiBiv1_chr8	193069782	aRhiBiv1_EOG090B0D0S
chr7	73328429	EOG090B09T3	aRhiBiv1_chr8	210855420	aRhiBiv1_EOG090B09T3
chr7	73570507	EOG090B08XC	aRhiBiv1_chr8	212393477	aRhiBiv1_EOG090B08XC
chr7	73683654	EOG090B0B6P	aRhiBiv1_chr8	212707329	aRhiBiv1_EOG090B0B6P
chr7	73736559	EOG090B0B4W	aRhiBiv1_chr8	208853884	aRhiBiv1_EOG090B0B4W
chr7	74232106	EOG090B09AK	aRhiBiv1_chr8	187235173	aRhiBiv1_EOG090B09AK
chr7	74774032	EOG090B09QF	aRhiBiv1_chr8	187948788	aRhiBiv1_EOG090B09QF
chr7	75996468	EOG090B0AGT	aRhiBiv1_chr8	205130895	aRhiBiv1_EOG090B0AGT
chr7	84999440	EOG090B021E	aRhiBiv1_chr9	6686473	aRhiBiv1_EOG090B021E
chr7	87164942	EOG090B0406	aRhiBiv1_chr9	8398097	aRhiBiv1_EOG090B0406
chr7	87196118	EOG090B0K9T	aRhiBiv1_chr9	8498188	aRhiBiv1_EOG090B0K9T
chr7	90412677	EOG090B0AOV	aRhiBiv1_chr2	158048546	aRhiBiv1_EOG090B0AOV
chr7	92113665	EOG090B04Z8	aRhiBiv1_chr2	168621148	aRhiBiv1_EOG090B04Z8
chr7	92200736	EOG090B02GK	aRhiBiv1_chr2	168876654	aRhiBiv1_EOG090B02GK
