link_ID	color
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	9
33	9
34	9
35	9
36	9
37	9
38	9
39	9
40	9
41	9
42	9
43	9
44	9
45	9
46	9
47	9
48	9
49	9
50	9
51	9
52	9
53	9
54	9
55	9
56	9
57	9
58	9
59	9
60	9
61	9
62	9
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	2
85	2
86	2
87	2
88	2
89	2
90	2
91	2
92	2
93	2
94	10
95	10
96	10
97	10
98	10
99	10
100	10
101	10
102	10
103	10
104	10
105	10
106	10
107	10
108	10
109	10
110	10
111	10
112	10
113	10
114	10
115	10
116	10
117	10
118	10
119	10
120	10
121	10
122	10
123	10
124	10
125	3
126	3
127	3
128	3
129	3
130	3
131	3
132	3
133	3
134	3
135	3
136	3
137	3
138	3
139	3
140	3
141	3
142	3
143	3
144	3
145	3
146	3
147	3
148	3
149	3
150	3
151	3
152	3
153	3
154	3
155	3
156	11
157	11
158	11
159	11
160	11
161	11
162	11
163	11
164	11
165	11
166	11
167	11
168	11
169	11
170	11
171	11
172	11
173	11
174	11
175	11
176	11
177	11
178	11
179	11
180	11
181	11
182	11
183	11
184	11
185	11
186	11
187	4
188	4
189	4
190	4
191	4
192	4
193	4
194	4
195	4
196	4
197	4
198	4
199	4
200	4
201	4
202	4
203	4
204	4
205	4
206	4
207	4
208	4
209	4
210	4
211	4
212	4
213	4
214	4
215	4
216	4
217	4
218	12
219	12
220	12
221	12
222	12
223	12
224	12
225	12
226	12
227	12
228	12
229	12
230	12
231	12
232	12
233	12
234	12
235	12
236	12
237	12
238	12
239	12
240	12
241	12
242	12
243	12
244	12
245	12
246	12
247	12
248	12
249	5
250	5
251	5
252	5
253	5
254	5
255	5
256	5
257	5
258	5
259	5
260	5
261	5
262	5
263	5
264	5
265	5
266	5
267	5
268	5
269	5
270	5
271	5
272	5
273	5
274	5
275	5
276	5
277	5
278	5
279	5
280	13
281	13
282	13
283	13
284	13
285	13
286	13
287	13
288	13
289	13
290	13
291	13
292	13
293	13
294	13
295	13
296	13
297	13
298	13
299	13
300	13
301	13
302	13
303	13
304	13
305	13
306	13
307	13
308	13
309	13
310	13
311	6
312	6
313	6
314	6
315	6
316	6
317	6
318	6
319	6
320	6
321	6
322	6
323	6
324	6
325	6
326	6
327	6
328	6
329	6
330	6
331	6
332	6
333	6
334	6
335	6
336	6
337	6
338	6
339	6
340	6
341	6
342	14
343	14
344	14
345	14
346	14
347	14
348	14
349	14
350	14
351	14
352	14
353	14
354	14
355	14
356	14
357	14
358	14
359	14
360	14
361	14
362	14
363	14
364	14
365	14
366	14
367	14
368	14
369	14
370	14
371	14
372	14
373	7
374	7
375	7
376	7
377	7
378	7
379	7
380	7
381	7
382	7
383	7
384	7
385	7
386	7
387	7
388	7
389	7
390	7
391	7
392	7
393	7
394	7
395	7
396	7
397	7
398	7
399	7
400	7
401	7
402	7
403	7
404	15
405	15
406	15
407	15
408	15
409	15
410	15
411	15
412	15
413	15
414	15
415	15
416	15
417	15
418	15
419	15
420	15
421	15
422	15
423	15
424	15
425	15
426	15
427	15
428	15
429	15
430	15
431	15
432	15
433	15
434	15
435	8
436	8
437	8
438	8
439	8
440	8
441	8
442	8
443	8
444	8
445	8
446	8
447	8
448	8
449	8
450	8
451	8
452	8
453	8
454	8
455	8
456	8
457	8
458	8
459	8
460	8
461	8
462	8
463	8
464	8
465	8
466	16
467	16
468	16
469	16
470	16
471	16
472	16
473	16
474	16
475	16
476	16
477	16
478	16
479	16
480	16
481	16
482	16
483	16
484	16
485	16
486	16
487	16
488	16
489	16
490	16
491	16
492	16
493	16
494	16
495	16
496	16
