chrom	chromStart	chromEnd	name	gieStain
chr20	1	64444167	hg38	hg38
aRhiBiv1_chr1	1	839681426	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr3	1	595904407	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr5	1	387033265	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr6	1	371528181	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr8	1	277530821	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr10	1	128291458	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr11	1	103407986	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr13	1	83996221	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr15	1	80992113	aRhiBiv1	aRhiBiv1
bCalAnn1_chr3	1	114810999	bCalAnn1	bCalAnn1
bCalAnn1_chr8	1	31090148	bCalAnn1	bCalAnn1
bCalAnn1_chr10	1	22664390	bCalAnn1	bCalAnn1
bCalAnn1_chr15	1	13887164	bCalAnn1	bCalAnn1
bCalAnn1_chr20	1	15116875	bCalAnn1	bCalAnn1
bCalAnn1_chr21	1	7710055	bCalAnn1	bCalAnn1
bCalAnn1_chr4B	1	23291945	bCalAnn1	bCalAnn1
bStrHab1_chr6	1	76431904	bStrHab1	bStrHab1
bStrHab1_chr7	1	70131234	bStrHab1	bStrHab1
bStrHab1_chr8	1	63488934	bStrHab1	bStrHab1
bStrHab1_chr9	1	44431488	bStrHab1	bStrHab1
bStrHab1_chr10	1	43764472	bStrHab1	bStrHab1
bStrHab1_chr11	1	39187110	bStrHab1	bStrHab1
bStrHab1_chr12	1	27433492	bStrHab1	bStrHab1
bStrHab1_chr13	1	16476160	bStrHab1	bStrHab1
bStrHab1_chr16	1	8419051	bStrHab1	bStrHab1
bTaeGut1_chr3	1	113228359	bTaeGut1	bTaeGut1
bTaeGut1_chr4	1	71552918	bTaeGut1	bTaeGut1
bTaeGut1_chr8	1	32610028	bTaeGut1	bTaeGut1
bTaeGut1_chr10	1	22017011	bTaeGut1	bTaeGut1
bTaeGut1_chr15	1	14326562	bTaeGut1	bTaeGut1
bTaeGut1_chr20	1	15678767	bTaeGut1	bTaeGut1
bTaeGut1_chr21	1	8891563	bTaeGut1	bTaeGut1
fAnaTes1_chr1	1	27357120	fAnaTes1	fAnaTes1
fAnaTes1_chr2	1	34285027	fAnaTes1	fAnaTes1
fAnaTes1_chr3	1	27937778	fAnaTes1	fAnaTes1
fAnaTes1_chr4	1	26090302	fAnaTes1	fAnaTes1
fAnaTes1_chr5	1	26719370	fAnaTes1	fAnaTes1
fAnaTes1_chr7	1	25106443	fAnaTes1	fAnaTes1
fAnaTes1_chr8	1	21832553	fAnaTes1	fAnaTes1
fAnaTes1_chr9	1	28519589	fAnaTes1	fAnaTes1
fAnaTes1_chr12	1	19394341	fAnaTes1	fAnaTes1
fAnaTes1_chr15	1	21921250	fAnaTes1	fAnaTes1
fAnaTes1_chr22	1	20982477	fAnaTes1	fAnaTes1
fAnaTes1_chr24	1	19933469	fAnaTes1	fAnaTes1
fArcCen1_chr1	1	40720952	fArcCen1	fArcCen1
fArcCen1_chr2	1	31460851	fArcCen1	fArcCen1
fArcCen1_chr3	1	36298665	fArcCen1	fArcCen1
fArcCen1_chr4	1	38523138	fArcCen1	fArcCen1
fArcCen1_chr5	1	36312066	fArcCen1	fArcCen1
fArcCen1_chr7	1	37817259	fArcCen1	fArcCen1
fArcCen1_chr9	1	28334081	fArcCen1	fArcCen1
fArcCen1_chr12	1	26466047	fArcCen1	fArcCen1
fArcCen1_chr15	1	30423438	fArcCen1	fArcCen1
fArcCen1_chr22	1	29294280	fArcCen1	fArcCen1
fArcCen1_chr24	1	35997201	fArcCen1	fArcCen1
fArcCen1_scaffold_29_ctg1	1	4482480	fArcCen1	fArcCen1
fArcCen1_scaffold_58_ctg1	1	1421100	fArcCen1	fArcCen1
fArcCen1_scaffold_76_ctg1	1	687226	fArcCen1	fArcCen1
fAstCal1_chr1	1	41162407	fAstCal1	fAstCal1
fAstCal1_chr5	1	38678279	fAstCal1	fAstCal1
fAstCal1_chr6	1	41428020	fAstCal1	fAstCal1
fAstCal1_chr7	1	68397778	fAstCal1	fAstCal1
fAstCal1_chr12	1	38669361	fAstCal1	fAstCal1
fAstCal1_chr13	1	33145951	fAstCal1	fAstCal1
fAstCal1_chr15	1	40222765	fAstCal1	fAstCal1
fAstCal1_chr19	1	30863130	fAstCal1	fAstCal1
fAstCal1_chr20	1	31467755	fAstCal1	fAstCal1
fAstCal1_chr23	1	43921804	fAstCal1	fAstCal1
fCotGob3_chr1	1	27055867	fCotGob3	fCotGob3
fCotGob3_chr2	1	12923129	fCotGob3	fCotGob3
fCotGob3_chr3	1	30028995	fCotGob3	fCotGob3
fCotGob3_chr4	1	28949045	fCotGob3	fCotGob3
fCotGob3_chr5	1	30479438	fCotGob3	fCotGob3
fCotGob3_chr7	1	23069680	fCotGob3	fCotGob3
fCotGob3_chr8	1	23432536	fCotGob3	fCotGob3
fCotGob3_chr9	1	30072547	fCotGob3	fCotGob3
fCotGob3_chr12	1	22902521	fCotGob3	fCotGob3
fCotGob3_chr15	1	24963210	fCotGob3	fCotGob3
fCotGob3_chr22	1	22609112	fCotGob3	fCotGob3
fCotGob3_chr24	1	22441820	fCotGob3	fCotGob3
fCotGob3_fCotGob3_300arrow_ctg1	1	105741	fCotGob3	fCotGob3
fCotGob3_fCotGob3_332arrow_ctg1	1	546009	fCotGob3	fCotGob3
fCotGob3_fCotGob3_379arrow_ctg1	1	74264	fCotGob3	fCotGob3
fCotGob3_fCotGob3_417arrow_ctg1	1	69926	fCotGob3	fCotGob3
fCotGob3_fCotGob3_64arrow_ctg1	1	806285	fCotGob3	fCotGob3
fCotGob3_fCotGob3_92arrow_ctg1	1	100098	fCotGob3	fCotGob3
fGouWil2_chr1	1	45933286	fGouWil2	fGouWil2
fGouWil2_chr2	1	13848833	fGouWil2	fGouWil2
fGouWil2_chr3	1	46057556	fGouWil2	fGouWil2
fGouWil2_chr4	1	43801156	fGouWil2	fGouWil2
fGouWil2_chr5	1	42802790	fGouWil2	fGouWil2
fGouWil2_chr7	1	40544756	fGouWil2	fGouWil2
fGouWil2_chr8	1	34658348	fGouWil2	fGouWil2
fGouWil2_chr9	1	43149712	fGouWil2	fGouWil2
fGouWil2_chr10	1	42970088	fGouWil2	fGouWil2
fGouWil2_chr12	1	33478699	fGouWil2	fGouWil2
fGouWil2_chr15	1	37027010	fGouWil2	fGouWil2
