chr1	po1	gene1	chr2	po2	gene2
chr21	17793415	EOG090B0A9U	aRhiBiv1_chr15	24522831	aRhiBiv1_EOG090B0A9U
chr21	25734950	EOG090B05S8	aRhiBiv1_chr15	5218021	aRhiBiv1_EOG090B05S8
chr21	28876385	EOG090B0DQP	aRhiBiv1_chr9	128494197	aRhiBiv1_EOG090B0DQP
chr21	31452466	EOG090B0F7L	aRhiBiv1_chr3	328165278	aRhiBiv1_EOG090B0F7L
chr21	32583616	EOG090B0AO9	aRhiBiv1_chr5	240932691	aRhiBiv1_EOG090B0AO9
chr21	33488227	EOG090B073K	aRhiBiv1_chr5	239275354	aRhiBiv1_EOG090B073K
chr21	34370479	EOG090B0HN4	aRhiBiv1_chr5	237601318	aRhiBiv1_EOG090B0HN4
chr21	37225544	EOG090B0AFJ	aRhiBiv1_chr5	233710510	aRhiBiv1_EOG090B0AFJ
chr21	39175590	EOG090B0HXK	aRhiBiv1_chr15	33843189	aRhiBiv1_EOG090B0HXK
chr21	39380385	EOG090B0FH5	aRhiBiv1_chr15	33452411	aRhiBiv1_EOG090B0FH5
chr21	41217807	EOG090B05BH	aRhiBiv1_chr15	31438781	aRhiBiv1_EOG090B05BH
chr21	42850049	EOG090B08D6	aRhiBiv1_chr15	26330507	aRhiBiv1_EOG090B08D6
chr21	44012494	EOG090B00QP	aRhiBiv1_chr15	27028069	aRhiBiv1_EOG090B00QP
chr21	17793415	EOG090B0A9U	bCalAnn1_chr1	100805094	bCalAnn1_EOG090B0A9U
chr21	25734950	EOG090B05S8	bCalAnn1_chr1	103481809	bCalAnn1_EOG090B05S8
chr21	28876385	EOG090B0DQP	bCalAnn1_chr1	104876474	bCalAnn1_EOG090B0DQP
chr21	31452466	EOG090B0F7L	bCalAnn1_chr3	71434733	bCalAnn1_EOG090B0F7L
chr21	32583616	EOG090B0AO9	bCalAnn1_chr1	105991997	bCalAnn1_EOG090B0AO9
chr21	33488227	EOG090B073K	bCalAnn1_chr1	106420881	bCalAnn1_EOG090B073K
chr21	34370479	EOG090B0HN4	bCalAnn1_chr1	106977737	bCalAnn1_EOG090B0HN4
chr21	37225544	EOG090B0AFJ	bCalAnn1_chr1	108260423	bCalAnn1_EOG090B0AFJ
chr21	39175590	EOG090B0HXK	bCalAnn1_chr1	109158314	bCalAnn1_EOG090B0HXK
chr21	39380385	EOG090B0FH5	bCalAnn1_chr1	109228890	bCalAnn1_EOG090B0FH5
chr21	41217807	EOG090B05BH	bCalAnn1_chr1	110105416	bCalAnn1_EOG090B05BH
chr21	42850049	EOG090B08D6	bCalAnn1_chr1	110858737	bCalAnn1_EOG090B08D6
chr21	44012494	EOG090B00QP	bCalAnn1_chr1	111630144	bCalAnn1_EOG090B00QP
chr21	17793415	EOG090B0A9U	bStrHab1_chr2	22950241	bStrHab1_EOG090B0A9U
chr21	25734950	EOG090B05S8	bStrHab1_chr2	25890766	bStrHab1_EOG090B05S8
chr21	28876385	EOG090B0DQP	bStrHab1_chr2	27318720	bStrHab1_EOG090B0DQP
chr21	31452466	EOG090B0F7L	bStrHab1_chr6	16341669	bStrHab1_EOG090B0F7L
chr21	32583616	EOG090B0AO9	bStrHab1_chr2	28425641	bStrHab1_EOG090B0AO9
chr21	33488227	EOG090B073K	bStrHab1_chr2	28844522	bStrHab1_EOG090B073K
chr21	34370479	EOG090B0HN4	bStrHab1_chr2	29408214	bStrHab1_EOG090B0HN4
chr21	37225544	EOG090B0AFJ	bStrHab1_chr2	30693340	bStrHab1_EOG090B0AFJ
chr21	39175590	EOG090B0HXK	bStrHab1_chr2	31578624	bStrHab1_EOG090B0HXK
chr21	39380385	EOG090B0FH5	bStrHab1_chr2	31656215	bStrHab1_EOG090B0FH5
chr21	41217807	EOG090B05BH	bStrHab1_chr2	32548826	bStrHab1_EOG090B05BH
chr21	42850049	EOG090B08D6	bStrHab1_chr2	33280216	bStrHab1_EOG090B08D6
chr21	44012494	EOG090B00QP	bStrHab1_chr2	34075184	bStrHab1_EOG090B00QP
chr21	17793415	EOG090B0A9U	bTaeGut1_chr1	7461802	bTaeGut1_EOG090B0A9U
chr21	25734950	EOG090B05S8	bTaeGut1_chr1	5103951	bTaeGut1_EOG090B05S8
chr21	28876385	EOG090B0DQP	bTaeGut1_chr1	17119105	bTaeGut1_EOG090B0DQP
chr21	31452466	EOG090B0F7L	bTaeGut1_chr3	44305945	bTaeGut1_EOG090B0F7L
chr21	32583616	EOG090B0AO9	bTaeGut1_chr1	19343903	bTaeGut1_EOG090B0AO9
chr21	33488227	EOG090B073K	bTaeGut1_chr1	113351678	bTaeGut1_EOG090B073K
chr21	34370479	EOG090B0HN4	bTaeGut1_chr1	112824851	bTaeGut1_EOG090B0HN4
chr21	37225544	EOG090B0AFJ	bTaeGut1_chr1	111591274	bTaeGut1_EOG090B0AFJ
chr21	39175590	EOG090B0HXK	bTaeGut1_chr1	110708677	bTaeGut1_EOG090B0HXK
chr21	39380385	EOG090B0FH5	bTaeGut1_chr1	110645969	bTaeGut1_EOG090B0FH5
chr21	41217807	EOG090B05BH	bTaeGut1_chr1	109692295	bTaeGut1_EOG090B05BH
chr21	42850049	EOG090B08D6	bTaeGut1_chr1	108968098	bTaeGut1_EOG090B08D6
chr21	44012494	EOG090B00QP	bTaeGut1_chr1	108234624	bTaeGut1_EOG090B00QP
chr21	17793415	EOG090B0A9U	fAnaTes1_chr14	3442757	fAnaTes1_EOG090B0A9U
chr21	25734950	EOG090B05S8	fAnaTes1_chr21	9990245	fAnaTes1_EOG090B05S8
chr21	28876385	EOG090B0DQP	fAnaTes1_chr2	6068284	fAnaTes1_EOG090B0DQP
chr21	31452466	EOG090B0F7L	fAnaTes1_chr12	15224232	fAnaTes1_EOG090B0F7L
chr21	32583616	EOG090B0AO9	fAnaTes1_chr14	13427623	fAnaTes1_EOG090B0AO9
chr21	33488227	EOG090B073K	fAnaTes1_chr16	5688721	fAnaTes1_EOG090B073K
chr21	34370479	EOG090B0HN4	fAnaTes1_chr21	10910402	fAnaTes1_EOG090B0HN4
chr21	37225544	EOG090B0AFJ	fAnaTes1_chr14	10660460	fAnaTes1_EOG090B0AFJ
chr21	39175590	EOG090B0HXK	fAnaTes1_chr14	10553023	fAnaTes1_EOG090B0HXK
chr21	39380385	EOG090B0FH5	fAnaTes1_chr13	12265965	fAnaTes1_EOG090B0FH5
chr21	41217807	EOG090B05BH	fAnaTes1_chr13	12459367	fAnaTes1_EOG090B05BH
chr21	42850049	EOG090B08D6	fAnaTes1_chr21	19000324	fAnaTes1_EOG090B08D6
chr21	44012494	EOG090B00QP	fAnaTes1_chr21	7058920	fAnaTes1_EOG090B00QP
chr21	17793415	EOG090B0A9U	fArcCen1_chr14	32728746	fArcCen1_EOG090B0A9U
chr21	25734950	EOG090B05S8	fArcCen1_chr21	22224043	fArcCen1_EOG090B05S8
chr21	28876385	EOG090B0DQP	fArcCen1_chr2	17973033	fArcCen1_EOG090B0DQP
chr21	31452466	EOG090B0F7L	fArcCen1_chr22	24723116	fArcCen1_EOG090B0F7L
chr21	32583616	EOG090B0AO9	fArcCen1_chr14	24279912	fArcCen1_EOG090B0AO9
chr21	33488227	EOG090B073K	fArcCen1_chr16	32568645	fArcCen1_EOG090B073K
chr21	34370479	EOG090B0HN4	fArcCen1_chr21	20403765	fArcCen1_EOG090B0HN4
chr21	37225544	EOG090B0AFJ	fArcCen1_chr14	4486308	fArcCen1_EOG090B0AFJ
chr21	39175590	EOG090B0HXK	fArcCen1_chr14	4285477	fArcCen1_EOG090B0HXK
chr21	39380385	EOG090B0FH5	fArcCen1_chr13	34342724	fArcCen1_EOG090B0FH5
chr21	41217807	EOG090B05BH	fArcCen1_chr13	34036278	fArcCen1_EOG090B05BH
chr21	42850049	EOG090B08D6	fArcCen1_scaffold_36_ctg1	2817644	fArcCen1_EOG090B08D6
chr21	44012494	EOG090B00QP	fArcCen1_chr21	26764208	fArcCen1_EOG090B00QP
chr21	17793415	EOG090B0A9U	fAstCal1_chr10	2202598	fAstCal1_EOG090B0A9U
chr21	25734950	EOG090B05S8	fAstCal1_chr16	15401101	fAstCal1_EOG090B05S8
chr21	28876385	EOG090B0DQP	fAstCal1_chr23	29337969	fAstCal1_EOG090B0DQP
chr21	31452466	EOG090B0F7L	fAstCal1_chr19	11985243	fAstCal1_EOG090B0F7L
