chrom	chromStart	chromEnd	name	gieStain
chr1	1	248956422	hg38	hg38
aRhiBiv1_chr2	1	825560060	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr3	1	595904407	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr4	1	486875112	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr5	1	387033265	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr6	1	371528181	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr7	1	313513962	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr8	1	277530821	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr9	1	268302114	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr10	1	128291458	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr11	1	103407986	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr12	1	87785054	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr15	1	80992113	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr16	1	74781573	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr19	1	45435331	aRhiBiv1	aRhiBiv1
aRhiBiv1_scaffold_1209_arrow_ctg1	1	28647	aRhiBiv1	aRhiBiv1
aRhiBiv1_scaffold_122_arrow_ctg1	1	604034	aRhiBiv1	aRhiBiv1
bCalAnn1_chr1	1	197551010	bCalAnn1	bCalAnn1
bCalAnn1_chr2	1	151342139	bCalAnn1	bCalAnn1
bCalAnn1_chr3	1	114810999	bCalAnn1	bCalAnn1
bCalAnn1_chr6	1	35401958	bCalAnn1	bCalAnn1
bCalAnn1_chr7	1	39139214	bCalAnn1	bCalAnn1
bCalAnn1_chr8	1	31090148	bCalAnn1	bCalAnn1
bCalAnn1_chr18	1	11617720	bCalAnn1	bCalAnn1
bCalAnn1_chr19	1	11166003	bCalAnn1	bCalAnn1
bCalAnn1_chr21	1	7710055	bCalAnn1	bCalAnn1
bCalAnn1_chr23	1	6423903	bCalAnn1	bCalAnn1
bCalAnn1_chr25	1	2161911	bCalAnn1	bCalAnn1
bCalAnn1_chr26	1	6306732	bCalAnn1	bCalAnn1
bCalAnn1_chrZ	1	74081004	bCalAnn1	bCalAnn1
bCalAnn1_scaffold_101_arrow_ctg1	1	27420	bCalAnn1	bCalAnn1
bCalAnn1_scaffold_108_arrow_ctg1	1	92013	bCalAnn1	bCalAnn1
bCalAnn1_scaffold_163_arrow_ctg1	1	28592	bCalAnn1	bCalAnn1
bStrHab1_chr1	1	155644563	bStrHab1	bStrHab1
bStrHab1_chr2	1	123023803	bStrHab1	bStrHab1
bStrHab1_chr3	1	89082643	bStrHab1	bStrHab1
bStrHab1_chr5	1	83240647	bStrHab1	bStrHab1
bStrHab1_chr8	1	63488934	bStrHab1	bStrHab1
bStrHab1_chr10	1	43764472	bStrHab1	bStrHab1
bStrHab1_chr12	1	27433492	bStrHab1	bStrHab1
bStrHab1_chr16	1	8419051	bStrHab1	bStrHab1
