chr1	po1	gene1	chr2	po2	gene2
chr22	19038865	EOG090B04TV	aRhiBiv1_chr11	50302637	aRhiBiv1_EOG090B04TV
chr22	19432555	EOG090B0GW2	aRhiBiv1_chr11	48663198	aRhiBiv1_EOG090B0GW2
chr22	19450670	EOG090B09EE	aRhiBiv1_chr11	48601613	aRhiBiv1_EOG090B09EE
chr22	19479969	EOG090B04EG	aRhiBiv1_chr11	48499784	aRhiBiv1_EOG090B04EG
chr22	20859111	EOG090B0BEY	aRhiBiv1_chr11	49922353	aRhiBiv1_EOG090B0BEY
chr22	26483891	EOG090B0I68	aRhiBiv1_chr11	16243846	aRhiBiv1_EOG090B0I68
chr22	36467804	EOG090B0FRD	aRhiBiv1_chr2	456997177	aRhiBiv1_EOG090B0FRD
chr22	36490008	EOG090B032J	aRhiBiv1_chr2	457049384	aRhiBiv1_EOG090B032J
chr22	37944175	EOG090B0FDG	aRhiBiv1_chr2	413752018	aRhiBiv1_EOG090B0FDG
chr22	37953788	EOG090B0JQD	aRhiBiv1_chr2	413807171	aRhiBiv1_EOG090B0JQD
chr22	38779449	EOG090B0J1Y	aRhiBiv1_chr2	420532138	aRhiBiv1_EOG090B0J1Y
chr22	39511295	EOG090B06QA	aRhiBiv1_chr2	418364830	aRhiBiv1_EOG090B06QA
chr22	40400807	EOG090B02D0	aRhiBiv1_chr2	423919959	aRhiBiv1_EOG090B02D0
chr22	41795414	EOG090B0E5I	aRhiBiv1_chr2	427099776	aRhiBiv1_EOG090B0E5I
chr22	42512910	EOG090B0B4V	aRhiBiv1_chr2	452905959	aRhiBiv1_EOG090B0B4V
chr22	43133043	EOG090B091J	aRhiBiv1_chr4	262586426	aRhiBiv1_EOG090B091J
chr22	43826001	EOG090B0B25	aRhiBiv1_chr4	273155111	aRhiBiv1_EOG090B0B25
chr22	44183330	EOG090B095C	aRhiBiv1_chr4	272004345	aRhiBiv1_EOG090B095C
chr22	46335765	EOG090B06LD	aRhiBiv1_chr9	62846847	aRhiBiv1_EOG090B06LD
chr22	50193061	EOG090B08P9	aRhiBiv1_chr9	80337036	aRhiBiv1_EOG090B08P9
chr22	19038865	EOG090B04TV	bCalAnn1_chr15	4953058	bCalAnn1_EOG090B04TV
chr22	19432555	EOG090B0GW2	bCalAnn1_chr15	5755953	bCalAnn1_EOG090B0GW2
chr22	19450670	EOG090B09EE	bCalAnn1_chr15	5761059	bCalAnn1_EOG090B09EE
chr22	19479969	EOG090B04EG	bCalAnn1_chr15	5769011	bCalAnn1_EOG090B04EG
chr22	20859111	EOG090B0BEY	bCalAnn1_chr15	5105486	bCalAnn1_EOG090B0BEY
chr22	26483891	EOG090B0I68	bCalAnn1_chr15	726554	bCalAnn1_EOG090B0I68
chr22	36467804	EOG090B0FRD	bCalAnn1_chr1	53015740	bCalAnn1_EOG090B0FRD
chr22	36490008	EOG090B032J	bCalAnn1_chr1	53003393	bCalAnn1_EOG090B032J
chr22	37944175	EOG090B0FDG	bCalAnn1_chr1	52267888	bCalAnn1_EOG090B0FDG
chr22	37953788	EOG090B0JQD	bCalAnn1_chr1	52263595	bCalAnn1_EOG090B0JQD
chr22	38779449	EOG090B0J1Y	bCalAnn1_chr1	51937580	bCalAnn1_EOG090B0J1Y
chr22	39511295	EOG090B06QA	bCalAnn1_chr1	51684756	bCalAnn1_EOG090B06QA
chr22	40400807	EOG090B02D0	bCalAnn1_chr1	51085454	bCalAnn1_EOG090B02D0
chr22	41795414	EOG090B0E5I	bCalAnn1_chr1	50422844	bCalAnn1_EOG090B0E5I
chr22	42512910	EOG090B0B4V	bCalAnn1_chr1	50035847	bCalAnn1_EOG090B0B4V
chr22	43133043	EOG090B091J	bCalAnn1_chr1	41457134	bCalAnn1_EOG090B091J
chr22	43826001	EOG090B0B25	bCalAnn1_chr1	40937624	bCalAnn1_EOG090B0B25
chr22	44183330	EOG090B095C	bCalAnn1_chr1	40776309	bCalAnn1_EOG090B095C
chr22	46335765	EOG090B06LD	bCalAnn1_chr1	15444269	bCalAnn1_EOG090B06LD
chr22	50193061	EOG090B08P9	bCalAnn1_chr1	19834897	bCalAnn1_EOG090B08P9
chr22	19038865	EOG090B04TV	bStrHab1_chr11	9796318	bStrHab1_EOG090B04TV
chr22	19432555	EOG090B0GW2	bStrHab1_chr11	8966752	bStrHab1_EOG090B0GW2
chr22	19450670	EOG090B09EE	bStrHab1_chr11	8956932	bStrHab1_EOG090B09EE
chr22	19479969	EOG090B04EG	bStrHab1_chr11	8944393	bStrHab1_EOG090B04EG
chr22	20859111	EOG090B0BEY	bStrHab1_chr11	9655958	bStrHab1_EOG090B0BEY
chr22	26483891	EOG090B0I68	bStrHab1_chr11	888547	bStrHab1_EOG090B0I68
chr22	36467804	EOG090B0FRD	bStrHab1_chr3	75205550	bStrHab1_EOG090B0FRD
chr22	36490008	EOG090B032J	bStrHab1_chr3	75215926	bStrHab1_EOG090B032J
chr22	37944175	EOG090B0FDG	bStrHab1_chr3	75924550	bStrHab1_EOG090B0FDG
chr22	37953788	EOG090B0JQD	bStrHab1_chr3	75928184	bStrHab1_EOG090B0JQD
chr22	38779449	EOG090B0J1Y	bStrHab1_chr3	76250339	bStrHab1_EOG090B0J1Y
chr22	39511295	EOG090B06QA	bStrHab1_chr3	76491940	bStrHab1_EOG090B06QA
chr22	40400807	EOG090B02D0	bStrHab1_chr3	77074634	bStrHab1_EOG090B02D0
chr22	41795414	EOG090B0E5I	bStrHab1_chr3	77736524	bStrHab1_EOG090B0E5I
chr22	42512910	EOG090B0B4V	bStrHab1_chr3	78124382	bStrHab1_EOG090B0B4V
chr22	43133043	EOG090B091J	bStrHab1_chr3	57824689	bStrHab1_EOG090B091J
chr22	43826001	EOG090B0B25	bStrHab1_chr3	57231851	bStrHab1_EOG090B0B25
chr22	44183330	EOG090B095C	bStrHab1_chr3	57066893	bStrHab1_EOG090B095C
chr22	46335765	EOG090B06LD	bStrHab1_chr3	16227458	bStrHab1_EOG090B06LD
chr22	50193061	EOG090B08P9	bStrHab1_chr3	21131585	bStrHab1_EOG090B08P9
chr22	19038865	EOG090B04TV	bTaeGut1_chr15	5695484	bTaeGut1_EOG090B04TV
chr22	19432555	EOG090B0GW2	bTaeGut1_chr15	6474515	bTaeGut1_EOG090B0GW2
chr22	19450670	EOG090B09EE	bTaeGut1_chr15	6479672	bTaeGut1_EOG090B09EE
chr22	19479969	EOG090B04EG	bTaeGut1_chr15	6485563	bTaeGut1_EOG090B04EG
chr22	20859111	EOG090B0BEY	bTaeGut1_chr15	5839229	bTaeGut1_EOG090B0BEY
chr22	26483891	EOG090B0I68	bTaeGut1_chr15	9549325	bTaeGut1_EOG090B0I68
chr22	36467804	EOG090B0FRD	bTaeGut1_chr1A	49214070	bTaeGut1_EOG090B0FRD
chr22	36490008	EOG090B032J	bTaeGut1_chr1A	49204440	bTaeGut1_EOG090B032J
chr22	37944175	EOG090B0FDG	bTaeGut1_chr1A	48518437	bTaeGut1_EOG090B0FDG
chr22	37953788	EOG090B0JQD	bTaeGut1_chr1A	48514597	bTaeGut1_EOG090B0JQD
chr22	38779449	EOG090B0J1Y	bTaeGut1_chr1A	48206828	bTaeGut1_EOG090B0J1Y
chr22	39511295	EOG090B06QA	bTaeGut1_chr1A	47974444	bTaeGut1_EOG090B06QA
chr22	40400807	EOG090B02D0	bTaeGut1_chr1A	47414129	bTaeGut1_EOG090B02D0
chr22	41795414	EOG090B0E5I	bTaeGut1_chr1A	46757096	bTaeGut1_EOG090B0E5I
chr22	42512910	EOG090B0B4V	bTaeGut1_chr1A	46379713	bTaeGut1_EOG090B0B4V
chr22	43133043	EOG090B091J	bTaeGut1_chr1A	61749080	bTaeGut1_EOG090B091J
chr22	43826001	EOG090B0B25	bTaeGut1_chr1A	61261699	bTaeGut1_EOG090B0B25
