chrom	chromStart	chromEnd	name	gieStain
chr19	1	58617616	hg38	hg38
aRhiBiv1_chr8	1	277530821	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr15	1	80992113	aRhiBiv1	aRhiBiv1
bCalAnn1_chr11	1	20302349	bCalAnn1	bCalAnn1
bCalAnn1_chr28	1	5713987	bCalAnn1	bCalAnn1
bStrHab1_chr20	1	5645757	bStrHab1	bStrHab1
bStrHab1_chrZ	1	101869369	bStrHab1	bStrHab1
bTaeGut1_chr11	1	21012354	bTaeGut1	bTaeGut1
bTaeGut1_chr28	1	6094608	bTaeGut1	bTaeGut1
fAnaTes1_chr3	1	27937778	fAnaTes1	fAnaTes1
fAnaTes1_chr4	1	26090302	fAnaTes1	fAnaTes1
fArcCen1_chr4	1	38523138	fArcCen1	fArcCen1
fArcCen1_scaffold_32_ctg1	1	4079816	fArcCen1	fArcCen1
fAstCal1_chr1	1	41162407	fAstCal1	fAstCal1
fAstCal1_chr15	1	40222765	fAstCal1	fAstCal1
fAstCal1_chr23	1	43921804	fAstCal1	fAstCal1
fCotGob3_chr3	1	30028995	fCotGob3	fCotGob3
fCotGob3_chr4	1	28949045	fCotGob3	fCotGob3
fGouWil2_chr3	1	46057556	fGouWil2	fGouWil2
fGouWil2_chr4	1	43801156	fGouWil2	fGouWil2
fMasArm1_chr3	1	28130073	fMasArm1	fMasArm1
fMasArm1_chr4	1	27812077	fMasArm1	fMasArm1
mLynCan4_chrA2	1	168988343	mLynCan4	mLynCan4
mLynCan4_chrE2	1	61563313	mLynCan4	mLynCan4
mOrnAna1_chr11	1	63506031	mOrnAna1	mOrnAna1
mOrnAna1_chrX1	1	125040914	mOrnAna1	mOrnAna1
mOrnAna1_chrX2	1	29662106	mOrnAna1	mOrnAna1
mPhyDis1_chr3	1	214898898	mPhyDis1	mPhyDis1
mPhyDis1_chr8	1	114856535	mPhyDis1	mPhyDis1
mPhyDis1_chr12	1	77959510	mPhyDis1	mPhyDis1
mRhiFer1_chr15	1	51055830	mRhiFer1	mRhiFer1
mRhiFer1_chr18	1	62623004	mRhiFer1	mRhiFer1
rGopEvg1_chr12	1	44291995	rGopEvg1	rGopEvg1
rGopEvg1_chr22	1	17272090	rGopEvg1	rGopEvg1
sAmbRad1_chr17	1	50970858	sAmbRad1	sAmbRad1
sAmbRad1_chr29	1	34661412	sAmbRad1	sAmbRad1
