sID	color
1	1
2	2
3	2
4	2
5	2
6	2
7	2
8	2
9	10
10	10
11	10
12	10
13	10
14	3
15	3
16	3
17	3
18	3
19	3
20	11
21	11
22	11
23	11
24	11
25	4
26	4
27	4
28	4
29	4
30	4
31	4
32	4
33	12
34	12
35	12
36	12
37	12
38	12
39	12
40	12
41	12
42	5
43	5
44	5
45	5
46	5
47	5
48	5
49	13
50	13
51	13
52	13
53	13
54	13
55	13
56	13
57	13
58	13
59	13
60	13
61	6
62	6
63	6
64	6
65	6
66	6
67	6
68	6
69	6
70	6
71	14
72	14
73	14
74	14
75	14
76	14
77	14
78	14
79	14
80	7
81	7
82	15
83	15
84	15
85	15
86	15
87	15
88	15
89	15
90	15
91	8
92	8
93	16
94	16
95	9
96	9
97	9
98	9
99	9
100	9
101	9
102	17
103	17
104	17
105	17
106	17
107	17
