chr1	po1	gene1	chr2	po2	gene2
chr1	944694	EOG090B05OD	aRhiBiv1_chr15	76786888	aRhiBiv1_EOG090B05OD
chr1	1082893	EOG090B0LIR	aRhiBiv1_chr15	76086930	aRhiBiv1_EOG090B0LIR
chr1	1217512	EOG090B08Y2	aRhiBiv1_chr15	75785755	aRhiBiv1_EOG090B08Y2
chr1	1255203	EOG090B0C55	aRhiBiv1_chr15	75641767	aRhiBiv1_EOG090B0C55
chr1	1308644	EOG090B0AXY	aRhiBiv1_chr15	75457826	aRhiBiv1_EOG090B0AXY
chr1	1311859	EOG090B03H1	aRhiBiv1_chr15	75424497	aRhiBiv1_EOG090B03H1
chr1	2019424	EOG090B07C7	aRhiBiv1_chr15	74051644	aRhiBiv1_EOG090B07C7
chr1	2392702	EOG090B0DFX	aRhiBiv1_chr15	73332567	aRhiBiv1_EOG090B0DFX
chr1	2405766	EOG090B0D29	aRhiBiv1_chr15	73322833	aRhiBiv1_EOG090B0D29
chr1	2508847	EOG090B028U	aRhiBiv1_chr15	72884924	aRhiBiv1_EOG090B028U
chr1	3625073	EOG090B0DVR	aRhiBiv1_chr16	1393176	aRhiBiv1_EOG090B0DVR
chr1	3630975	EOG090B05QE	aRhiBiv1_chr15	71055398	aRhiBiv1_EOG090B05QE
chr1	3781088	EOG090B060G	aRhiBiv1_chr15	70831468	aRhiBiv1_EOG090B060G
chr1	3815402	EOG090B027C	aRhiBiv1_chr15	70747836	aRhiBiv1_EOG090B027C
chr1	3857604	EOG090B099H	aRhiBiv1_chr15	70740711	aRhiBiv1_EOG090B099H
chr1	6225080	EOG090B0BYH	aRhiBiv1_chr15	68929514	aRhiBiv1_EOG090B0BYH
chr1	6525854	EOG090B066X	aRhiBiv1_chr15	68110902	aRhiBiv1_EOG090B066X
chr1	7962786	EOG090B0EDI	aRhiBiv1_chr15	66026245	aRhiBiv1_EOG090B0EDI
chr1	8324330	EOG090B03E1	aRhiBiv1_chr15	65652894	aRhiBiv1_EOG090B03E1
chr1	9588931	EOG090B06F2	aRhiBiv1_chr15	77503789	aRhiBiv1_EOG090B06F2
chr1	9730508	EOG090B01F0	aRhiBiv1_chr15	77630375	aRhiBiv1_EOG090B01F0
chr1	9930399	EOG090B0ILM	aRhiBiv1_chr15	77751628	aRhiBiv1_EOG090B0ILM
chr1	10083473	EOG090B00ZI	aRhiBiv1_chr15	77788073	aRhiBiv1_EOG090B00ZI
chr1	10399118	EOG090B05GI	aRhiBiv1_chr15	78125857	aRhiBiv1_EOG090B05GI
chr1	10461490	EOG090B098N	aRhiBiv1_chr15	78148724	aRhiBiv1_EOG090B098N
chr1	10598340	EOG090B0B8F	aRhiBiv1_chr15	78341955	aRhiBiv1_EOG090B0B8F
chr1	11066718	EOG090B01UK	aRhiBiv1_chr15	79759144	aRhiBiv1_EOG090B01UK
chr1	11273532	EOG090B09M4	aRhiBiv1_chr15	80202715	aRhiBiv1_EOG090B09M4
chr1	11674775	EOG090B0DNB	aRhiBiv1_chr15	80256252	aRhiBiv1_EOG090B0DNB
chr1	11790680	EOG090B031B	aRhiBiv1_chr15	80369613	aRhiBiv1_EOG090B031B
chr1	11804633	EOG090B01SI	aRhiBiv1_chr15	80432477	aRhiBiv1_EOG090B01SI
chr1	11906303	EOG090B053B	aRhiBiv1_chr15	80717020	aRhiBiv1_EOG090B053B
chr1	12021727	EOG090B0932	aRhiBiv1_chr11	55769881	aRhiBiv1_EOG090B0932
chr1	12234267	EOG090B0FLR	aRhiBiv1_chr15	65286424	aRhiBiv1_EOG090B0FLR
chr1	15492943	EOG090B095T	aRhiBiv1_chr15	63739462	aRhiBiv1_EOG090B095T
chr1	15701941	EOG090B01DA	aRhiBiv1_chr15	57896712	aRhiBiv1_EOG090B01DA
chr1	19219303	EOG090B01EP	aRhiBiv1_chr15	62710705	aRhiBiv1_EOG090B01EP
chr1	19251836	EOG090B0D5M	aRhiBiv1_chr15	62739667	aRhiBiv1_EOG090B0D5M
chr1	19339530	EOG090B08IR	aRhiBiv1_chr15	62789086	aRhiBiv1_EOG090B08IR
chr1	19683040	EOG090B04MJ	aRhiBiv1_chr15	63021159	aRhiBiv1_EOG090B04MJ
chr1	19882514	EOG090B09XF	aRhiBiv1_chr15	63111701	aRhiBiv1_EOG090B09XF
chr1	20500690	EOG090B082J	aRhiBiv1_chr15	63566798	aRhiBiv1_EOG090B082J
chr1	20652379	EOG090B0651	aRhiBiv1_chr15	58036294	aRhiBiv1_EOG090B0651
chr1	20744797	EOG090B076T	aRhiBiv1_chr15	58169226	aRhiBiv1_EOG090B076T
chr1	21679417	EOG090B014N	aRhiBiv1_chr15	59563202	aRhiBiv1_EOG090B014N
