link_ID	color
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	9
64	9
65	9
66	9
67	9
68	9
69	9
70	9
71	9
72	9
73	9
74	9
75	9
76	9
77	9
78	9
79	9
80	9
81	9
82	9
83	9
84	9
85	9
86	9
87	9
88	9
89	9
90	9
91	9
92	9
93	9
94	9
95	9
96	9
97	9
98	9
99	9
100	9
101	9
102	9
103	9
104	9
105	9
106	9
107	9
108	9
109	9
110	9
111	9
112	9
113	9
114	9
115	9
116	9
117	9
118	9
119	9
120	9
121	9
122	9
123	9
124	9
125	2
126	2
127	2
128	2
129	2
130	2
131	2
132	2
133	2
134	2
135	2
136	2
137	2
138	2
139	2
140	2
141	2
142	2
143	2
144	2
145	2
146	2
147	2
148	2
149	2
150	2
151	2
152	2
153	2
154	2
155	2
156	2
157	2
158	2
159	2
160	2
161	2
162	2
163	2
164	2
165	2
166	2
167	2
168	2
169	2
170	2
171	2
172	2
173	2
174	2
175	2
176	2
177	2
178	2
179	2
180	2
181	2
182	2
183	2
184	2
185	2
186	2
187	10
188	10
189	10
190	10
191	10
192	10
193	10
194	10
195	10
196	10
197	10
198	10
199	10
200	10
201	10
202	10
203	10
204	10
205	10
206	10
207	10
208	10
209	10
210	10
211	10
212	10
213	10
214	10
215	10
216	10
217	10
218	10
219	10
220	10
221	10
222	10
223	10
224	10
225	10
226	10
227	10
228	10
229	10
230	10
231	10
232	10
233	10
234	10
235	10
236	10
237	10
238	10
239	10
240	10
241	10
242	10
243	10
244	10
245	10
246	10
247	10
248	10
249	3
250	3
251	3
252	3
253	3
254	3
255	3
256	3
257	3
258	3
259	3
260	3
261	3
262	3
263	3
264	3
265	3
266	3
267	3
268	3
269	3
270	3
271	3
272	3
273	3
274	3
275	3
276	3
277	3
278	3
279	3
280	3
281	3
282	3
283	3
284	3
285	3
286	3
287	3
288	3
289	3
290	3
291	3
292	3
293	3
294	3
295	3
296	3
297	3
298	3
299	3
300	3
301	3
302	3
303	3
304	3
305	3
306	3
307	3
308	3
309	3
310	3
311	11
312	11
313	11
314	11
315	11
316	11
317	11
318	11
319	11
320	11
321	11
322	11
323	11
324	11
325	11
326	11
327	11
328	11
329	11
330	11
331	11
332	11
333	11
334	11
335	11
336	11
337	11
338	11
339	11
340	11
341	11
342	11
343	11
344	11
345	11
346	11
347	11
348	11
349	11
350	11
351	11
352	11
353	11
354	11
355	11
356	11
357	11
358	11
359	11
360	11
361	11
362	11
363	11
364	11
365	11
366	11
367	11
368	11
369	11
370	11
371	11
372	11
373	4
374	4
375	4
376	4
377	4
378	4
379	4
380	4
381	4
382	4
383	4
384	4
385	4
386	4
387	4
388	4
389	4
390	4
391	4
392	4
393	4
394	4
395	4
396	4
397	4
398	4
399	4
400	4
401	4
402	4
403	4
404	4
405	4
406	4
407	4
408	4
409	4
410	4
411	4
412	4
413	4
414	4
415	4
416	4
417	4
418	4
419	4
420	4
421	4
422	4
423	4
424	4
425	4
426	4
427	4
428	4
429	4
430	4
431	4
432	4
433	4
434	4
435	12
436	12
437	12
438	12
439	12
440	12
441	12
442	12
443	12
444	12
445	12
446	12
447	12
448	12
449	12
450	12
451	12
452	12
453	12
454	12
455	12
456	12
457	12
458	12
459	12
460	12
461	12
462	12
463	12
464	12
465	12
466	12
467	12
468	12
469	12
470	12
471	12
472	12
473	12
474	12
475	12
476	12
477	12
478	12
479	12
480	12
481	12
482	12
483	12
484	12
485	12
486	12
487	12
488	12
489	12
490	12
491	12
492	12
493	12
494	12
495	12
496	12
497	5
498	5
499	5
500	5
501	5
502	5
503	5
504	5
505	5
506	5
507	5
508	5
509	5
510	5
511	5
512	5
513	5
514	5
515	5
516	5
517	5
518	5
519	5
520	5
521	5
522	5
523	5
524	5
525	5
526	5
527	5
528	5
529	5
530	5
531	5
532	5
533	5
534	5
535	5
536	5
537	5
538	5
539	5
540	5
541	5
542	5
543	5
544	5
545	5
546	5
547	5
548	5
549	5
550	5
551	5
552	5
553	5
554	5
555	5
556	5
557	5
558	5
559	13
560	13
561	13
562	13
563	13
564	13
565	13
566	13
567	13
568	13
569	13
570	13
571	13
572	13
573	13
574	13
575	13
576	13
577	13
578	13
579	13
580	13
581	13
582	13
583	13
584	13
585	13
586	13
587	13
588	13
589	13
590	13
591	13
592	13
593	13
594	13
595	13
596	13
597	13
598	13
599	13
600	13
601	13
