chr1	po1	gene1	chr2	po2	gene2
chr18	158699	EOG090B04GT	aRhiBiv1_chr2	594580170	aRhiBiv1_EOG090B04GT
chr18	213468	EOG090B03H9	aRhiBiv1_chr2	594380641	aRhiBiv1_EOG090B03H9
chr18	2539000	EOG090B06EL	aRhiBiv1_chr2	590092804	aRhiBiv1_EOG090B06EL
chr18	11884445	EOG090B07T8	aRhiBiv1_chr2	572693208	aRhiBiv1_EOG090B07T8
chr18	12673365	EOG090B032Z	aRhiBiv1_chr2	571457330	aRhiBiv1_EOG090B032Z
chr18	12703108	EOG090B0BRL	aRhiBiv1_chr2	571392246	aRhiBiv1_EOG090B0BRL
chr18	13666480	EOG090B0BZB	aRhiBiv1_chr2	568372940	aRhiBiv1_EOG090B0BZB
chr18	13731518	EOG090B076Z	aRhiBiv1_chr2	568284447	aRhiBiv1_EOG090B076Z
chr18	21651591	EOG090B07ED	aRhiBiv1_chr3	532615007	aRhiBiv1_EOG090B07ED
chr18	21741584	EOG090B019C	aRhiBiv1_chr2	596582584	aRhiBiv1_EOG090B019C
chr18	23449517	EOG090B051T	aRhiBiv1_chr2	599170812	aRhiBiv1_EOG090B051T
chr18	23503619	EOG090B01JU	aRhiBiv1_chr2	599227831	aRhiBiv1_EOG090B01JU
chr18	24426757	EOG090B0AJS	aRhiBiv1_chr2	601190553	aRhiBiv1_EOG090B0AJS
chr18	26580576	EOG090B0ATK	aRhiBiv1_chr7	110373002	aRhiBiv1_EOG090B0ATK
chr18	32267871	EOG090B0270	aRhiBiv1_chr2	616605535	aRhiBiv1_EOG090B0270
chr18	43270341	EOG090B06PO	aRhiBiv1_chr1	794073446	aRhiBiv1_EOG090B06PO
chr18	44937546	EOG090B00L0	aRhiBiv1_chr1	792207335	aRhiBiv1_EOG090B00L0
chr18	46104412	EOG090B0CPL	aRhiBiv1_chr1	789300535	aRhiBiv1_EOG090B0CPL
chr18	46215881	EOG090B084F	aRhiBiv1_chr1	789160338	aRhiBiv1_EOG090B084F
chr18	47630112	EOG090B0CIY	aRhiBiv1_chr2	512361035	aRhiBiv1_EOG090B0CIY
chr18	48029260	EOG090B044O	aRhiBiv1_chr1	784752751	aRhiBiv1_EOG090B044O
chr18	56603027	EOG090B09RI	aRhiBiv1_chr1	768321679	aRhiBiv1_EOG090B09RI
chr18	57550712	EOG090B072I	aRhiBiv1_chr1	766088217	aRhiBiv1_EOG090B072I
chr18	58481823	EOG090B00BC	aRhiBiv1_chr13	10397843	aRhiBiv1_EOG090B00BC
chr18	61815852	EOG090B0DXJ	aRhiBiv1_chr2	463383343	aRhiBiv1_EOG090B0DXJ
chr18	62209728	EOG090B00Z9	aRhiBiv1_chr2	464385047	aRhiBiv1_EOG090B00Z9
chr18	63331782	EOG090B08K4	aRhiBiv1_chr2	429666486	aRhiBiv1_EOG090B08K4
chr18	74148809	EOG090B0CV3	aRhiBiv1_chr2	545337427	aRhiBiv1_EOG090B0CV3
chr18	74436501	EOG090B08PV	aRhiBiv1_chr2	544486688	aRhiBiv1_EOG090B08PV
chr18	75201416	EOG090B0A0N	aRhiBiv1_chr2	542010923	aRhiBiv1_EOG090B0A0N
chr18	76979127	EOG090B0JY2	aRhiBiv1_chr2	537610622	aRhiBiv1_EOG090B0JY2
chr18	79679948	EOG090B02QT	aRhiBiv1_chr2	529367438	aRhiBiv1_EOG090B02QT
chr18	158699	EOG090B04GT	bCalAnn1_chr2	103320278	bCalAnn1_EOG090B04GT
chr18	213468	EOG090B03H9	bCalAnn1_chr2	103298720	bCalAnn1_EOG090B03H9
chr18	657743	EOG090B063F	bCalAnn1_chr2	103107533	bCalAnn1_EOG090B063F
chr18	2539000	EOG090B06EL	bCalAnn1_chr2	102390830	bCalAnn1_EOG090B06EL
chr18	2572986	EOG090B06FW	bCalAnn1_chr2	102374620	bCalAnn1_EOG090B06FW
chr18	10522548	EOG090B0AQF	bCalAnn1_chr2	99123940	bCalAnn1_EOG090B0AQF
chr18	11884445	EOG090B07T8	bCalAnn1_chr2	98361924	bCalAnn1_EOG090B07T8
