chrom	chromStart	chromEnd	name	gieStain
chr19	1	58617616	hg38	hg38
aRhiBiv1_chr7	1	313513962	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr8	1	277530821	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr11	1	103407986	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr13	1	83996221	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr15	1	80992113	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr19	1	45435331	aRhiBiv1	aRhiBiv1
bCalAnn1_chr9	1	25686456	bCalAnn1	bCalAnn1
bCalAnn1_chr10	1	22664390	bCalAnn1	bCalAnn1
bCalAnn1_chr11	1	20302349	bCalAnn1	bCalAnn1
bCalAnn1_chr14	1	15497061	bCalAnn1	bCalAnn1
bCalAnn1_chr28	1	5713987	bCalAnn1	bCalAnn1
bCalAnn1_scaffold_143_arrow_ctg1	1	49694	bCalAnn1	bCalAnn1
bStrHab1_chr4	1	86460390	bStrHab1	bStrHab1
bStrHab1_chr8	1	63488934	bStrHab1	bStrHab1
bStrHab1_chr9	1	44431488	bStrHab1	bStrHab1
bStrHab1_chr20	1	5645757	bStrHab1	bStrHab1
bStrHab1_chrZ	1	101869369	bStrHab1	bStrHab1
bStrHab1_NW_022045628.1_ctg1	1	684923	bStrHab1	bStrHab1
bStrHab1_NW_022045634.1_ctg1	1	784362	bStrHab1	bStrHab1
bTaeGut1_chr4	1	71552918	bTaeGut1	bTaeGut1
bTaeGut1_chr9	1	25575665	bTaeGut1	bTaeGut1
bTaeGut1_chr10	1	22017011	bTaeGut1	bTaeGut1
bTaeGut1_chr11	1	21012354	bTaeGut1	bTaeGut1
bTaeGut1_chr14	1	16673467	bTaeGut1	bTaeGut1
bTaeGut1_chr28	1	6094608	bTaeGut1	bTaeGut1
bTaeGut1_chr30	1	6068150	bTaeGut1	bTaeGut1
bTaeGut1_scaffold_322_arrow_ctg1	1	1283594	bTaeGut1	bTaeGut1
fAnaTes1_chr3	1	27937778	fAnaTes1	fAnaTes1
fAnaTes1_chr4	1	26090302	fAnaTes1	fAnaTes1
fAnaTes1_chr6	1	25063394	fAnaTes1	fAnaTes1
fAnaTes1_chr8	1	21832553	fAnaTes1	fAnaTes1
fAnaTes1_chr12	1	19394341	fAnaTes1	fAnaTes1
fAnaTes1_chr13	1	25912841	fAnaTes1	fAnaTes1
fAnaTes1_chr17	1	23416631	fAnaTes1	fAnaTes1
fAnaTes1_chr22	1	20982477	fAnaTes1	fAnaTes1
fArcCen1_chr3	1	36298665	fArcCen1	fArcCen1
fArcCen1_chr4	1	38523138	fArcCen1	fArcCen1
fArcCen1_chr6	1	36044076	fArcCen1	fArcCen1
fArcCen1_chr8	1	30379552	fArcCen1	fArcCen1
fArcCen1_chr12	1	26466047	fArcCen1	fArcCen1
fArcCen1_chr13	1	43489282	fArcCen1	fArcCen1
fArcCen1_chr17	1	35571081	fArcCen1	fArcCen1
fArcCen1_chr22	1	29294280	fArcCen1	fArcCen1
fArcCen1_scaffold_32_ctg1	1	4079816	fArcCen1	fArcCen1
fAstCal1_chr1	1	41162407	fAstCal1	fAstCal1
fAstCal1_chr4	1	33433079	fAstCal1	fAstCal1
fAstCal1_chr7	1	68397778	fAstCal1	fAstCal1
fAstCal1_chr14	1	39985354	fAstCal1	fAstCal1
fAstCal1_chr15	1	40222765	fAstCal1	fAstCal1
fAstCal1_chr17	1	39448915	fAstCal1	fAstCal1
fAstCal1_chr18	1	35852588	fAstCal1	fAstCal1
fAstCal1_chr19	1	30863130	fAstCal1	fAstCal1
fAstCal1_chr23	1	43921804	fAstCal1	fAstCal1
fCotGob3_chr3	1	30028995	fCotGob3	fCotGob3
fCotGob3_chr4	1	28949045	fCotGob3	fCotGob3
fCotGob3_chr6	1	27680345	fCotGob3	fCotGob3
fCotGob3_chr8	1	23432536	fCotGob3	fCotGob3
fCotGob3_chr12	1	22902521	fCotGob3	fCotGob3
fCotGob3_chr13	1	27742916	fCotGob3	fCotGob3
fCotGob3_chr17	1	25156145	fCotGob3	fCotGob3
fCotGob3_chr22	1	22609112	fCotGob3	fCotGob3
fGouWil2_chr3	1	46057556	fGouWil2	fGouWil2
fGouWil2_chr4	1	43801156	fGouWil2	fGouWil2
fGouWil2_chr6	1	72451976	fGouWil2	fGouWil2
fGouWil2_chr8	1	34658348	fGouWil2	fGouWil2
fGouWil2_chr12	1	33478699	fGouWil2	fGouWil2
fGouWil2_chr13	1	44521366	fGouWil2	fGouWil2
fGouWil2_chr22	1	34676616	fGouWil2	fGouWil2
fMasArm1_chr3	1	28130073	fMasArm1	fMasArm1
fMasArm1_chr4	1	27812077	fMasArm1	fMasArm1
fMasArm1_chr6	1	25090313	fMasArm1	fMasArm1
fMasArm1_chr8	1	23202127	fMasArm1	fMasArm1
fMasArm1_chr12	1	21043631	fMasArm1	fMasArm1
fMasArm1_chr13	1	27498257	fMasArm1	fMasArm1
fMasArm1_chr17	1	24949636	fMasArm1	fMasArm1
fMasArm1_chr22	1	23286013	fMasArm1	fMasArm1
