chr1	po1	gene1	chr2	po2	gene2
chr2	669580	EOG090B0J2X	aRhiBiv1_chr3	430488799	aRhiBiv1_EOG090B0J2X
chr2	3545785	EOG090B0ATE	aRhiBiv1_chr3	436136186	aRhiBiv1_EOG090B0ATE
chr2	6849850	EOG090B068Q	aRhiBiv1_chr3	441381051	aRhiBiv1_EOG090B068Q
chr2	6877801	EOG090B0C4K	aRhiBiv1_chr3	441443976	aRhiBiv1_EOG090B0C4K
chr2	8682166	EOG090B0I0L	aRhiBiv1_chr3	444608068	aRhiBiv1_EOG090B0I0L
chr2	9406834	EOG090B0FQ9	aRhiBiv1_chr3	446431245	aRhiBiv1_EOG090B0FQ9
chr2	9474567	EOG090B0COI	aRhiBiv1_chr3	446566009	aRhiBiv1_EOG090B0COI
chr2	10572071	EOG090B03N4	aRhiBiv1_chr3	450245697	aRhiBiv1_EOG090B03N4
chr2	10784258	EOG090B07JD	aRhiBiv1_chr3	450644720	aRhiBiv1_EOG090B07JD
chr2	11155547	EOG090B0EDB	aRhiBiv1_chr3	451856660	aRhiBiv1_EOG090B0EDB
chr2	15591934	EOG090B02N6	aRhiBiv1_chr3	460741726	aRhiBiv1_EOG090B02N6
chr2	17759944	EOG090B01WV	aRhiBiv1_chr3	465819587	aRhiBiv1_EOG090B01WV
chr2	17816519	EOG090B0EXS	aRhiBiv1_chr13	66976950	aRhiBiv1_EOG090B0EXS
chr2	19913558	EOG090B00S6	aRhiBiv1_chr3	470914214	aRhiBiv1_EOG090B00S6
chr2	20033205	EOG090B0DYT	aRhiBiv1_chr3	471323020	aRhiBiv1_EOG090B0DYT
chr2	24050691	EOG090B0IQZ	aRhiBiv1_chr3	481307469	aRhiBiv1_EOG090B0IQZ
chr2	26191250	EOG090B0386	aRhiBiv1_chr3	525113715	aRhiBiv1_EOG090B0386
chr2	27381599	EOG090B0899	aRhiBiv1_chr3	535795527	aRhiBiv1_EOG090B0899
chr2	27653485	EOG090B08OA	aRhiBiv1_chr3	21971910	aRhiBiv1_EOG090B08OA
chr2	28393721	EOG090B0BD8	aRhiBiv1_chr3	23642016	aRhiBiv1_EOG090B0BD8
chr2	28894699	EOG090B03HH	aRhiBiv1_chr3	24728401	aRhiBiv1_EOG090B03HH
chr2	29121389	EOG090B0342	aRhiBiv1_chr11	77775607	aRhiBiv1_EOG090B0342
chr2	30225989	EOG090B0K88	aRhiBiv1_chr3	26854481	aRhiBiv1_EOG090B0K88
chr2	32156342	EOG090B062X	aRhiBiv1_chr3	144788958	aRhiBiv1_EOG090B062X
chr2	36738028	EOG090B03D0	aRhiBiv1_chr3	169723138	aRhiBiv1_EOG090B03D0
chr2	37084518	EOG090B0DIQ	aRhiBiv1_chr3	248552398	aRhiBiv1_EOG090B0DIQ
chr2	37201764	EOG090B01T9	aRhiBiv1_chr3	212722871	aRhiBiv1_EOG090B01T9
chr2	37231706	EOG090B07CS	aRhiBiv1_chr3	212803791	aRhiBiv1_EOG090B07CS
chr2	37645823	EOG090B0EOI	aRhiBiv1_chr3	146123355	aRhiBiv1_EOG090B0EOI
chr2	38666162	EOG090B07YG	aRhiBiv1_chr3	244614378	aRhiBiv1_EOG090B07YG
chr2	38778991	EOG090B0FBL	aRhiBiv1_chr3	244301162	aRhiBiv1_EOG090B0FBL
chr2	42767437	EOG090B0A2Z	aRhiBiv1_chr3	63412701	aRhiBiv1_EOG090B0A2Z
chr2	43678863	EOG090B00OU	aRhiBiv1_chr3	66775736	aRhiBiv1_EOG090B00OU
chr2	43774139	EOG090B08JW	aRhiBiv1_chr3	67027481	aRhiBiv1_EOG090B08JW
chr2	43839054	EOG090B03PC	aRhiBiv1_chr3	67251292	aRhiBiv1_EOG090B03PC
chr2	43888600	EOG090B00YL	aRhiBiv1_chr3	67399901	aRhiBiv1_EOG090B00YL
chr2	44321356	EOG090B036Z	aRhiBiv1_chr3	68175344	aRhiBiv1_EOG090B036Z
chr2	46340318	EOG090B020C	aRhiBiv1_chr3	72271727	aRhiBiv1_EOG090B020C
chr2	46617283	EOG090B0IIM	aRhiBiv1_chr3	72752934	aRhiBiv1_EOG090B0IIM
chr2	53670503	EOG090B046W	aRhiBiv1_chr1	13605254	aRhiBiv1_EOG090B046W
chr2	53767887	EOG090B0F0M	aRhiBiv1_chr3	86795706	aRhiBiv1_EOG090B0F0M
chr2	55636237	EOG090B02GP	aRhiBiv1_chr3	136517383	aRhiBiv1_EOG090B02GP
chr2	60942395	EOG090B04M1	aRhiBiv1_chr3	125610165	aRhiBiv1_EOG090B04M1
chr2	61990187	EOG090B0EYL	aRhiBiv1_chr3	123123173	aRhiBiv1_EOG090B0EYL
chr2	62501209	EOG090B0FVL	aRhiBiv1_chr13	7856685	aRhiBiv1_EOG090B0FVL
chr2	63364425	EOG090B02R6	aRhiBiv1_chr3	120774838	aRhiBiv1_EOG090B02R6
chr2	63893430	EOG090B01G5	aRhiBiv1_chr3	120000877	aRhiBiv1_EOG090B01G5
chr2	65056478	EOG090B0H8U	aRhiBiv1_chr3	118428906	aRhiBiv1_EOG090B0H8U
chr2	68131238	EOG090B0819	aRhiBiv1_chr3	111815654	aRhiBiv1_EOG090B0819
chr2	68157935	EOG090B0E33	aRhiBiv1_chr3	111773624	aRhiBiv1_EOG090B0E33
chr2	68775253	EOG090B03TM	aRhiBiv1_chr5	270416721	aRhiBiv1_EOG090B03TM
chr2	71109970	EOG090B0G04	aRhiBiv1_chr13	35293063	aRhiBiv1_EOG090B0G04
chr2	71130666	EOG090B08AD	aRhiBiv1_chr13	35252555	aRhiBiv1_EOG090B08AD
chr2	73214267	EOG090B07GD	aRhiBiv1_chr1	271346629	aRhiBiv1_EOG090B07GD
chr2	75632187	EOG090B0AKC	aRhiBiv1_chr3	482445211	aRhiBiv1_EOG090B0AKC
chr2	80302251	EOG090B050M	aRhiBiv1_chr1	247962473	aRhiBiv1_EOG090B050M
chr2	85840144	EOG090B07KK	aRhiBiv1_chr1	237940696	aRhiBiv1_EOG090B07KK
chr2	86144268	EOG090B03JU	aRhiBiv1_chr1	238978845	aRhiBiv1_EOG090B03JU
chr2	88067865	EOG090B0AFN	aRhiBiv1_chr1	240874150	aRhiBiv1_EOG090B0AFN
chr2	88557736	EOG090B01DI	aRhiBiv1_chr1	241963330	aRhiBiv1_EOG090B01DI
chr2	88709291	EOG090B0B7R	aRhiBiv1_chr1	242168947	aRhiBiv1_EOG090B0B7R
chr2	96275012	EOG090B0EVD	aRhiBiv1_chr3	339229514	aRhiBiv1_EOG090B0EVD
chr2	96588208	EOG090B02EW	aRhiBiv1_chr5	309033267	aRhiBiv1_EOG090B02EW
chr2	98609709	EOG090B0BI3	aRhiBiv1_chr5	367508920	aRhiBiv1_EOG090B0BI3
chr2	100393245	EOG090B07BF	aRhiBiv1_chr5	373123267	aRhiBiv1_EOG090B07BF
chr2	101253145	EOG090B08Z6	aRhiBiv1_chr5	374763679	aRhiBiv1_EOG090B08Z6
chr2	102718420	EOG090B0BLU	aRhiBiv1_chr5	377482266	aRhiBiv1_EOG090B0BLU
chr2	102762218	EOG090B0FES	aRhiBiv1_chr5	377569950	aRhiBiv1_EOG090B0FES
chr2	105038093	EOG090B0ARV	aRhiBiv1_chr5	380916336	aRhiBiv1_EOG090B0ARV
chr2	105267383	EOG090B01YB	aRhiBiv1_chr5	381061309	aRhiBiv1_EOG090B01YB
chr2	105337588	EOG090B0DWL	aRhiBiv1_chr5	381128895	aRhiBiv1_EOG090B0DWL
