chrom	chromStart	chromEnd	name	gieStain
chr7	1	159345973	hg38	hg38
aRhiBiv1_chr1	1	839681426	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr2	1	825560060	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr4	1	486875112	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr6	1	371528181	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr7	1	313513962	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr8	1	277530821	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr9	1	268302114	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr14	1	82662308	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr17	1	63936646	aRhiBiv1	aRhiBiv1
bCalAnn1_chr1	1	197551010	bCalAnn1	bCalAnn1
bCalAnn1_chr2	1	151342139	bCalAnn1	bCalAnn1
bCalAnn1_chr14	1	15497061	bCalAnn1	bCalAnn1
bCalAnn1_chr19	1	11166003	bCalAnn1	bCalAnn1
bStrHab1_chr1	1	155644563	bStrHab1	bStrHab1
bStrHab1_chr3	1	89082643	bStrHab1	bStrHab1
bStrHab1_chr4	1	86460390	bStrHab1	bStrHab1
bStrHab1_S16	1	12224398	bStrHab1	bStrHab1
bTaeGut1_chr2	1	150688799	bTaeGut1	bTaeGut1
bTaeGut1_chr14	1	16673467	bTaeGut1	bTaeGut1
bTaeGut1_chr19	1	8580906	bTaeGut1	bTaeGut1
bTaeGut1_chr27	1	5426597	bTaeGut1	bTaeGut1
bTaeGut1_chr1A	1	70430603	bTaeGut1	bTaeGut1
bTaeGut1_scaffold_289_arrow_ctg1	1	1678629	bTaeGut1	bTaeGut1
fAnaTes1_chr1	1	27357120	fAnaTes1	fAnaTes1
fAnaTes1_chr2	1	34285027	fAnaTes1	fAnaTes1
fAnaTes1_chr3	1	27937778	fAnaTes1	fAnaTes1
fAnaTes1_chr6	1	25063394	fAnaTes1	fAnaTes1
fAnaTes1_chr7	1	25106443	fAnaTes1	fAnaTes1
fAnaTes1_chr8	1	21832553	fAnaTes1	fAnaTes1
fAnaTes1_chr11	1	22362968	fAnaTes1	fAnaTes1
fAnaTes1_chr13	1	25912841	fAnaTes1	fAnaTes1
fAnaTes1_chr14	1	19875000	fAnaTes1	fAnaTes1
fAnaTes1_chr16	1	24434175	fAnaTes1	fAnaTes1
fAnaTes1_chr17	1	23416631	fAnaTes1	fAnaTes1
fAnaTes1_chr19	1	18693732	fAnaTes1	fAnaTes1
fAnaTes1_chr23	1	15359112	fAnaTes1	fAnaTes1
fAnaTes1_chr24	1	19933469	fAnaTes1	fAnaTes1
fArcCen1_chr1	1	40720952	fArcCen1	fArcCen1
fArcCen1_chr5	1	36312066	fArcCen1	fArcCen1
fArcCen1_chr6	1	36044076	fArcCen1	fArcCen1
fArcCen1_chr7	1	37817259	fArcCen1	fArcCen1
fArcCen1_chr8	1	30379552	fArcCen1	fArcCen1
fArcCen1_chr11	1	36498288	fArcCen1	fArcCen1
fArcCen1_chr13	1	43489282	fArcCen1	fArcCen1
fArcCen1_chr14	1	38701125	fArcCen1	fArcCen1
fArcCen1_chr16	1	38360014	fArcCen1	fArcCen1
fArcCen1_chr17	1	35571081	fArcCen1	fArcCen1
fArcCen1_chr19	1	31014359	fArcCen1	fArcCen1
fArcCen1_chr20	1	33110875	fArcCen1	fArcCen1
fArcCen1_chr23	1	24620982	fArcCen1	fArcCen1
fArcCen1_chr24	1	35997201	fArcCen1	fArcCen1
fArcCen1_scaffold_204_ctg1	1	18423	fArcCen1	fArcCen1
fAstCal1_chr4	1	33433079	fAstCal1	fAstCal1
fAstCal1_chr5	1	38678279	fAstCal1	fAstCal1
fAstCal1_chr6	1	41428020	fAstCal1	fAstCal1
fAstCal1_chr7	1	68397778	fAstCal1	fAstCal1
fAstCal1_chr8	1	25827708	fAstCal1	fAstCal1
fAstCal1_chr9	1	35913139	fAstCal1	fAstCal1
fAstCal1_chr10	1	34074121	fAstCal1	fAstCal1
fAstCal1_chr11	1	36676067	fAstCal1	fAstCal1
fAstCal1_chr14	1	39985354	fAstCal1	fAstCal1
fAstCal1_chr15	1	40222765	fAstCal1	fAstCal1
fAstCal1_chr17	1	39448915	fAstCal1	fAstCal1
fAstCal1_chr18	1	35852588	fAstCal1	fAstCal1
fAstCal1_chr20	1	31467755	fAstCal1	fAstCal1
fAstCal1_chr22	1	35011464	fAstCal1	fAstCal1
fCotGob3_chr1	1	27055867	fCotGob3	fCotGob3
fCotGob3_chr6	1	27680345	fCotGob3	fCotGob3
fCotGob3_chr8	1	23432536	fCotGob3	fCotGob3
fCotGob3_chr11	1	22193419	fCotGob3	fCotGob3
fCotGob3_chr13	1	27742916	fCotGob3	fCotGob3
fCotGob3_chr14	1	25704503	fCotGob3	fCotGob3
fCotGob3_chr16	1	26581398	fCotGob3	fCotGob3
fCotGob3_chr17	1	25156145	fCotGob3	fCotGob3
fCotGob3_chr19	1	21060126	fCotGob3	fCotGob3
fCotGob3_chr20	1	17599799	fCotGob3	fCotGob3
fCotGob3_chr23	1	15932363	fCotGob3	fCotGob3
fCotGob3_chr24	1	22441820	fCotGob3	fCotGob3
fCotGob3_fCotGob3_145arrow_ctg1	1	46488	fCotGob3	fCotGob3
fCotGob3_fCotGob3_184arrow_ctg1	1	281212	fCotGob3	fCotGob3
fCotGob3_fCotGob3_192arrow_ctg1	1	333546	fCotGob3	fCotGob3
fCotGob3_fCotGob3_42arrow_ctg1	1	803058	fCotGob3	fCotGob3
fGouWil2_chr1	1	45933286	fGouWil2	fGouWil2
fGouWil2_chr5	1	42802790	fGouWil2	fGouWil2
fGouWil2_chr6	1	72451976	fGouWil2	fGouWil2
fGouWil2_chr8	1	34658348	fGouWil2	fGouWil2
fGouWil2_chr11	1	32583565	fGouWil2	fGouWil2
fGouWil2_chr13	1	44521366	fGouWil2	fGouWil2
fGouWil2_chr14	1	36801689	fGouWil2	fGouWil2
fGouWil2_chr16	1	40234402	fGouWil2	fGouWil2
fGouWil2_chr17	1	37169619	fGouWil2	fGouWil2
fGouWil2_chr19	1	26982661	fGouWil2	fGouWil2
fGouWil2_chr20	1	28787763	fGouWil2	fGouWil2
fGouWil2_chr24	1	25951273	fGouWil2	fGouWil2
fGouWil2_scaffold_228_arrow_ctg1	1	738895	fGouWil2	fGouWil2
fMasArm1_chr1	1	26083871	fMasArm1	fMasArm1
fMasArm1_chr5	1	28762963	fMasArm1	fMasArm1
fMasArm1_chr6	1	25090313	fMasArm1	fMasArm1
fMasArm1_chr7	1	26713207	fMasArm1	fMasArm1
fMasArm1_chr8	1	23202127	fMasArm1	fMasArm1
fMasArm1_chr11	1	22941789	fMasArm1	fMasArm1
fMasArm1_chr13	1	27498257	fMasArm1	fMasArm1
fMasArm1_chr14	1	24807201	fMasArm1	fMasArm1
fMasArm1_chr16	1	25861585	fMasArm1	fMasArm1
fMasArm1_chr17	1	24949636	fMasArm1	fMasArm1
fMasArm1_chr19	1	19920769	fMasArm1	fMasArm1
