chrom	chromStart	chromEnd	name	gieStain
chr18	1	80373285	hg38	hg38
aRhiBiv1_chr1	1	839681426	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr2	1	825560060	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr3	1	595904407	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr7	1	313513962	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr13	1	83996221	aRhiBiv1	aRhiBiv1
bCalAnn1_chr2	1	151342139	bCalAnn1	bCalAnn1
bCalAnn1_chr11	1	20302349	bCalAnn1	bCalAnn1
bCalAnn1_chrW	1	26448777	bCalAnn1	bCalAnn1
bCalAnn1_chrZ	1	74081004	bCalAnn1	bCalAnn1
bStrHab1_chr1	1	155644563	bStrHab1	bStrHab1
bStrHab1_chrZ	1	101869369	bStrHab1	bStrHab1
bTaeGut1_chr2	1	150688799	bTaeGut1	bTaeGut1
bTaeGut1_chr11	1	21012354	bTaeGut1	bTaeGut1
bTaeGut1_chrZ	1	75459706	bTaeGut1	bTaeGut1
fAnaTes1_chr2	1	34285027	fAnaTes1	fAnaTes1
fAnaTes1_chr4	1	26090302	fAnaTes1	fAnaTes1
fAnaTes1_chr6	1	25063394	fAnaTes1	fAnaTes1
fAnaTes1_chr11	1	22362968	fAnaTes1	fAnaTes1
fAnaTes1_chr12	1	19394341	fAnaTes1	fAnaTes1
fAnaTes1_chr16	1	24434175	fAnaTes1	fAnaTes1
fAnaTes1_chr17	1	23416631	fAnaTes1	fAnaTes1
fArcCen1_chr4	1	38523138	fArcCen1	fArcCen1
fArcCen1_chr6	1	36044076	fArcCen1	fArcCen1
fArcCen1_chr11	1	36498288	fArcCen1	fArcCen1
fArcCen1_chr12	1	26466047	fArcCen1	fArcCen1
fArcCen1_chr16	1	38360014	fArcCen1	fArcCen1
fArcCen1_chr17	1	35571081	fArcCen1	fArcCen1
fArcCen1_chr20	1	33110875	fArcCen1	fArcCen1
fAstCal1_chr7	1	68397778	fAstCal1	fAstCal1
fAstCal1_chr9	1	35913139	fAstCal1	fAstCal1
fAstCal1_chr11	1	36676067	fAstCal1	fAstCal1
fAstCal1_chr18	1	35852588	fAstCal1	fAstCal1
fAstCal1_chr22	1	35011464	fAstCal1	fAstCal1
fAstCal1_chr23	1	43921804	fAstCal1	fAstCal1
fCotGob3_chr4	1	28949045	fCotGob3	fCotGob3
fCotGob3_chr6	1	27680345	fCotGob3	fCotGob3
fCotGob3_chr11	1	22193419	fCotGob3	fCotGob3
fCotGob3_chr12	1	22902521	fCotGob3	fCotGob3
fCotGob3_chr16	1	26581398	fCotGob3	fCotGob3
fCotGob3_chr17	1	25156145	fCotGob3	fCotGob3
fCotGob3_chr20	1	17599799	fCotGob3	fCotGob3
fGouWil2_chr4	1	43801156	fGouWil2	fGouWil2
fGouWil2_chr6	1	72451976	fGouWil2	fGouWil2
fGouWil2_chr11	1	32583565	fGouWil2	fGouWil2
fGouWil2_chr12	1	33478699	fGouWil2	fGouWil2
fGouWil2_chr16	1	40234402	fGouWil2	fGouWil2
fGouWil2_chr17	1	37169619	fGouWil2	fGouWil2
fGouWil2_chr20	1	28787763	fGouWil2	fGouWil2
fGouWil2_chr24	1	25951273	fGouWil2	fGouWil2
fMasArm1_chr4	1	27812077	fMasArm1	fMasArm1
fMasArm1_chr6	1	25090313	fMasArm1	fMasArm1
fMasArm1_chr11	1	22941789	fMasArm1	fMasArm1
fMasArm1_chr12	1	21043631	fMasArm1	fMasArm1
fMasArm1_chr16	1	25861585	fMasArm1	fMasArm1
fMasArm1_chr17	1	24949636	fMasArm1	fMasArm1
fMasArm1_chr20	1	20063462	fMasArm1	fMasArm1
mLynCan4_chrB3	1	146106016	mLynCan4	mLynCan4
mLynCan4_chrD3	1	93448339	mLynCan4	mLynCan4
mLynCan4_chrE2	1	61563313	mLynCan4	mLynCan4
mOrnAna1_chr3	1	141987082	mOrnAna1	mOrnAna1
mOrnAna1_chr5	1	110293030	mOrnAna1	mOrnAna1
mOrnAna1_chr7	1	83338043	mOrnAna1	mOrnAna1
mOrnAna1_chr11	1	63506031	mOrnAna1	mOrnAna1
mOrnAna1_chrX2	1	29662106	mOrnAna1	mOrnAna1
mOrnAna1_chrX3	1	33863336	mOrnAna1	mOrnAna1
mPhyDis1_chr9	1	105687968	mPhyDis1	mPhyDis1
mPhyDis1_chr12	1	77959510	mPhyDis1	mPhyDis1
mRhiFer1_chr15	1	51055830	mRhiFer1	mRhiFer1
mRhiFer1_chr19	1	60482744	mRhiFer1	mRhiFer1
rGopEvg1_chr2	1	299447175	rGopEvg1	rGopEvg1
rGopEvg1_chr6	1	137797752	rGopEvg1	rGopEvg1
rGopEvg1_chr12	1	44291995	rGopEvg1	rGopEvg1
sAmbRad1_chr1	1	193168304	sAmbRad1	sAmbRad1
sAmbRad1_chr2	1	151573699	sAmbRad1	sAmbRad1
sAmbRad1_chr4	1	121814736	sAmbRad1	sAmbRad1
sAmbRad1_chr17	1	50970858	sAmbRad1	sAmbRad1
sAmbRad1_chr22	1	43788383	sAmbRad1	sAmbRad1
