chrom	chromStart	chromEnd	name	gieStain
chr17	1	83257441	hg38	hg38
aRhiBiv1_chr1	1	839681426	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr4	1	486875112	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr8	1	277530821	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr12	1	87785054	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr14	1	82662308	aRhiBiv1	aRhiBiv1
bCalAnn1_chr14	1	15497061	bCalAnn1	bCalAnn1
bCalAnn1_chr18	1	11617720	bCalAnn1	bCalAnn1
bCalAnn1_chr19	1	11166003	bCalAnn1	bCalAnn1
bCalAnn1_chr27	1	5749075	bCalAnn1	bCalAnn1
bCalAnn1_scaffold_18_arrow_ctg1	1	49594	bCalAnn1	bCalAnn1
bCalAnn1_scaffold_81_arrow_ctg1	1	192870	bCalAnn1	bCalAnn1
bStrHab1_chr4	1	86460390	bStrHab1	bStrHab1
bStrHab1_chr14	1	12884122	bStrHab1	bStrHab1
bStrHab1_chr19	1	5789228	bStrHab1	bStrHab1
bStrHab1_S16	1	12224398	bStrHab1	bStrHab1
bTaeGut1_chr14	1	16673467	bTaeGut1	bTaeGut1
bTaeGut1_chr15	1	14326562	bTaeGut1	bTaeGut1
bTaeGut1_chr18	1	11044519	bTaeGut1	bTaeGut1
bTaeGut1_chr19	1	8580906	bTaeGut1	bTaeGut1
bTaeGut1_chr27	1	5426597	bTaeGut1	bTaeGut1
fAnaTes1_chr1	1	27357120	fAnaTes1	fAnaTes1
fAnaTes1_chr4	1	26090302	fAnaTes1	fAnaTes1
fAnaTes1_chr8	1	21832553	fAnaTes1	fAnaTes1
fAnaTes1_chr10	1	23456640	fAnaTes1	fAnaTes1
fAnaTes1_chr13	1	25912841	fAnaTes1	fAnaTes1
fAnaTes1_chr14	1	19875000	fAnaTes1	fAnaTes1
fAnaTes1_chr19	1	18693732	fAnaTes1	fAnaTes1
fArcCen1_chr1	1	40720952	fArcCen1	fArcCen1
fArcCen1_chr4	1	38523138	fArcCen1	fArcCen1
fArcCen1_chr8	1	30379552	fArcCen1	fArcCen1
fArcCen1_chr13	1	43489282	fArcCen1	fArcCen1
fArcCen1_chr14	1	38701125	fArcCen1	fArcCen1
fArcCen1_chr19	1	31014359	fArcCen1	fArcCen1
fAstCal1_chr4	1	33433079	fAstCal1	fAstCal1
fAstCal1_chr6	1	41428020	fAstCal1	fAstCal1
fAstCal1_chr8	1	25827708	fAstCal1	fAstCal1
fAstCal1_chr10	1	34074121	fAstCal1	fAstCal1
fAstCal1_chr14	1	39985354	fAstCal1	fAstCal1
fAstCal1_chr23	1	43921804	fAstCal1	fAstCal1
fCotGob3_chr1	1	27055867	fCotGob3	fCotGob3
fCotGob3_chr4	1	28949045	fCotGob3	fCotGob3
fCotGob3_chr8	1	23432536	fCotGob3	fCotGob3
fCotGob3_chr9	1	30072547	fCotGob3	fCotGob3
fCotGob3_chr13	1	27742916	fCotGob3	fCotGob3
fCotGob3_chr14	1	25704503	fCotGob3	fCotGob3
fCotGob3_chr19	1	21060126	fCotGob3	fCotGob3
fCotGob3_fCotGob3_251arrow_ctg1	1	254860	fCotGob3	fCotGob3
fGouWil2_chr1	1	45933286	fGouWil2	fGouWil2
fGouWil2_chr4	1	43801156	fGouWil2	fGouWil2
fGouWil2_chr8	1	34658348	fGouWil2	fGouWil2
fGouWil2_chr13	1	44521366	fGouWil2	fGouWil2
fGouWil2_chr14	1	36801689	fGouWil2	fGouWil2
fGouWil2_chr19	1	26982661	fGouWil2	fGouWil2
fMasArm1_chr1	1	26083871	fMasArm1	fMasArm1
fMasArm1_chr4	1	27812077	fMasArm1	fMasArm1
fMasArm1_chr8	1	23202127	fMasArm1	fMasArm1
fMasArm1_chr13	1	27498257	fMasArm1	fMasArm1
fMasArm1_chr14	1	24807201	fMasArm1	fMasArm1
fMasArm1_chr19	1	19920769	fMasArm1	fMasArm1
mLynCan4_chrE1	1	60670153	mLynCan4	mLynCan4
mOrnAna1_chr2	1	171719663	mOrnAna1	mOrnAna1
mOrnAna1_chr11	1	63506031	mOrnAna1	mOrnAna1
mOrnAna1_chr15	1	26375019	mOrnAna1	mOrnAna1
mOrnAna1_chr17	1	45536670	mOrnAna1	mOrnAna1
mOrnAna1_chr21	1	24514859	mOrnAna1	mOrnAna1
mOrnAna1_scaffold_264_arrow_ctg1	1	4208362	mOrnAna1	mOrnAna1
mPhyDis1_chr8	1	114856535	mPhyDis1	mPhyDis1
mRhiFer1_chr21	1	55572441	mRhiFer1	mRhiFer1
mRhiFer1_chrX	1	124933378	mRhiFer1	mRhiFer1
rGopEvg1_chr10	1	86493507	rGopEvg1	rGopEvg1
rGopEvg1_chr15	1	30016314	rGopEvg1	rGopEvg1
rGopEvg1_chr17	1	24966275	rGopEvg1	rGopEvg1
rGopEvg1_chr23	1	15774734	rGopEvg1	rGopEvg1
sAmbRad1_chr16	1	52893959	sAmbRad1	sAmbRad1
sAmbRad1_chr20	1	46754034	sAmbRad1	sAmbRad1
sAmbRad1_chr22	1	43788383	sAmbRad1	sAmbRad1
sAmbRad1_chr23	1	42150951	sAmbRad1	sAmbRad1
sAmbRad1_chr25	1	38239757	sAmbRad1	sAmbRad1
sAmbRad1_chr26	1	37436020	sAmbRad1	sAmbRad1
sAmbRad1_chr28	1	36421429	sAmbRad1	sAmbRad1
