chr1	po1	gene1	chr2	po2	gene2
chr15	25339137	EOG090B01UC	aRhiBiv1_chr5	366607462	aRhiBiv1_EOG090B01UC
chr15	30904664	EOG090B01LE	aRhiBiv1_chr13	35119991	aRhiBiv1_EOG090B01LE
chr15	30941470	EOG090B028S	aRhiBiv1_chr13	34976457	aRhiBiv1_EOG090B028S
chr15	34084334	EOG090B0HOT	aRhiBiv1_chr4	139000217	aRhiBiv1_EOG090B0HOT
chr15	39801132	EOG090B03CX	aRhiBiv1_chr4	292356285	aRhiBiv1_EOG090B03CX
chr15	40553971	EOG090B0E0P	aRhiBiv1_chr4	102110799	aRhiBiv1_EOG090B0E0P
chr15	40569440	EOG090B071G	aRhiBiv1_chr4	102213617	aRhiBiv1_EOG090B071G
chr15	40698759	EOG090B0A3S	aRhiBiv1_chr4	102985443	aRhiBiv1_EOG090B0A3S
chr15	40764181	EOG090B0K77	aRhiBiv1_chr4	103509385	aRhiBiv1_EOG090B0K77
chr15	40767940	EOG090B0CMV	aRhiBiv1_chr3	408895917	aRhiBiv1_EOG090B0CMV
chr15	40807590	EOG090B08AF	aRhiBiv1_chr4	103641067	aRhiBiv1_EOG090B08AF
chr15	40894769	EOG090B01FE	aRhiBiv1_chr4	103966798	aRhiBiv1_EOG090B01FE
chr15	41163162	EOG090B0B36	aRhiBiv1_chr7	2190531	aRhiBiv1_EOG090B0B36
chr15	41417236	EOG090B0629	aRhiBiv1_chr4	105946170	aRhiBiv1_EOG090B0629
chr15	41517542	EOG090B01Q9	aRhiBiv1_chr4	109152531	aRhiBiv1_EOG090B01Q9
chr15	42544083	EOG090B0DF7	aRhiBiv1_chr4	108568727	aRhiBiv1_EOG090B0DF7
chr15	42548873	EOG090B0G1S	aRhiBiv1_chr4	108523359	aRhiBiv1_EOG090B0G1S
chr15	42723476	EOG090B00VM	aRhiBiv1_chr4	112767843	aRhiBiv1_EOG090B00VM
chr15	43133863	EOG090B02SA	aRhiBiv1_chr4	111413825	aRhiBiv1_EOG090B02SA
chr15	43185499	EOG090B0ALD	aRhiBiv1_chr8	42618232	aRhiBiv1_EOG090B0ALD
chr15	43327652	EOG090B098W	aRhiBiv1_chr14	1818914	aRhiBiv1_EOG090B098W
chr15	43334208	EOG090B09B3	aRhiBiv1_chr13	38459842	aRhiBiv1_EOG090B09B3
chr15	43407383	EOG090B00BV	aRhiBiv1_chr13	64214678	aRhiBiv1_EOG090B00BV
chr15	43805094	EOG090B0CE3	aRhiBiv1_chr13	65279613	aRhiBiv1_EOG090B0CE3
chr15	45023284	EOG090B087T	aRhiBiv1_chr13	23419893	aRhiBiv1_EOG090B087T
chr15	45362109	EOG090B06Z8	aRhiBiv1_chr13	60469123	aRhiBiv1_EOG090B06Z8
chr15	45643530	EOG090B06QL	aRhiBiv1_chr13	59485807	aRhiBiv1_EOG090B06QL
chr15	48120037	EOG090B05MM	aRhiBiv1_chr13	57000289	aRhiBiv1_EOG090B05MM
chr15	49618728	EOG090B097H	aRhiBiv1_chr13	58825538	aRhiBiv1_EOG090B097H
chr15	50242260	EOG090B03A0	aRhiBiv1_chr13	60329645	aRhiBiv1_EOG090B03A0
chr15	51681756	EOG090B06I2	aRhiBiv1_chr13	54258919	aRhiBiv1_EOG090B06I2
chr15	51723607	EOG090B0FNL	aRhiBiv1_chr13	54200878	aRhiBiv1_EOG090B0FNL
chr15	51938156	EOG090B04T5	aRhiBiv1_chr13	53941050	aRhiBiv1_EOG090B04T5
chr15	52582154	EOG090B01CT	aRhiBiv1_chr13	52839139	aRhiBiv1_EOG090B01CT
chr15	55311990	EOG090B049P	aRhiBiv1_chr13	49672772	aRhiBiv1_EOG090B049P
chr15	55355797	EOG090B02M5	aRhiBiv1_chr13	49626878	aRhiBiv1_EOG090B02M5
chr15	56373296	EOG090B07T9	aRhiBiv1_chr13	47770668	aRhiBiv1_EOG090B07T9
chr15	57599674	EOG090B01XI	aRhiBiv1_chr13	45451106	aRhiBiv1_EOG090B01XI
chr15	58536202	EOG090B075X	aRhiBiv1_chr13	44403376	aRhiBiv1_EOG090B075X
chr15	59207016	EOG090B05TT	aRhiBiv1_chr17	28436365	aRhiBiv1_EOG090B05TT
chr15	59659652	EOG090B06U9	aRhiBiv1_chr13	32419152	aRhiBiv1_EOG090B06U9
chr15	60420927	EOG090B01OW	aRhiBiv1_chr13	31430087	aRhiBiv1_EOG090B01OW
chr15	63121872	EOG090B057T	aRhiBiv1_chr13	27610280	aRhiBiv1_EOG090B057T
chr15	63521323	EOG090B04JC	aRhiBiv1_chr13	27098384	aRhiBiv1_EOG090B04JC
chr15	63597393	EOG090B0C74	aRhiBiv1_chr13	27063906	aRhiBiv1_EOG090B0C74
chr15	64381556	EOG090B04HO	aRhiBiv1_chr13	25085658	aRhiBiv1_EOG090B04HO
chr15	64816298	EOG090B03R5	aRhiBiv1_chr10	128082877	aRhiBiv1_EOG090B03R5
chr15	64963620	EOG090B09AC	aRhiBiv1_chr13	82621891	aRhiBiv1_EOG090B09AC
chr15	65003062	EOG090B0822	aRhiBiv1_chr3	301880158	aRhiBiv1_EOG090B0822
chr15	65150823	EOG090B04OR	aRhiBiv1_chr13	78273953	aRhiBiv1_EOG090B04OR
chr15	65259407	EOG090B08Z1	aRhiBiv1_chr13	78589768	aRhiBiv1_EOG090B08Z1
chr15	66293597	EOG090B01IB	aRhiBiv1_chr13	79694269	aRhiBiv1_EOG090B01IB
chr15	66505265	EOG090B03VL	aRhiBiv1_chr13	79832320	aRhiBiv1_EOG090B03VL
chr15	67202821	EOG090B0BJW	aRhiBiv1_chr13	80201679	aRhiBiv1_EOG090B0BJW
chr15	69254531	EOG090B05I6	aRhiBiv1_chr13	81638780	aRhiBiv1_EOG090B05I6
chr15	72695235	EOG090B06UR	aRhiBiv1_chr13	20726436	aRhiBiv1_EOG090B06UR
chr15	72752341	EOG090B06WK	aRhiBiv1_chr13	20641506	aRhiBiv1_EOG090B06WK
chr15	73699640	EOG090B0CTO	aRhiBiv1_chr13	10642768	aRhiBiv1_EOG090B0CTO
chr15	74446090	EOG090B09YY	aRhiBiv1_chr13	12945795	aRhiBiv1_EOG090B09YY
chr15	75028319	EOG090B0EH3	aRhiBiv1_chr13	16738434	aRhiBiv1_EOG090B0EH3
chr15	75355906	EOG090B01DL	aRhiBiv1_chr13	15955941	aRhiBiv1_EOG090B01DL
chr15	75903964	EOG090B07GT	aRhiBiv1_chr13	8639635	aRhiBiv1_EOG090B07GT
chr15	76269133	EOG090B0A1P	aRhiBiv1_chr13	8929144	aRhiBiv1_EOG090B0A1P
chr15	77454776	EOG090B09VK	aRhiBiv1_chr13	13275794	aRhiBiv1_EOG090B09VK
chr15	80153055	EOG090B0654	aRhiBiv1_chr13	83590619	aRhiBiv1_EOG090B0654
chr15	80979219	EOG090B0HGF	aRhiBiv1_chr13	83947564	aRhiBiv1_EOG090B0HGF
chr15	81254129	EOG090B01GG	aRhiBiv1_chr13	63639235	aRhiBiv1_EOG090B01GG
chr15	81313256	EOG090B0EK2	aRhiBiv1_chr13	63624853	aRhiBiv1_EOG090B0EK2
chr15	82544592	EOG090B04RQ	aRhiBiv1_chr13	24343162	aRhiBiv1_EOG090B04RQ
chr15	82744041	EOG090B02AA	aRhiBiv1_chr13	60944647	aRhiBiv1_EOG090B02AA
chr15	83147930	EOG090B0FHL	aRhiBiv1_chr13	61590219	aRhiBiv1_EOG090B0FHL
chr15	88459613	EOG090B09ZA	aRhiBiv1_chr13	68915763	aRhiBiv1_EOG090B09ZA
chr15	88506725	EOG090B03X4	aRhiBiv1_chr13	68778849	aRhiBiv1_EOG090B03X4
chr15	89247648	EOG090B00P0	aRhiBiv1_chr13	67242931	aRhiBiv1_EOG090B00P0
chr15	89575587	EOG090B02R7	aRhiBiv1_chr13	67996417	aRhiBiv1_EOG090B02R7
chr15	99258644	EOG090B031V	aRhiBiv1_chr3	9645218	aRhiBiv1_EOG090B031V
chr15	100612217	EOG090B08KX	aRhiBiv1_chr13	77541370	aRhiBiv1_EOG090B08KX
chr15	101281724	EOG090B0B0I	aRhiBiv1_chr13	77965848	aRhiBiv1_EOG090B0B0I
chr15	101642479	EOG090B0D8F	aRhiBiv1_chr13	38367923	aRhiBiv1_EOG090B0D8F
chr15	25339137	EOG090B01UC	bCalAnn1_chr1	133401686	bCalAnn1_EOG090B01UC
chr15	29122551	EOG090B0696	bCalAnn1_chr10	5882985	bCalAnn1_EOG090B0696
chr15	30904664	EOG090B01LE	bCalAnn1_chr10	6060220	bCalAnn1_EOG090B01LE
chr15	30941470	EOG090B028S	bCalAnn1_chr10	6080587	bCalAnn1_EOG090B028S
chr15	32643593	EOG090B0E1B	bCalAnn1_chr5A	12142264	bCalAnn1_EOG090B0E1B
chr15	34084334	EOG090B0HOT	bCalAnn1_chr5A	11548177	bCalAnn1_EOG090B0HOT
chr15	39801132	EOG090B03CX	bCalAnn1_chr5A	10987245	bCalAnn1_EOG090B03CX
chr15	40553971	EOG090B0E0P	bCalAnn1_chr5	509973	bCalAnn1_EOG090B0E0P
chr15	40569440	EOG090B071G	bCalAnn1_chr5	500850	bCalAnn1_EOG090B071G
chr15	40698759	EOG090B0A3S	bCalAnn1_chr5	470573	bCalAnn1_EOG090B0A3S
chr15	40764181	EOG090B0K77	bCalAnn1_chr5	442884	bCalAnn1_EOG090B0K77
chr15	40807590	EOG090B08AF	bCalAnn1_chr5A	4669700	bCalAnn1_EOG090B08AF
chr15	40894769	EOG090B01FE	bCalAnn1_chr5A	4763819	bCalAnn1_EOG090B01FE
chr15	41163162	EOG090B0B36	bCalAnn1_chr2	127455711	bCalAnn1_EOG090B0B36
chr15	41338315	EOG090B06BG	bCalAnn1_chr5A	5106914	bCalAnn1_EOG090B06BG
chr15	41417236	EOG090B0629	bCalAnn1_chr5A	5129571	bCalAnn1_EOG090B0629
chr15	42544083	EOG090B0DF7	bCalAnn1_chr5A	2507085	bCalAnn1_EOG090B0DF7
chr15	42548873	EOG090B0G1S	bCalAnn1_chr5A	2500142	bCalAnn1_EOG090B0G1S
chr15	42723476	EOG090B00VM	bCalAnn1_chr5A	2350100	bCalAnn1_EOG090B00VM
chr15	43133863	EOG090B02SA	bCalAnn1_chr5A	2101247	bCalAnn1_EOG090B02SA
chr15	43185499	EOG090B0ALD	bCalAnn1_chr20	15013451	bCalAnn1_EOG090B0ALD
chr15	43327652	EOG090B098W	bCalAnn1_chr14	2609290	bCalAnn1_EOG090B098W
chr15	43334208	EOG090B09B3	bCalAnn1_chr10	5614061	bCalAnn1_EOG090B09B3
chr15	43371355	EOG090B03IF	bCalAnn1_chr10	21741045	bCalAnn1_EOG090B03IF
chr15	43407383	EOG090B00BV	bCalAnn1_chr10	21712167	bCalAnn1_EOG090B00BV
chr15	43805094	EOG090B0CE3	bCalAnn1_chr10	21573093	bCalAnn1_EOG090B0CE3
chr15	45023284	EOG090B087T	bCalAnn1_chr10	3248556	bCalAnn1_EOG090B087T
chr15	45362109	EOG090B06Z8	bCalAnn1_chr10	11617531	bCalAnn1_EOG090B06Z8
chr15	45643530	EOG090B06QL	bCalAnn1_chr10	11394776	bCalAnn1_EOG090B06QL
chr15	48120037	EOG090B05MM	bCalAnn1_chr10	10734321	bCalAnn1_EOG090B05MM
chr15	49215977	EOG090B0680	bCalAnn1_chr10	11147003	bCalAnn1_EOG090B0680
chr15	49618728	EOG090B097H	bCalAnn1_chr10	11269200	bCalAnn1_EOG090B097H
chr15	50242260	EOG090B03A0	bCalAnn1_chr10	11580589	bCalAnn1_EOG090B03A0
chr15	51681756	EOG090B06I2	bCalAnn1_chr10	9772153	bCalAnn1_EOG090B06I2
chr15	51723607	EOG090B0FNL	bCalAnn1_chr10	9758681	bCalAnn1_EOG090B0FNL
chr15	51938156	EOG090B04T5	bCalAnn1_chr10	9658979	bCalAnn1_EOG090B04T5
chr15	52582154	EOG090B01CT	bCalAnn1_chr10	9306754	bCalAnn1_EOG090B01CT
chr15	55311990	EOG090B049P	bCalAnn1_chr10	3842171	bCalAnn1_EOG090B049P
chr15	55355797	EOG090B02M5	bCalAnn1_chr10	3851932	bCalAnn1_EOG090B02M5
chr15	56373296	EOG090B07T9	bCalAnn1_chr10	4153185	bCalAnn1_EOG090B07T9
chr15	56429101	EOG090B08L4	bCalAnn1_chr10	4173769	bCalAnn1_EOG090B08L4
chr15	57599674	EOG090B01XI	bCalAnn1_chr10	4584230	bCalAnn1_EOG090B01XI
chr15	58536202	EOG090B075X	bCalAnn1_chr10	4854941	bCalAnn1_EOG090B075X
chr15	58879999	EOG090B02M4	bCalAnn1_chr10	4958546	bCalAnn1_EOG090B02M4
chr15	59018953	EOG090B02F4	bCalAnn1_chr10	4982761	bCalAnn1_EOG090B02F4
chr15	59207016	EOG090B05TT	bCalAnn1_chr5	12090031	bCalAnn1_EOG090B05TT
chr15	59659652	EOG090B06U9	bCalAnn1_chr10	6745135	bCalAnn1_EOG090B06U9
chr15	60420927	EOG090B01OW	bCalAnn1_chr10	7037772	bCalAnn1_EOG090B01OW
chr15	63121872	EOG090B057T	bCalAnn1_chr10	8005706	bCalAnn1_EOG090B057T
chr15	63521323	EOG090B04JC	bCalAnn1_chr10	8103906	bCalAnn1_EOG090B04JC
chr15	63597393	EOG090B0C74	bCalAnn1_chr10	8147536	bCalAnn1_EOG090B0C74
chr15	64381556	EOG090B04HO	bCalAnn1_chr10	3612061	bCalAnn1_EOG090B04HO
chr15	64816298	EOG090B03R5	bCalAnn1_chr8	19635071	bCalAnn1_EOG090B03R5
chr15	64963620	EOG090B09AC	bCalAnn1_chr10	18960239	bCalAnn1_EOG090B09AC
chr15	65003062	EOG090B0822	bCalAnn1_chr10	19034200	bCalAnn1_EOG090B0822
chr15	65150823	EOG090B04OR	bCalAnn1_chr10	18971727	bCalAnn1_EOG090B04OR
chr15	65259407	EOG090B08Z1	bCalAnn1_chr10	19073939	bCalAnn1_EOG090B08Z1
chr15	66293597	EOG090B01IB	bCalAnn1_chr10	19722509	bCalAnn1_EOG090B01IB
chr15	66505265	EOG090B03VL	bCalAnn1_chr10	19798158	bCalAnn1_EOG090B03VL
chr15	67202821	EOG090B0BJW	bCalAnn1_chr10	20238355	bCalAnn1_EOG090B0BJW
chr15	68278418	EOG090B03DC	bCalAnn1_scaffold_22_arrow_ctg1	1	bCalAnn1_EOG090B03DC
chr15	69254531	EOG090B05I6	bCalAnn1_chr10	20785988	bCalAnn1_EOG090B05I6
