chr1	po1	gene1	chr2	po2	gene2
chr19	4658005	EOG090B0HY0	aRhiBiv1_chr8	251212798	aRhiBiv1_EOG090B0HY0
chr19	16553679	EOG090B07LD	aRhiBiv1_chr8	237954849	aRhiBiv1_EOG090B07LD
chr19	17049873	EOG090B092A	aRhiBiv1_chr8	236467968	aRhiBiv1_EOG090B092A
chr19	18307464	EOG090B0JK8	aRhiBiv1_chr8	243118651	aRhiBiv1_EOG090B0JK8
chr19	18899679	EOG090B0ALC	aRhiBiv1_chr8	228434750	aRhiBiv1_EOG090B0ALC
chr19	29606319	EOG090B0DPA	aRhiBiv1_chr15	50167064	aRhiBiv1_EOG090B0DPA
chr19	4658005	EOG090B0HY0	bCalAnn1_chr28	4413866	bCalAnn1_EOG090B0HY0
chr19	16553679	EOG090B07LD	bCalAnn1_chr28	2282117	bCalAnn1_EOG090B07LD
chr19	17049873	EOG090B092A	bCalAnn1_chr28	4055957	bCalAnn1_EOG090B092A
chr19	18307464	EOG090B0JK8	bCalAnn1_chr28	3769039	bCalAnn1_EOG090B0JK8
chr19	18899679	EOG090B0ALC	bCalAnn1_chr28	3473634	bCalAnn1_EOG090B0ALC
chr19	29606319	EOG090B0DPA	bCalAnn1_chr11	8329996	bCalAnn1_EOG090B0DPA
chr19	4658005	EOG090B0HY0	bStrHab1_chr20	4938047	bStrHab1_EOG090B0HY0
chr19	16553679	EOG090B07LD	bStrHab1_chr20	4199636	bStrHab1_EOG090B07LD
chr19	17049873	EOG090B092A	bStrHab1_chr20	4060235	bStrHab1_EOG090B092A
chr19	18307464	EOG090B0JK8	bStrHab1_chr20	937649	bStrHab1_EOG090B0JK8
chr19	18899679	EOG090B0ALC	bStrHab1_chr20	638025	bStrHab1_EOG090B0ALC
chr19	29606319	EOG090B0DPA	bStrHab1_chrZ	970110	bStrHab1_EOG090B0DPA
chr19	4658005	EOG090B0HY0	bTaeGut1_chr28	1921092	bTaeGut1_EOG090B0HY0
chr19	16553679	EOG090B07LD	bTaeGut1_chr28	3140241	bTaeGut1_EOG090B07LD
chr19	17049873	EOG090B092A	bTaeGut1_chr28	3276739	bTaeGut1_EOG090B092A
chr19	18307464	EOG090B0JK8	bTaeGut1_chr28	913100	bTaeGut1_EOG090B0JK8
chr19	18899679	EOG090B0ALC	bTaeGut1_chr28	507757	bTaeGut1_EOG090B0ALC
chr19	29606319	EOG090B0DPA	bTaeGut1_chr11	14251580	bTaeGut1_EOG090B0DPA
chr19	4658005	EOG090B0HY0	fAnaTes1_chr4	13045792	fAnaTes1_EOG090B0HY0
