chrom	chromStart	chromEnd	name	gieStain
chr16	1	90338345	hg38	hg38
aRhiBiv1_chr7	1	313513962	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr8	1	277530821	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr14	1	82662308	aRhiBiv1	aRhiBiv1
aRhiBiv1_chr16	1	74781573	aRhiBiv1	aRhiBiv1
bCalAnn1_chr11	1	20302349	bCalAnn1	bCalAnn1
bCalAnn1_chr14	1	15497061	bCalAnn1	bCalAnn1
bStrHab1_chr4	1	86460390	bStrHab1	bStrHab1
bStrHab1_chrW	1	37425726	bStrHab1	bStrHab1
bStrHab1_chrZ	1	101869369	bStrHab1	bStrHab1
bTaeGut1_chr11	1	21012354	bTaeGut1	bTaeGut1
bTaeGut1_chr14	1	16673467	bTaeGut1	bTaeGut1
bTaeGut1_chr4A	1	19824313	bTaeGut1	bTaeGut1
bTaeGut1_scaffold_161_arrow_ctg1	1	372589	bTaeGut1	bTaeGut1
fAnaTes1_chr1	1	27357120	fAnaTes1	fAnaTes1
fAnaTes1_chr3	1	27937778	fAnaTes1	fAnaTes1
fAnaTes1_chr4	1	26090302	fAnaTes1	fAnaTes1
fAnaTes1_chr6	1	25063394	fAnaTes1	fAnaTes1
fAnaTes1_chr7	1	25106443	fAnaTes1	fAnaTes1
fAnaTes1_chr8	1	21832553	fAnaTes1	fAnaTes1
fAnaTes1_chr13	1	25912841	fAnaTes1	fAnaTes1
fAnaTes1_chr19	1	18693732	fAnaTes1	fAnaTes1
fAnaTes1_chr24	1	19933469	fAnaTes1	fAnaTes1
fArcCen1_chr1	1	40720952	fArcCen1	fArcCen1
fArcCen1_chr3	1	36298665	fArcCen1	fArcCen1
fArcCen1_chr4	1	38523138	fArcCen1	fArcCen1
fArcCen1_chr6	1	36044076	fArcCen1	fArcCen1
fArcCen1_chr7	1	37817259	fArcCen1	fArcCen1
fArcCen1_chr8	1	30379552	fArcCen1	fArcCen1
fArcCen1_chr13	1	43489282	fArcCen1	fArcCen1
fArcCen1_chr16	1	38360014	fArcCen1	fArcCen1
fArcCen1_chr19	1	31014359	fArcCen1	fArcCen1
fArcCen1_chr24	1	35997201	fArcCen1	fArcCen1
fArcCen1_scaffold_58_ctg1	1	1421100	fArcCen1	fArcCen1
fAstCal1_chr1	1	41162407	fAstCal1	fAstCal1
fAstCal1_chr4	1	33433079	fAstCal1	fAstCal1
fAstCal1_chr6	1	41428020	fAstCal1	fAstCal1
fAstCal1_chr7	1	68397778	fAstCal1	fAstCal1
fAstCal1_chr8	1	25827708	fAstCal1	fAstCal1
fAstCal1_chr12	1	38669361	fAstCal1	fAstCal1
fAstCal1_chr14	1	39985354	fAstCal1	fAstCal1
fAstCal1_chr15	1	40222765	fAstCal1	fAstCal1
fCotGob3_chr1	1	27055867	fCotGob3	fCotGob3
fCotGob3_chr3	1	30028995	fCotGob3	fCotGob3
fCotGob3_chr4	1	28949045	fCotGob3	fCotGob3
fCotGob3_chr6	1	27680345	fCotGob3	fCotGob3
fCotGob3_chr7	1	23069680	fCotGob3	fCotGob3
fCotGob3_chr8	1	23432536	fCotGob3	fCotGob3
fCotGob3_chr13	1	27742916	fCotGob3	fCotGob3
fCotGob3_chr18	1	14930383	fCotGob3	fCotGob3
fCotGob3_chr19	1	21060126	fCotGob3	fCotGob3
fCotGob3_chr24	1	22441820	fCotGob3	fCotGob3
fCotGob3_fCotGob3_284arrow_ctg1	1	236723	fCotGob3	fCotGob3
fGouWil2_chr1	1	45933286	fGouWil2	fGouWil2
fGouWil2_chr3	1	46057556	fGouWil2	fGouWil2
fGouWil2_chr4	1	43801156	fGouWil2	fGouWil2
fGouWil2_chr6	1	72451976	fGouWil2	fGouWil2
fGouWil2_chr7	1	40544756	fGouWil2	fGouWil2
fGouWil2_chr8	1	34658348	fGouWil2	fGouWil2
fGouWil2_chr12	1	33478699	fGouWil2	fGouWil2
fGouWil2_chr13	1	44521366	fGouWil2	fGouWil2
fGouWil2_chr19	1	26982661	fGouWil2	fGouWil2
fGouWil2_scaffold_320_arrow_ctg1	1	4732790	fGouWil2	fGouWil2
fMasArm1_chr1	1	26083871	fMasArm1	fMasArm1
fMasArm1_chr3	1	28130073	fMasArm1	fMasArm1
