chr1	po1	gene1	chr2	po2	gene2
chr21	6560783	EOG090B0EX3	aRhiBiv1_chr12	29833120	aRhiBiv1_EOG090B0EX3
chr21	17793415	EOG090B0A9U	aRhiBiv1_chr15	24522831	aRhiBiv1_EOG090B0A9U
chr21	25584172	EOG090B0A0M	aRhiBiv1_chr15	5506442	aRhiBiv1_EOG090B0A0M
chr21	25734950	EOG090B05S8	aRhiBiv1_chr15	5218021	aRhiBiv1_EOG090B05S8
chr21	28876385	EOG090B0DQP	aRhiBiv1_chr9	128494197	aRhiBiv1_EOG090B0DQP
chr21	31452466	EOG090B0F7L	aRhiBiv1_chr3	328165278	aRhiBiv1_EOG090B0F7L
chr21	32583616	EOG090B0AO9	aRhiBiv1_chr5	240932691	aRhiBiv1_EOG090B0AO9
chr21	33488227	EOG090B073K	aRhiBiv1_chr5	239275354	aRhiBiv1_EOG090B073K
chr21	33578307	EOG090B05OK	aRhiBiv1_chr5	238611539	aRhiBiv1_EOG090B05OK
chr21	34370479	EOG090B0HN4	aRhiBiv1_chr5	237601318	aRhiBiv1_EOG090B0HN4
chr21	36036117	EOG090B06CZ	aRhiBiv1_chr5	235769828	aRhiBiv1_EOG090B06CZ
chr21	36386137	EOG090B04JK	aRhiBiv1_chr5	234847789	aRhiBiv1_EOG090B04JK
chr21	37225544	EOG090B0AFJ	aRhiBiv1_chr5	233710510	aRhiBiv1_EOG090B0AFJ
chr21	39175590	EOG090B0HXK	aRhiBiv1_chr15	33843189	aRhiBiv1_EOG090B0HXK
chr21	39380385	EOG090B0FH5	aRhiBiv1_chr15	33452411	aRhiBiv1_EOG090B0FH5
chr21	41217807	EOG090B05BH	aRhiBiv1_chr15	31438781	aRhiBiv1_EOG090B05BH
chr21	42472818	EOG090B0D19	aRhiBiv1_chr15	26546337	aRhiBiv1_EOG090B0D19
chr21	42850049	EOG090B08D6	aRhiBiv1_chr15	26330507	aRhiBiv1_EOG090B08D6
chr21	44012494	EOG090B00QP	aRhiBiv1_chr15	27028069	aRhiBiv1_EOG090B00QP
chr21	45260455	EOG090B071Y	aRhiBiv1_chr6	172948747	aRhiBiv1_EOG090B071Y
chr21	6560783	EOG090B0EX3	bCalAnn1_chr1	111081017	bCalAnn1_EOG090B0EX3
chr21	17793415	EOG090B0A9U	bCalAnn1_chr1	100805094	bCalAnn1_EOG090B0A9U
chr21	25584172	EOG090B0A0M	bCalAnn1_chr1	103418564	bCalAnn1_EOG090B0A0M
chr21	25734950	EOG090B05S8	bCalAnn1_chr1	103481809	bCalAnn1_EOG090B05S8
chr21	26920518	EOG090B02FI	bCalAnn1_chr1	103992751	bCalAnn1_EOG090B02FI
chr21	28876385	EOG090B0DQP	bCalAnn1_chr1	104876474	bCalAnn1_EOG090B0DQP
chr21	29006417	EOG090B0B95	bCalAnn1_chr1	104916761	bCalAnn1_EOG090B0B95
chr21	31452466	EOG090B0F7L	bCalAnn1_chr3	71434733	bCalAnn1_EOG090B0F7L
chr21	32583616	EOG090B0AO9	bCalAnn1_chr1	105991997	bCalAnn1_EOG090B0AO9
chr21	33488227	EOG090B073K	bCalAnn1_chr1	106420881	bCalAnn1_EOG090B073K
chr21	33578307	EOG090B05OK	bCalAnn1_chr1	106539798	bCalAnn1_EOG090B05OK
chr21	34370479	EOG090B0HN4	bCalAnn1_chr1	106977737	bCalAnn1_EOG090B0HN4
chr21	36036117	EOG090B06CZ	bCalAnn1_chr1	107740801	bCalAnn1_EOG090B06CZ
chr21	36122723	EOG090B0C34	bCalAnn1_chr3	10447816	bCalAnn1_EOG090B0C34
chr21	36386137	EOG090B04JK	bCalAnn1_chr1	107849095	bCalAnn1_EOG090B04JK
chr21	36888928	EOG090B0BXG	bCalAnn1_chr1	108113782	bCalAnn1_EOG090B0BXG
chr21	37225544	EOG090B0AFJ	bCalAnn1_chr1	108260423	bCalAnn1_EOG090B0AFJ
chr21	39175590	EOG090B0HXK	bCalAnn1_chr1	109158314	bCalAnn1_EOG090B0HXK
chr21	39380385	EOG090B0FH5	bCalAnn1_chr1	109228890	bCalAnn1_EOG090B0FH5
chr21	41217807	EOG090B05BH	bCalAnn1_chr1	110105416	bCalAnn1_EOG090B05BH
chr21	42472818	EOG090B0D19	bCalAnn1_chr1	110723058	bCalAnn1_EOG090B0D19
chr21	42850049	EOG090B08D6	bCalAnn1_chr1	110858737	bCalAnn1_EOG090B08D6
chr21	43002500	EOG090B07LC	bCalAnn1_chr1	110905740	bCalAnn1_EOG090B07LC
chr21	43572586	EOG090B0C8Z	bCalAnn1_chr1	111345187	bCalAnn1_EOG090B0C8Z
chr21	44012494	EOG090B00QP	bCalAnn1_chr1	111630144	bCalAnn1_EOG090B00QP
chr21	45260455	EOG090B071Y	bCalAnn1_chr7	29038322	bCalAnn1_EOG090B071Y
chr21	6560783	EOG090B0EX3	bStrHab1_chr2	33496966	bStrHab1_EOG090B0EX3
chr21	17793415	EOG090B0A9U	bStrHab1_chr2	22950241	bStrHab1_EOG090B0A9U
chr21	25584172	EOG090B0A0M	bStrHab1_chr2	25829001	bStrHab1_EOG090B0A0M
chr21	25734950	EOG090B05S8	bStrHab1_chr2	25890766	bStrHab1_EOG090B05S8
chr21	26920518	EOG090B02FI	bStrHab1_chr2	26397975	bStrHab1_EOG090B02FI
chr21	28876385	EOG090B0DQP	bStrHab1_chr2	27318720	bStrHab1_EOG090B0DQP
chr21	29006417	EOG090B0B95	bStrHab1_chr2	27358791	bStrHab1_EOG090B0B95
chr21	31452466	EOG090B0F7L	bStrHab1_chr6	16341669	bStrHab1_EOG090B0F7L
chr21	32583616	EOG090B0AO9	bStrHab1_chr2	28425641	bStrHab1_EOG090B0AO9
chr21	33488227	EOG090B073K	bStrHab1_chr2	28844522	bStrHab1_EOG090B073K
chr21	33578307	EOG090B05OK	bStrHab1_chr2	28962309	bStrHab1_EOG090B05OK
chr21	34370479	EOG090B0HN4	bStrHab1_chr2	29408214	bStrHab1_EOG090B0HN4
chr21	36036117	EOG090B06CZ	bStrHab1_chr2	30163951	bStrHab1_EOG090B06CZ
chr21	36122723	EOG090B0C34	bStrHab1_chr10	20697256	bStrHab1_EOG090B0C34
chr21	36386137	EOG090B04JK	bStrHab1_chr2	30270130	bStrHab1_EOG090B04JK
chr21	36888928	EOG090B0BXG	bStrHab1_chr2	30538880	bStrHab1_EOG090B0BXG
chr21	37225544	EOG090B0AFJ	bStrHab1_chr2	30693340	bStrHab1_EOG090B0AFJ
chr21	39175590	EOG090B0HXK	bStrHab1_chr2	31578624	bStrHab1_EOG090B0HXK
chr21	39380385	EOG090B0FH5	bStrHab1_chr2	31656215	bStrHab1_EOG090B0FH5
chr21	41217807	EOG090B05BH	bStrHab1_chr2	32548826	bStrHab1_EOG090B05BH
chr21	42472818	EOG090B0D19	bStrHab1_chr2	33144507	bStrHab1_EOG090B0D19
chr21	42850049	EOG090B08D6	bStrHab1_chr2	33280216	bStrHab1_EOG090B08D6
chr21	43002500	EOG090B07LC	bStrHab1_chr2	33336058	bStrHab1_EOG090B07LC
chr21	43572586	EOG090B0C8Z	bStrHab1_chr2	33752056	bStrHab1_EOG090B0C8Z
chr21	44012494	EOG090B00QP	bStrHab1_chr2	34075184	bStrHab1_EOG090B00QP
chr21	45260455	EOG090B071Y	bStrHab1_chr5	2945655	bStrHab1_EOG090B071Y
chr21	6560783	EOG090B0EX3	bTaeGut1_chr1	108768105	bTaeGut1_EOG090B0EX3
chr21	17793415	EOG090B0A9U	bTaeGut1_chr1	7461802	bTaeGut1_EOG090B0A9U
chr21	25584172	EOG090B0A0M	bTaeGut1_chr1	5177747	bTaeGut1_EOG090B0A0M
chr21	25734950	EOG090B05S8	bTaeGut1_chr1	5103951	bTaeGut1_EOG090B05S8
chr21	26920518	EOG090B02FI	bTaeGut1_chr1	17710090	bTaeGut1_EOG090B02FI
chr21	28876385	EOG090B0DQP	bTaeGut1_chr1	17119105	bTaeGut1_EOG090B0DQP
chr21	29006417	EOG090B0B95	bTaeGut1_chr1	3927297	bTaeGut1_EOG090B0B95
chr21	31452466	EOG090B0F7L	bTaeGut1_chr3	44305945	bTaeGut1_EOG090B0F7L
chr21	32583616	EOG090B0AO9	bTaeGut1_chr1	19343903	bTaeGut1_EOG090B0AO9
chr21	33488227	EOG090B073K	bTaeGut1_chr1	113351678	bTaeGut1_EOG090B073K
chr21	33578307	EOG090B05OK	bTaeGut1_chr1	113644275	bTaeGut1_EOG090B05OK
chr21	34370479	EOG090B0HN4	bTaeGut1_chr1	112824851	bTaeGut1_EOG090B0HN4
chr21	36036117	EOG090B06CZ	bTaeGut1_chr1	112079521	bTaeGut1_EOG090B06CZ
