chr1	po1	gene1	chr2	po2	gene2
chr8	9140794	EOG090B0BSN	aRhiBiv1_chr1	405621056	aRhiBiv1_EOG090B0BSN
chr8	17577253	EOG090B08C0	aRhiBiv1_chr1	126835024	aRhiBiv1_EOG090B08C0
chr8	19817538	EOG090B02P4	aRhiBiv1_chr1	383333437	aRhiBiv1_EOG090B02P4
chr8	22621422	EOG090B0BS4	aRhiBiv1_chr5	250429892	aRhiBiv1_EOG090B0BS4
chr8	23246696	EOG090B08K7	aRhiBiv1_chr5	249201695	aRhiBiv1_EOG090B08K7
chr8	23287929	EOG090B03SN	aRhiBiv1_chr5	292389783	aRhiBiv1_EOG090B03SN
chr8	28432550	EOG090B07SX	aRhiBiv1_chr3	509125508	aRhiBiv1_EOG090B07SX
chr8	30063824	EOG090B0C4D	aRhiBiv1_chr1	388332157	aRhiBiv1_EOG090B0C4D
chr8	30578921	EOG090B0B4A	aRhiBiv1_chr1	387872810	aRhiBiv1_EOG090B0B4A
chr8	33485207	EOG090B0CE6	aRhiBiv1_chr5	254711783	aRhiBiv1_EOG090B0CE6
chr8	37763061	EOG090B0BWD	aRhiBiv1_chr5	259204141	aRhiBiv1_EOG090B0BWD
chr8	38105551	EOG090B03U7	aRhiBiv1_chr5	261249220	aRhiBiv1_EOG090B03U7
chr8	47961145	EOG090B01Y7	aRhiBiv1_chr2	623697288	aRhiBiv1_EOG090B01Y7
chr8	56112942	EOG090B09QK	aRhiBiv1_chr2	638581081	aRhiBiv1_EOG090B09QK
chr8	56963793	EOG090B08R7	aRhiBiv1_chr2	640538310	aRhiBiv1_EOG090B08R7
chr8	58146231	EOG090B0CAY	aRhiBiv1_chr2	642097581	aRhiBiv1_EOG090B0CAY
chr8	70637860	EOG090B0A57	aRhiBiv1_chr2	665319921	aRhiBiv1_EOG090B0A57
chr8	70687943	EOG090B0CTA	aRhiBiv1_chr2	665421390	aRhiBiv1_EOG090B0CTA
chr8	73801692	EOG090B0GD7	aRhiBiv1_chr2	670459033	aRhiBiv1_EOG090B0GD7
chr8	76983261	EOG090B09XY	aRhiBiv1_chr2	676270693	aRhiBiv1_EOG090B09XY
chr8	78666149	EOG090B09AE	aRhiBiv1_chr2	679652331	aRhiBiv1_EOG090B09AE
chr8	80641366	EOG090B090S	aRhiBiv1_chr8	6681502	aRhiBiv1_EOG090B090S
chr8	81702695	EOG090B0BUW	aRhiBiv1_chr2	684884236	aRhiBiv1_EOG090B0BUW
chr8	94921814	EOG090B0BMU	aRhiBiv1_chr2	709697435	aRhiBiv1_EOG090B0BMU
chr8	101871830	EOG090B0EG7	aRhiBiv1_chr5	84017289	aRhiBiv1_EOG090B0EG7
chr8	103371657	EOG090B0CIU	aRhiBiv1_chr2	726090595	aRhiBiv1_EOG090B0CIU
chr8	104331190	EOG090B078U	aRhiBiv1_chr2	728462705	aRhiBiv1_EOG090B078U
chr8	106761037	EOG090B07G6	aRhiBiv1_chr2	732747007	aRhiBiv1_EOG090B07G6
chr8	116635859	EOG090B0AR2	aRhiBiv1_chr2	750471763	aRhiBiv1_EOG090B0AR2
chr8	117520877	EOG090B0F58	aRhiBiv1_chr2	752103269	aRhiBiv1_EOG090B0F58
chr8	118919634	EOG090B06GQ	aRhiBiv1_chr2	753970396	aRhiBiv1_EOG090B06GQ
chr8	119208473	EOG090B0HWS	aRhiBiv1_chr2	754574659	aRhiBiv1_EOG090B0HWS
chr8	119735934	EOG090B01IG	aRhiBiv1_chr2	755789672	aRhiBiv1_EOG090B01IG
chr8	120399014	EOG090B0EDJ	aRhiBiv1_chr2	757185928	aRhiBiv1_EOG090B0EDJ
chr8	120449716	EOG090B01ZE	aRhiBiv1_chr2	757248290	aRhiBiv1_EOG090B01ZE
chr8	123006447	EOG090B0AYN	aRhiBiv1_chr2	760852426	aRhiBiv1_EOG090B0AYN
chr8	123253325	EOG090B037F	aRhiBiv1_chr2	734824781	aRhiBiv1_EOG090B037F
chr8	124999404	EOG090B044Z	aRhiBiv1_chr2	764964102	aRhiBiv1_EOG090B044Z
chr8	125024617	EOG090B0102	aRhiBiv1_chr2	765049585	aRhiBiv1_EOG090B0102
chr8	132110575	EOG090B02IT	aRhiBiv1_chr2	776561223	aRhiBiv1_EOG090B02IT
chr8	132593966	EOG090B08EK	aRhiBiv1_chr2	777531212	aRhiBiv1_EOG090B08EK
chr8	9140794	EOG090B0BSN	bCalAnn1_chr4A	34956461	bCalAnn1_EOG090B0BSN
chr8	17577253	EOG090B08C0	bCalAnn1_chr4A	20497500	bCalAnn1_EOG090B08C0
chr8	19817538	EOG090B02P4	bCalAnn1_chr4A	40061577	bCalAnn1_EOG090B02P4
