chr1	po1	gene1	chr2	po2	gene2
chr12	913391	EOG090B07RH	aRhiBiv1_chr4	234492185	aRhiBiv1_EOG090B07RH
chr12	4489807	EOG090B048A	aRhiBiv1_chr4	475873281	aRhiBiv1_EOG090B048A
chr12	4649127	EOG090B07WN	aRhiBiv1_chr4	475264681	aRhiBiv1_EOG090B07WN
chr12	8604284	EOG090B0D4P	aRhiBiv1_chr16	2029601	aRhiBiv1_EOG090B0D4P
chr12	12619798	EOG090B0K7T	aRhiBiv1_chr4	227839260	aRhiBiv1_EOG090B0K7T
chr12	12661201	EOG090B077K	aRhiBiv1_chr4	227946382	aRhiBiv1_EOG090B077K
chr12	14423916	EOG090B059G	aRhiBiv1_chr2	447586651	aRhiBiv1_EOG090B059G
chr12	15882708	EOG090B0978	aRhiBiv1_chr4	482843361	aRhiBiv1_EOG090B0978
chr12	16189668	EOG090B06BI	aRhiBiv1_chr4	478152993	aRhiBiv1_EOG090B06BI
chr12	21437731	EOG090B057Q	aRhiBiv1_chr6	313713377	aRhiBiv1_EOG090B057Q
chr12	21470194	EOG090B03BY	aRhiBiv1_chr4	290781237	aRhiBiv1_EOG090B03BY
chr12	26195673	EOG090B0ERX	aRhiBiv1_chr4	286096328	aRhiBiv1_EOG090B0ERX
chr12	31661954	EOG090B0AXV	aRhiBiv1_chr4	250016534	aRhiBiv1_EOG090B0AXV
chr12	38316894	EOG090B06B8	aRhiBiv1_chr9	62619713	aRhiBiv1_EOG090B06B8
chr12	45016286	EOG090B0BN2	aRhiBiv1_chr9	111339323	aRhiBiv1_EOG090B0BN2
chr12	56316832	EOG090B00WA	aRhiBiv1_chr3	278688448	aRhiBiv1_EOG090B00WA
chr12	63779961	EOG090B05QS	aRhiBiv1_chr12	31323235	aRhiBiv1_EOG090B05QS
chr12	64824880	EOG090B02JO	aRhiBiv1_chr9	124291344	aRhiBiv1_EOG090B02JO
chr12	65434617	EOG090B0EPW	aRhiBiv1_chr9	122675788	aRhiBiv1_EOG090B0EPW
chr12	69359973	EOG090B0GHW	aRhiBiv1_chr4	468952572	aRhiBiv1_EOG090B0GHW
