chr1	po1	gene1	chr2	po2	gene2
chr22	19038865	EOG090B04TV	aRhiBiv1_chr11	50302637	aRhiBiv1_EOG090B04TV
chr22	19134196	EOG090B0782	aRhiBiv1_chr11	50218804	aRhiBiv1_EOG090B0782
chr22	19432555	EOG090B0GW2	aRhiBiv1_chr11	48663198	aRhiBiv1_EOG090B0GW2
chr22	19450670	EOG090B09EE	aRhiBiv1_chr11	48601613	aRhiBiv1_EOG090B09EE
chr22	19479969	EOG090B04EG	aRhiBiv1_chr11	48499784	aRhiBiv1_EOG090B04EG
chr22	20859111	EOG090B0BEY	aRhiBiv1_chr11	49922353	aRhiBiv1_EOG090B0BEY
chr22	24495404	EOG090B06Z9	aRhiBiv1_chr11	52234361	aRhiBiv1_EOG090B06Z9
chr22	26483891	EOG090B0I68	aRhiBiv1_chr11	16243846	aRhiBiv1_EOG090B0I68
chr22	26492013	EOG090B025G	aRhiBiv1_chr17	7941685	aRhiBiv1_EOG090B025G
chr22	28773193	EOG090B0IU8	aRhiBiv1_chr11	56174131	aRhiBiv1_EOG090B0IU8
chr22	31754922	EOG090B00G4	aRhiBiv1_chr11	52789244	aRhiBiv1_EOG090B00G4
chr22	32833620	EOG090B0CJR	aRhiBiv1_chr4	477779701	aRhiBiv1_EOG090B0CJR
chr22	35607297	EOG090B0HBO	aRhiBiv1_chr2	454930660	aRhiBiv1_EOG090B0HBO
chr22	36467804	EOG090B0FRD	aRhiBiv1_chr2	456997177	aRhiBiv1_EOG090B0FRD
chr22	36490008	EOG090B032J	aRhiBiv1_chr2	457049384	aRhiBiv1_EOG090B032J
chr22	36861172	EOG090B09VV	aRhiBiv1_chr2	407616646	aRhiBiv1_EOG090B09VV
chr22	37944175	EOG090B0FDG	aRhiBiv1_chr2	413752018	aRhiBiv1_EOG090B0FDG
chr22	37953788	EOG090B0JQD	aRhiBiv1_chr2	413807171	aRhiBiv1_EOG090B0JQD
chr22	38779449	EOG090B0J1Y	aRhiBiv1_chr2	420532138	aRhiBiv1_EOG090B0J1Y
chr22	39511295	EOG090B06QA	aRhiBiv1_chr2	418364830	aRhiBiv1_EOG090B06QA
chr22	40400807	EOG090B02D0	aRhiBiv1_chr2	423919959	aRhiBiv1_EOG090B02D0
