chr1	po1	gene1	chr2	po2	gene2
chr14	24440083	EOG090B0C5T	aRhiBiv1_chr16	9320089	aRhiBiv1_EOG090B0C5T
chr14	28264554	EOG090B0GKV	aRhiBiv1_chr7	238426651	aRhiBiv1_EOG090B0GKV
chr14	30622339	EOG090B03F5	aRhiBiv1_chr4	153106346	aRhiBiv1_EOG090B03F5
chr14	31066197	EOG090B0FJ6	aRhiBiv1_chr4	152254786	aRhiBiv1_EOG090B0FJ6
chr14	31448129	EOG090B0H4P	aRhiBiv1_chr4	142049619	aRhiBiv1_EOG090B0H4P
chr14	32271855	EOG090B0GX5	aRhiBiv1_chr2	306763730	aRhiBiv1_EOG090B0GX5
chr14	34505881	EOG090B0BNG	aRhiBiv1_chr4	146239659	aRhiBiv1_EOG090B0BNG
chr14	34996710	EOG090B057K	aRhiBiv1_chr4	147299124	aRhiBiv1_EOG090B057K
chr14	35085590	EOG090B0618	aRhiBiv1_chr4	147492054	aRhiBiv1_EOG090B0618
chr14	35429842	EOG090B0ENW	aRhiBiv1_chr11	81868741	aRhiBiv1_EOG090B0ENW
chr14	36299083	EOG090B09S8	aRhiBiv1_chr4	149699493	aRhiBiv1_EOG090B09S8
chr14	39175280	EOG090B0916	aRhiBiv1_chr4	98714160	aRhiBiv1_EOG090B0916
chr14	39386486	EOG090B0640	aRhiBiv1_chr4	98314036	aRhiBiv1_EOG090B0640
chr14	44112899	EOG090B0JYX	aRhiBiv1_chr17	26041955	aRhiBiv1_EOG090B0JYX
chr14	45082929	EOG090B037R	aRhiBiv1_chr4	89436545	aRhiBiv1_EOG090B037R
chr14	45204109	EOG090B0528	aRhiBiv1_chr4	88820012	aRhiBiv1_EOG090B0528
chr14	49625542	EOG090B04FS	aRhiBiv1_chr4	76081138	aRhiBiv1_EOG090B04FS
chr14	50102706	EOG090B0H38	aRhiBiv1_chr4	74935296	aRhiBiv1_EOG090B0H38
chr14	50247058	EOG090B06RD	aRhiBiv1_chr4	74586322	aRhiBiv1_EOG090B06RD
chr14	50311843	EOG090B0DVU	aRhiBiv1_chr4	74565831	aRhiBiv1_EOG090B0DVU
chr14	50635183	EOG090B07ET	aRhiBiv1_chr4	73904962	aRhiBiv1_EOG090B07ET
