sID	color
1	1
2	2
3	2
4	2
5	2
6	2
7	10
8	10
9	10
10	10
11	3
12	3
13	3
14	11
15	11
16	11
17	4
18	4
19	4
20	4
21	4
22	4
23	4
24	12
25	12
26	12
27	12
28	12
29	12
30	5
31	5
32	5
33	5
34	5
35	5
36	5
37	13
38	13
39	13
40	13
41	13
42	13
43	6
44	6
45	6
46	6
47	6
48	6
49	6
50	14
51	14
52	14
53	14
54	14
55	14
56	7
57	7
58	7
59	7
60	15
61	15
62	15
63	15
64	8
65	8
66	8
67	8
68	16
69	16
70	16
71	16
72	9
73	9
74	9
75	17
76	17
77	17
78	17
79	17
