chr1	po1	gene1	chr2	po2	gene2
chr16	78310	EOG090B09PP	aRhiBiv1_chr14	33626639	aRhiBiv1_EOG090B09PP
chr16	367675	EOG090B0CTS	aRhiBiv1_chr14	48639811	aRhiBiv1_EOG090B0CTS
chr16	694275	EOG090B05PZ	aRhiBiv1_chr14	35904220	aRhiBiv1_EOG090B05PZ
chr16	785950	EOG090B0A7T	aRhiBiv1_chr14	4220587	aRhiBiv1_EOG090B0A7T
chr16	788685	EOG090B0CP9	aRhiBiv1_chr14	4235313	aRhiBiv1_EOG090B0CP9
chr16	1711601	EOG090B00SY	aRhiBiv1_chr14	36731661	aRhiBiv1_EOG090B00SY
chr16	1809283	EOG090B09UN	aRhiBiv1_chr14	3732341	aRhiBiv1_EOG090B09UN
chr16	1834256	EOG090B05TU	aRhiBiv1_chr14	3685085	aRhiBiv1_EOG090B05TU
chr16	1959625	EOG090B0HTB	aRhiBiv1_chr14	3416966	aRhiBiv1_EOG090B0HTB
chr16	1972165	EOG090B02ET	aRhiBiv1_chr14	3365511	aRhiBiv1_EOG090B02ET
chr16	1998232	EOG090B026T	aRhiBiv1_chr14	3217929	aRhiBiv1_EOG090B026T
chr16	2039924	EOG090B08BT	aRhiBiv1_chr14	3053333	aRhiBiv1_EOG090B08BT
chr16	2165885	EOG090B0398	aRhiBiv1_chr14	2507371	aRhiBiv1_EOG090B0398
chr16	2424617	EOG090B02PP	aRhiBiv1_chr14	40299295	aRhiBiv1_EOG090B02PP
chr16	3476228	EOG090B0BJS	aRhiBiv1_chr14	47282734	aRhiBiv1_EOG090B0BJS
chr16	3504731	EOG090B08Y7	aRhiBiv1_chr14	43207133	aRhiBiv1_EOG090B08Y7
chr16	4512572	EOG090B0HIE	aRhiBiv1_chr14	46443590	aRhiBiv1_EOG090B0HIE
chr16	4696880	EOG090B038O	aRhiBiv1_chr14	42959865	aRhiBiv1_EOG090B038O
chr16	4805236	EOG090B03O3	aRhiBiv1_chr14	34197155	aRhiBiv1_EOG090B03O3
chr16	8625666	EOG090B08FF	aRhiBiv1_chr14	27235059	aRhiBiv1_EOG090B08FF
chr16	8730717	EOG090B04U6	aRhiBiv1_chr14	27127362	aRhiBiv1_EOG090B04U6
chr16	12664886	EOG090B09J4	aRhiBiv1_chr14	22498253	aRhiBiv1_EOG090B09J4
chr16	14536067	EOG090B04HJ	aRhiBiv1_chr14	23887521	aRhiBiv1_EOG090B04HJ
chr16	14993190	EOG090B037P	aRhiBiv1_chr14	21726072	aRhiBiv1_EOG090B037P
chr16	15596693	EOG090B00BQ	aRhiBiv1_chr14	21556635	aRhiBiv1_EOG090B00BQ
chr16	15867440	EOG090B0HXD	aRhiBiv1_chr14	21394603	aRhiBiv1_EOG090B0HXD
chr16	19061650	EOG090B0CT3	aRhiBiv1_chr14	18911400	aRhiBiv1_EOG090B0CT3
chr16	19456707	EOG090B01P0	aRhiBiv1_chr14	18781970	aRhiBiv1_EOG090B01P0
chr16	20915556	EOG090B0GOP	aRhiBiv1_chr14	17952996	aRhiBiv1_EOG090B0GOP
chr16	22225730	EOG090B02GN	aRhiBiv1_chr14	17471646	aRhiBiv1_EOG090B02GN
chr16	22297318	EOG090B02UK	aRhiBiv1_chr14	17431889	aRhiBiv1_EOG090B02UK
chr16	23388920	EOG090B02CW	aRhiBiv1_chr14	835172	aRhiBiv1_EOG090B02CW
chr16	50066132	EOG090B04OL	aRhiBiv1_chr7	71062727	aRhiBiv1_EOG090B04OL
chr16	50605790	EOG090B06WG	aRhiBiv1_chr7	72573073	aRhiBiv1_EOG090B06WG
chr16	53602076	EOG090B01V8	aRhiBiv1_chr16	8802200	aRhiBiv1_EOG090B01V8
chr16	53807501	EOG090B07LJ	aRhiBiv1_chr7	78862141	aRhiBiv1_EOG090B07LJ
chr16	55479480	EOG090B02RS	aRhiBiv1_chr7	82820230	aRhiBiv1_EOG090B02RS
chr16	56484761	EOG090B02NS	aRhiBiv1_chr7	93645295	aRhiBiv1_EOG090B02NS
chr16	57447506	EOG090B0AQ7	aRhiBiv1_chr7	110159221	aRhiBiv1_EOG090B0AQ7
chr16	57462725	EOG090B0BM8	aRhiBiv1_chr7	110108407	aRhiBiv1_EOG090B0BM8
chr16	58001484	EOG090B0G0Z	aRhiBiv1_chr7	141100049	aRhiBiv1_EOG090B0G0Z
chr16	58667385	EOG090B07I2	aRhiBiv1_chr7	138755272	aRhiBiv1_EOG090B07I2
chr16	67154649	EOG090B0AN1	aRhiBiv1_chr7	91480051	aRhiBiv1_EOG090B0AN1
chr16	67431249	EOG090B0825	aRhiBiv1_chr7	99590880	aRhiBiv1_EOG090B0825
chr16	68301275	EOG090B0CT7	aRhiBiv1_chr7	89499774	aRhiBiv1_EOG090B0CT7
chr16	70479590	EOG090B02IC	aRhiBiv1_chr7	108369332	aRhiBiv1_EOG090B02IC
chr16	71568144	EOG090B05JX	aRhiBiv1_chr7	36057839	aRhiBiv1_EOG090B05JX
chr16	74623928	EOG090B03SJ	aRhiBiv1_chr7	107318293	aRhiBiv1_EOG090B03SJ
chr16	77814042	EOG090B07L8	aRhiBiv1_chr7	15104536	aRhiBiv1_EOG090B07L8
chr16	78022627	EOG090B0E8Q	aRhiBiv1_chr7	15015339	aRhiBiv1_EOG090B0E8Q
chr16	84124630	EOG090B08TX	aRhiBiv1_chr7	91012096	aRhiBiv1_EOG090B08TX
chr16	84650547	EOG090B03QU	aRhiBiv1_chr8	224251854	aRhiBiv1_EOG090B03QU
chr16	87326568	EOG090B05GR	aRhiBiv1_chr7	1814677	aRhiBiv1_EOG090B05GR
chr16	78310	EOG090B09PP	bCalAnn1_chr14	14277986	bCalAnn1_EOG090B09PP
chr16	367675	EOG090B0CTS	bCalAnn1_chr14	14363032	bCalAnn1_EOG090B0CTS
