start1	end1	start2	end2	col
2942648999	2942648999	2028197208	2028197208	48
2935196204	2935196204	962386907	962386907	48
2986298624	2986298624	1730190213	1730190213	47
2983475708	2983475708	757051761	757051761	47
2998830376	2998830376	1438454903	1438454903	46
2993800810	2993800810	276759588	276759588	46
1868489256	1868489256	1285552300	1285552300	46
2996948619	2996948619	1073070666	1073070666	46
2999051492	2999051492	1438457497	1438457497	46
2999201284	2999201284	2862785334	2862785334	46
2999556214	2999556214	883216877	883216877	46
3001223892	3001223892	2872622760	2872622760	46
3001777044	3001777044	1438151602	1438151602	46
2924122937	2924122937	2334313286	2334313286	45
2931158432	2931158432	1928164921	1928164921	45
2930796104	2930796104	681556028	681556028	45
2926407187	2926407187	2331558529	2331558529	45
2924489031	2924489031	2333188427	2333188427	45
2609515347	2609515347	2427493682	2427493682	44
2809051938	2809051938	304592390	304592390	43
2819146639	2819146639	105244924	105244924	43
2818529749	2818529749	395318332	395318332	43
2818403554	2818403554	395171315	395171315	43
2814727785	2814727785	818491912	818491912	43
2811066661	2811066661	1502537868	1502537868	43
2810361392	2810361392	399033468	399033468	43
2809151732	2809151732	2769592523	2769592523	43
2819384806	2819384806	1533933163	1533933163	43
2869362175	2869362175	333493472	333493472	42
2871521882	2871521882	333388608	333388608	42
2871267531	2871267531	276358554	276358554	42
2870154451	2870154451	1209092276	1209092276	42
2228626928	2228626928	2991752388	2991752388	42
2869335596	2869335596	1747358859	1747358859	42
2869262507	2869262507	763868499	763868499	42
2867890352	2867890352	2776134591	2776134591	42
2103090246	2103090246	976501177	976501177	42
2872482552	2872482552	1579141061	1579141061	42
2880027245	2880027245	276516911	276516911	42
2872607374	2872607374	285242634	285242634	42
2878966292	2878966292	285807036	285807036	42
2879045768	2879045768	333453068	333453068	42
2879184006	2879184006	333410258	333410258	42
2879487181	2879487181	2760819297	2760819297	42
2879973850	2879973850	276492971	276492971	42
2880060052	2880060052	329295590	329295590	42
2880515998	2880515998	763670149	763670149	42
2875771688	2875771688	341738723	341738723	42
2952300450	2952300450	1032114390	1032114390	41
2956567355	2956567355	972647500	972647500	41
2953733234	2953733234	2251397514	2251397514	41
2952912316	2952912316	2292335664	2292335664	41
2952764120	2952764120	2292232850	2292232850	41
2952485761	2952485761	1017348831	1017348831	41
2950849793	2950849793	972287511	972287511	41
2951296880	2951296880	3008274117	3008274117	41
2951133151	2951133151	3008364365	3008364365	41
2951065894	2951065894	2249237924	2249237924	41
2950840148	2950840148	2298562594	2298562594	41
2950811910	2950811910	972178843	972178843	41
2957100406	2957100406	970426639	970426639	41
2956997882	2956997882	3009115501	3009115501	41
2952497890	2952497890	3063739686	3063739686	41
2957754108	2957754108	2310684286	2310684286	41
2961919292	2961919292	2310232908	2310232908	41
2969534275	2969534275	3078495225	3078495225	41
2967732400	2967732400	3080136272	3080136272	41
2963694178	2963694178	1023902604	1023902604	41
2963639410	2963639410	3016922976	3016922976	41
2963125616	2963125616	3063694061	3063694061	41
2966636009	2966636009	3063510597	3063510597	41
2961773874	2961773874	2310297705	2310297705	41
2958190908	2958190908	3019133328	3019133328	41
2960035086	2960035086	3009509684	3009509684	41
2960011971	2960011971	3021947655	3021947655	41
2959094177	2959094177	1023165758	1023165758	41
2894870033	2894870033	1429942083	1429942083	40
2890289717	2890289717	1421263343	1421263343	40
2890742731	2890742731	1190082317	1190082317	40
2891676297	2891676297	1083217645	1083217645	40
2891677914	2891677914	1083156971	1083156971	40
2891699984	2891699984	661672691	661672691	40
2892967744	2892967744	1174860931	1174860931	40
2893202341	2893202341	1156145224	1156145224	40
2893306313	2893306313	1165088957	1165088957	40
2893548800	2893548800	1176367329	1176367329	40
2895281957	2895281957	1429927885	1429927885	40
2897458802	2897458802	660785317	660785317	40
2899479634	2899479634	1332823460	1332823460	40
2900117048	2900117048	1188751356	1188751356	40
2901072278	2901072278	645419663	645419663	40
2908063501	2908063501	634515020	634515020	40
2909711578	2909711578	1077783578	1077783578	40
2910373559	2910373559	1939381995	1939381995	40
2896007179	2896007179	1730492193	1730492193	40
2844932266	2844932266	1659752880	1659752880	39
2837276310	2837276310	1801477771	1801477771	39
