start1	end1	start2	end2	col
1097426212	1097426212	1952371957	1952371957	48
943103953	943103953	1332131699	1332131699	48
1763916984	1763916984	302809556	302809556	47
927545893	927545893	2067183564	2067183564	47
1726620594	1726620594	1999761485	1999761485	46
2392340529	2392340529	1991731910	1991731910	46
2437112955	2437112955	616368633	616368633	46
1726708347	1726708347	1999662874	1999662874	46
773009461	773009461	1993326316	1993326316	46
2393627820	2393627820	1993116546	1993116546	46
1726477442	1726477442	1999888236	1999888236	46
1726205537	1726205537	2000077635	2000077635	46
1726132667	1726132667	2000185389	2000185389	46
1162471874	1162471874	2690526849	2690526849	45
2540107314	2540107314	2400809892	2400809892	45
1146490427	1146490427	2701886704	2701886704	45
1157299310	1157299310	2695797921	2695797921	45
1150099193	1150099193	2699879875	2699879875	45
681196609	681196609	1651113219	1651113219	44
1389404650	1389404650	2667100504	2667100504	43
1297826731	1297826731	2662315233	2662315233	43
399377284	399377284	2749781692	2749781692	43
1372103604	1372103604	2674056710	2674056710	43
909196376	909196376	93346646	93346646	43
1389428316	1389428316	2667057908	2667057908	43
1463322751	1463322751	2664526763	2664526763	43
1388496310	1388496310	2668163097	2668163097	43
1669182080	1669182080	2821803269	2821803269	43
2370912798	2370912798	2862014997	2862014997	42
2370886650	2370886650	2861991022	2861991022	42
2370777937	2370777937	2861869447	2861869447	42
1304370485	1304370485	2185326719	2185326719	42
2539768116	2539768116	2401126951	2401126951	42
2370936876	2370936876	2862032504	2862032504	42
2372280411	2372280411	2863712546	2863712546	42
2371176515	2371176515	2862295215	2862295215	42
342793637	342793637	1838912954	1838912954	42
2374090014	2374090014	2865643452	2865643452	42
1519929728	1519929728	2866695964	2866695964	42
2374156390	2374156390	2865712337	2865712337	42
2369623037	2369623037	2860650858	2860650858	42
2369654102	2369654102	2860657575	2860657575	42
1378129903	1378129903	2859583147	2859583147	42
154572623	154572623	200644254	200644254	42
2375528870	2375528870	2866768845	2866768845	42
2373059484	2373059484	2864529613	2864529613	42
2372140763	2372140763	2863582857	2863582857	42
2369672173	2369672173	2860694549	2860694549	42
1507334941	1507334941	2370590652	2370590652	41
359936204	359936204	2343407747	2343407747	41
1506103392	1506103392	2371975944	2371975944	41
1504703304	1504703304	2373479347	2373479347	41
1504521240	1504521240	2373657077	2373657077	41
662948090	662948090	2342253443	2342253443	41
1201169729	1201169729	320087088	320087088	41
1506859366	1506859366	2371155470	2371155470	41
1506830111	1506830111	2371203369	2371203369	41
1202661813	1202661813	2400093507	2400093507	41
1201135853	1201135853	2329355692	2329355692	41
1201069028	1201069028	2329392498	2329392498	41
1502204167	1502204167	2374354992	2374354992	41
1504850695	1504850695	2373341102	2373341102	41
1504394612	1504394612	2373799934	2373799934	41
1503148034	1503148034	2375382870	2375382870	41
732513450	732513450	52032697	52032697	41
1515514178	1515514178	2361572900	2361572900	41
1518277208	1518277208	2358874702	2358874702	41
1514242515	1514242515	2362838892	2362838892	41
1504172996	1504172996	2374049386	2374049386	41
1504381673	1504381673	2373806934	2373806934	41
1515011049	1515011049	2362048421	2362048421	41
1220021424	1220021424	2383214832	2383214832	41
1503334309	1503334309	2375565184	2375565184	41
1219231501	1219231501	2389407763	2389407763	41
1219139126	1219139126	2388691937	2388691937	41
358786234	358786234	2341822383	2341822383	41
1735835719	1735835719	1276390314	1276390314	40
1323757535	1323757535	1429194766	1429194766	40
2218804660	2218804660	1414596972	1414596972	40
365672232	365672232	345210230	345210230	40
365665696	365665696	345222773	345222773	40
365508676	365508676	345298150	345298150	40
1040784401	1040784401	334311501	334311501	40
1735568324	1735568324	1276119088	1276119088	40
1735601651	1735601651	1276149439	1276149439	40
1328320449	1328320449	1424849449	1424849449	40
1735358790	1735358790	1275871002	1275871002	40
1320714822	1320714822	1431503809	1431503809	40
1322277158	1322277158	1429455827	1429455827	40
2219261165	2219261165	1413971698	1413971698	40
1057659841	1057659841	317724421	317724421	40
2219552060	2219552060	1413630385	1413630385	40
1412795910	1412795910	2468105378	2468105378	40
41402511	41402511	814114497	814114497	40
1276337505	1276337505	691166643	691166643	40
1649599962	1649599962	1746190725	1746190725	39
2163260842	2163260842	1748655963	1748655963	39
1648813572	1648813572	1746998760	1746998760	39
1648157813	1648157813	1747777428	1747777428	39
2162836749	2162836749	1748018141	1748018141	39
2163269987	2163269987	1748665705	1748665705	39
1286969334	1286969334	1808244738	1808244738	39
1286853480	1286853480	1808163395	1808163395	39
1090785950	1090785950	1719799624	1719799624	39
1286995737	1286995737	1808259909	1808259909	39
1286899283	1286899283	1808192573	1808192573	39
1650731810	1650731810	1745008802	1745008802	39
2178777547	2178777547	1761820372	1761820372	39
1650057929	1650057929	1745740600	1745740600	39
1090308508	1090308508	1720500065	1720500065	39
2773290411	2773290411	1777208995	1777208995	39
1090463776	1090463776	1720279499	1720279499	39
2767611242	2767611242	1771407705	1771407705	39
1092699290	1092699290	1717668024	1717668024	39
2178602063	2178602063	1762025299	1762025299	39
2773407708	2773407708	1777307055	1777307055	39
2773405213	2773405213	1777304759	1777304759	39
2771404616	2771404616	1775419588	1775419588	39
359786172	359786172	2343012406	2343012406	38
363747626	363747626	2347189277	2347189277	38
1513257859	1513257859	2364030436	2364030436	38
1220696990	1220696990	2381300743	2381300743	38
360399875	360399875	2343813137	2343813137	38
1140378767	1140378767	2363454090	2363454090	38
363185029	363185029	2346562870	2346562870	38
1512491585	1512491585	2364787986	2364787986	38
1512327135	1512327135	2364956293	2364956293	38
1218249180	1218249180	2387767779	2387767779	38
1511714946	1511714946	2365653849	2365653849	38
1511465188	1511465188	2365972277	2365972277	38
1510800987	1510800987	2366729446	2366729446	38
1218487559	1218487559	2388026615	2388026615	38
1218187937	1218187937	2387698676	2387698676	38
1217544353	1217544353	2386963979	2386963979	38
1217474306	1217474306	2386910641	2386910641	38
1522316360	1522316360	2353881698	2353881698	38
2634645593	2634645593	2631876479	2631876479	38
1224067954	1224067954	2378604083	2378604083	38
1521752449	1521752449	2354823964	2354823964	38
364432664	364432664	2348069756	2348069756	38
1203099452	1203099452	2399723805	2399723805	38
1203811521	1203811521	2399020266	2399020266	38
1513825432	1513825432	2363414648	2363414648	38
1223150948	1223150948	2379585316	2379585316	38
1221984387	1221984387	2380581401	2380581401	38
1204733614	1204733614	2397706986	2397706986	38
364119591	364119591	2347666927	2347666927	38
1203743131	1203743131	2399053429	2399053429	38
1525358657	1525358657	2350132784	2350132784	38
1513542353	1513542353	2363710435	2363710435	38
1540139767	1540139767	2378296238	2378296238	38
1521726726	1521726726	2354880129	2354880129	38
1223282749	1223282749	2379429331	2379429331	38
1519868191	1519868191	2356987230	2356987230	38
365380761	365380761	2349359807	2349359807	38
1489898066	1489898066	1927748875	1927748875	37
1497002617	1497002617	1920748922	1920748922	37
1486073984	1486073984	1931525411	1931525411	37
1470275566	1470275566	1942833995	1942833995	37
1489961066	1489961066	1927699847	1927699847	37
1489968187	1489968187	1927679249	1927679249	37
1490385497	1490385497	1927225967	1927225967	37
1490552347	1490552347	1927046132	1927046132	37
1860585408	1860585408	1617962017	1617962017	37
1487201513	1487201513	1930133383	1930133383	37
1489790194	1489790194	1927851354	1927851354	37
1490409149	1490409149	1927208546	1927208546	37
1490770363	1490770363	1926847938	1926847938	37
1495231831	1495231831	1922414745	1922414745	37
1497172366	1497172366	1920541337	1920541337	37
338221304	338221304	1843594608	1843594608	37
1474833461	1474833461	1938915042	1938915042	37
1497180412	1497180412	1920467108	1920467108	37
1481885894	1481885894	1933635784	1933635784	37
1489855730	1489855730	1927788793	1927788793	37
1475213748	1475213748	1938545776	1938545776	37
1475128356	1475128356	1938583364	1938583364	37
1479446593	1479446593	1934985132	1934985132	37
1479537577	1479537577	1934950285	1934950285	37
1479544851	1479544851	1934944967	1934944967	37
1481394532	1481394532	1934127146	1934127146	37
1482320685	1482320685	1933292608	1933292608	37
1482126076	1482126076	1933448227	1933448227	37
1489873840	1489873840	1927778049	1927778049	37
1494554569	1494554569	1923120676	1923120676	37
1492079017	1492079017	1925459976	1925459976	37
1489618728	1489618728	1928022599	1928022599	37
1485961429	1485961429	1931658700	1931658700	37
777438619	777438619	11189580	11189580	36
777370633	777370633	11273532	11273532	36
765825606	765825606	20721792	20721792	36
783651170	783651170	3815402	3815402	36
783635746	783635746	3857604	3857604	36
784892990	784892990	2392702	2392702	36
781961323	781961323	5863265	5863265	36
784884073	784884073	2405766	2405766	36
784767451	784767451	2508847	2508847	36
781399228	781399228	6614067	6614067	36
777928259	777928259	10638942	10638942	36
777509225	777509225	11066718	11066718	36
778550403	778550403	9930399	9930399	36
744249793	744249793	42788421	42788421	36
785244772	785244772	2019424	2019424	36
783688373	783688373	3781088	3781088	36
786073778	786073778	1082893	1082893	36
779242048	779242048	9104419	9104419	36
779121718	779121718	9244935	9244935	36
778821927	778821927	9588931	9588931	36
778383075	778383075	10095427	10095427	36
778170984	778170984	10399118	10399118	36
778155434	778155434	10430518	10430518	36
778127648	778127648	10461490	10461490	36
780150637	780150637	7962786	7962786	36
781745752	781745752	6225080	6225080	36
785718694	785718694	1402083	1402083	36
2162916749	2162916749	1748134481	1748134481	36
766679783	766679783	19683040	19683040	36
779855931	779855931	8324330	8324330	36
744273212	744273212	42767312	42767312	36
744495915	744495915	42428356	42428356	36
886857484	886857484	760134188	760134188	36
768930106	768930106	16986221	16986221	36
769654743	769654743	15701941	15701941	36
765890695	765890695	20652379	20652379	36
769844293	769844293	15492943	15492943	36
769790987	769790987	15573651	15573651	36
766748191	766748191	19665754	19665754	36
769187673	769187673	16232048	16232048	36
766560458	766560458	19882514	19882514	36
767078148	767078148	19219303	19219303	36
785931696	785931696	1232279	1232279	36
776706200	776706200	12021727	12021727	36
776923563	776923563	11790680	11790680	36
776967624	776967624	11736209	11736209	36
781453392	781453392	6525854	6525854	36
767109950	767109950	19074832	19074832	36
661077164	661077164	18872845	18872845	36
785750828	785750828	1373801	1373801	36
785815757	785815757	1308644	1308644	36
252151795	252151795	1670003548	1670003548	35
255952316	255952316	1665600513	1665600513	35
256414095	256414095	1666126702	1666126702	35
251354669	251354669	1672865268	1672865268	35
251415492	251415492	1672932645	1672932645	35
251986633	251986633	1669845505	1669845505	35
391564707	391564707	1669895865	1669895865	35
252043929	252043929	1669912348	1669912348	35
252092647	252092647	1669948979	1669948979	35
252106161	252106161	1669960933	1669960933	35
251983245	251983245	1669840825	1669840825	35
252296073	252296073	1670152801	1670152801	35
255677871	255677871	1665311677	1665311677	35
249772630	249772630	1674044151	1674044151	35
680024148	680024148	1649897723	1649897723	35
679867314	679867314	1649745061	1649745061	35
679890078	679890078	1649764100	1649764100	35
679932491	679932491	1649804214	1649804214	35
679974461	679974461	1649843125	1649843125	35
679996090	679996090	1649862511	1649862511	35
250123931	250123931	1673663854	1673663854	35
680007497	680007497	1649877212	1649877212	35
255240715	255240715	1664811930	1664811930	35
255228643	255228643	1664798462	1664798462	35
253857603	253857603	1669519924	1669519924	35
252268957	252268957	1670125284	1670125284	35
91081495	91081495	1665002493	1665002493	35
254151188	254151188	1669159511	1669159511	35
551112379	551112379	108746738	108746738	35
250042126	250042126	1673744422	1673744422	35
260925923	260925923	1657253471	1657253471	35
260555220	260555220	1661927799	1661927799	35
260895926	260895926	1661691926	1661691926	35
265699300	265699300	1661369442	1661369442	35
262320525	262320525	1658633153	1658633153	35
262335284	262335284	1658648885	1658648885	35
262412658	262412658	1658730796	1658730796	35
680643661	680643661	1650474459	1650474459	35
250383911	250383911	1673429840	1673429840	35
258176644	258176644	1664649320	1664649320	35
258015778	258015778	1667986916	1667986916	35
255802890	255802890	1665434599	1665434599	35
255782704	255782704	1665411236	1665411236	35
